"","Satisfaccion_con_pisos","Satisfaccion_con_muros_y_techos","Satisfaccion_con_pintura_y_recubrimientos","Satisfaccion_con_iluminacion_natural","Satisfaccion_con_ventilacion_natural","Satisfaccion_con_proteccion_contra_exterior","Satisfaccion_con_tamano_de_dormitorios","Satisfaccion_con_tamano_de_banos","Satisfaccion_con_tamano_de_cocina","Satisfaccion_con_tamano_de_sala_comedor","Satisfaccion_con_tamano_de_patio","D1","IndiceSatisfaccion"
"35446",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"35447",5,4,3,4,4,5,4,4,4,4,4,-0.58450120464134,46.2857781403154
"35448",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"35449",4,4,2,5,5,5,5,5,5,5,5,0.655361599292744,79.6470762586598
"35450",2,4,2,4,5,3,3,3,2,2,4,-1.45883858030062,22.7597640096982
"35451",4,4,2,5,5,4,4,3,4,4,5,-0.553776153917376,47.112504753656
"35452",3,4,2,2,2,4,4,3,3,2,3,-1.68809329249237,16.5911502129164
"35453",4,4,3,5,4,2,2,2,2,3,2,-1.48157020303965,22.1481185594883
"35454",2,3,3,5,5,2,3,3,3,5,5,-0.806906670183644,40.301458733714
"35455",4,4,4,4,4,4,4,4,4,2,5,-0.812350189706384,40.1549885944092
"35456",3,2,3,5,5,5,3,3,2,2,2,-1.04196484841849,33.9766896267085
"35457",3,3,2,3,2,3,2,3,3,2,2,-1.96701665939136,9.08608951929447
"35458",3,2,2,2,4,2,2,2,2,2,2,-2.11674223076476,5.05738617673249
"35459",4,4,2,3,4,4,5,5,5,2,4,-0.536434255683941,47.5791275405224
"35460",4,4,2,5,2,2,2,3,4,2,4,-1.44789526801466,23.0542184464435
"35461",2,3,3,5,5,4,3,2,2,2,3,-1.29885130699244,27.0645815290556
"35462",4,4,4,5,5,3,5,5,2,2,5,-0.164548924151106,57.5855390335845
"35463",4,3,3,4,5,4,4,3,3,2,5,-0.957078628452922,36.2607443474606
"35464",3,4,2,4,5,3,4,3,2,3,3,-1.35049011058331,25.6751233441635
"35465",3,3,3,4,4,4,2,2,2,2,4,-1.6936551630925,16.4414955716142
"35466",5,3,4,5,3,3,4,5,4,3,3,-0.645005842545635,44.6577647373301
"35467",4,5,4,4,4,4,5,4,4,4,4,-0.491408268189066,48.790653031184
"35468",5,5,4,5,5,5,5,5,5,4,5,0.982039935366946,88.4370918345731
"35469",4,3,3,5,5,4,4,3,3,3,5,-0.751769793682537,41.7850404400377
"35470",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"35471",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"35472",2,2,2,2,2,2,3,3,3,2,3,-2.13095740630329,4.67489489830976
"35473",3,5,4,5,5,5,4,4,5,5,2,0.25557724540732,68.8899788034397
"35474",3,3,3,3,3,3,5,5,5,2,5,-0.628133080652311,45.1117643555273
"35475",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"35476",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35477",3,3,3,3,5,5,3,3,3,3,3,-1.19962100409104,29.7345960717641
"35478",5,5,5,5,5,5,5,5,5,5,2,1.19000706878136,94.0329154326691
"35479",4,4,4,5,4,4,4,4,4,4,4,-0.719079226450261,42.6646536969507
"35480",2,3,4,4,5,3,4,4,3,3,5,-1.00686531400168,34.9211215652896
"35481",5,5,2,5,5,4,4,2,5,5,5,0.272981750265271,69.3582861623878
"35482",5,4,4,5,5,5,4,5,5,4,5,0.549060142335364,76.7867964077626
"35483",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35484",4,3,3,5,5,3,5,3,4,5,4,-0.399706676264423,51.2580906673625
"35485",5,3,4,5,5,5,5,5,5,5,5,0.910624059272435,86.5154870205469
"35486",3,2,2,2,4,4,3,4,3,2,5,-1.50160349008542,21.6090779016805
"35487",2,3,2,3,2,2,2,2,2,4,5,-1.88267498045751,11.3554921385083
"35488",3,3,2,5,2,2,2,2,2,2,2,-1.84627605889306,12.3348870115901
"35489",5,3,2,4,5,5,3,5,2,2,3,-0.632390507613682,44.9972087049951
"35490",4,3,2,4,4,4,4,4,4,4,5,-0.975609739405083,35.7621231169684
"35491",2,4,3,5,5,3,4,2,2,2,5,-0.974692282543911,35.7868093578647
"35492",4,4,4,4,4,5,5,5,5,5,5,0.385165634240635,72.3768459461805
"35493",5,4,3,5,5,5,5,4,2,5,5,0.335258883782185,71.0339925474986
"35494",4,4,3,5,5,5,5,4,4,4,5,0.0273599747490853,62.749279705099
"35495",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35496",4,3,4,5,5,4,4,3,3,2,5,-0.666306883255278,44.0846123150697
"35497",4,3,3,4,4,4,5,5,5,4,5,-0.247028464078755,55.3662414536754
"35498",4,5,4,4,4,4,5,4,4,4,4,-0.491408268189066,48.790653031184
"35499",4,4,5,5,5,5,5,5,4,3,5,0.46150961817648,74.431052588677
"35500",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"35501",5,4,4,5,5,5,5,5,5,5,5,1.00500165319863,89.0549285109065
"35502",2,3,2,5,5,5,4,4,4,5,4,-0.437542983106416,50.2400197096342
"35503",3,4,4,4,3,4,4,3,3,2,5,-1.1449026695011,31.2069159663541
"35504",4,4,5,4,5,5,3,3,3,3,5,-0.450906465185646,49.8804451598294
"35505",3,3,2,3,3,3,4,3,3,3,4,-1.71407119764743,15.8921562309871
"35506",5,4,5,5,4,5,5,5,5,5,5,0.993202713290667,88.7374514880448
"35507",2,3,2,5,5,3,5,5,3,2,2,-0.717307200204026,42.7123340497176
"35508",5,5,4,5,4,5,4,5,2,2,5,0.122535066846079,65.3101796779137
"35509",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35510",5,5,5,5,5,5,5,5,5,4,2,0.955576118542213,87.7250233059925
"35511",2,2,3,3,3,3,2,2,2,2,3,-2.08126506992128,6.01197900388773
"35512",3,4,4,5,5,5,3,4,5,5,4,-0.00638800135624502,61.8412144835533
"35513",4,3,2,5,3,2,2,2,2,2,2,-1.70978787004208,16.0074087966154
"35514",5,5,5,4,4,5,5,5,5,5,2,0.777598173103144,82.93612627848
"35515",5,5,2,3,2,3,5,5,5,4,3,-0.289582439826889,54.2212310004626
"35516",4,3,2,3,4,5,3,4,3,3,5,-1.07327881164,33.1341169977167
"35517",2,5,4,5,5,5,5,5,5,5,5,0.867716875348697,85.3609727067402
"35518",4,4,4,5,5,5,5,4,4,5,5,0.347253835415492,71.3567437068076
"35519",3,3,3,5,4,3,2,3,5,2,4,-1.15948515990867,30.8145412550141
"35520",3,4,3,4,5,5,4,4,5,5,5,-0.0248987943731866,61.3431399528184
"35521",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"35522",4,5,5,5,3,5,4,5,5,5,5,0.69864420891686,80.8116922455483
"35523",4,5,4,4,5,5,5,5,4,4,5,0.345699869667293,71.3149307623214
"35524",5,5,4,4,5,5,5,5,4,5,4,0.602189096818349,78.2163504548708
"35525",5,5,5,5,5,5,5,5,5,5,2,1.19000706878136,94.0329154326691
"35526",4,4,4,5,5,5,5,5,4,5,5,0.573970422269362,77.457063531232
"35527",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"35528",5,5,5,5,5,5,4,5,4,2,5,0.658895413239607,79.74216147309
"35529",5,5,4,4,5,5,5,5,4,4,4,0.367758146579201,71.9084583281942
"35530",5,5,5,5,5,5,5,5,2,2,2,0.524681871553294,76.1308441874123
"35531",4,5,4,3,4,5,5,4,4,5,5,0.0779806280336826,64.1113422654197
"35532",5,5,2,5,5,5,4,4,4,4,2,-0.0537691882112439,60.5663170555032
"35533",4,4,3,4,4,3,4,4,4,4,4,-1.08872658476301,32.7184599082502
"35534",4,4,4,4,5,5,5,5,5,5,5,0.592265695148467,77.9493390077924
"35535",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"35536",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"35537",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35538",5,5,3,5,5,2,4,5,4,5,5,0.333290854375038,70.9810382887296
"35539",4,5,3,5,5,5,5,3,4,3,5,0.0805453281862425,64.1803512929526
"35540",4,4,3,5,5,5,4,4,4,4,5,-0.19415058587503,56.7890397286318
"35541",3,4,4,5,5,5,5,5,5,4,5,0.479669148063294,74.9196755946424
"35542",3,4,2,5,5,2,3,4,3,2,4,-1.119604508439,31.8876199042095
"35543",4,4,4,5,5,5,5,5,2,4,5,0.205580307544388,67.5446987097414
"35544",5,4,3,4,4,5,4,4,4,4,3,-0.620897296098076,45.3064594176487
"35545",3,3,4,5,5,4,2,2,2,2,3,-1.23217944844376,28.8585378781686
"35546",5,3,2,5,5,4,5,5,3,4,5,0.00541833584668058,62.158890547278
"35547",2,2,2,4,4,4,2,4,4,2,2,-1.64463030202082,17.7606197523165
"35548",3,5,2,3,5,4,4,5,5,2,5,-0.237481108241301,55.623134541624
"35549",5,5,3,5,5,5,5,5,3,2,5,0.512606851252378,75.8059386004669
"35550",5,5,3,5,5,5,5,5,5,4,4,0.711208178571821,81.1497541148769
"35551",5,3,3,5,5,3,4,5,5,5,3,0.0850873935545673,64.3025657801885
"35552",4,4,3,4,5,4,3,5,5,4,2,-0.475718413506284,49.2128238696388
"35553",3,3,3,5,2,5,2,5,2,2,2,-1.07508058580021,33.0856362103991
"35554",2,5,2,5,4,5,5,4,4,2,2,-0.461443673605962,49.5969178612203
"35555",5,5,4,5,5,5,5,5,5,5,2,0.994705947781491,88.7778993939188
"35556",4,4,3,5,5,4,4,4,3,5,4,-0.450046216914753,49.9035920748993
"35557",4,5,4,5,5,5,5,5,5,5,2,0.787278824501716,83.1966059833818
"35558",5,4,5,5,5,4,4,5,5,4,4,0.341069773240578,71.1903476014119
"35559",4,4,3,4,4,4,4,4,4,4,3,-1.04624706310464,33.8614670066749
"35560",4,4,4,5,5,5,4,4,4,4,2,-0.330452613272376,53.1215270363328
"35561",3,3,5,5,4,3,2,4,4,3,2,-1.05376842347106,33.6590878848531
"35562",4,4,4,5,5,3,4,4,4,2,3,-0.70058184496787,43.162367360176
"35563",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35564",4,4,2,3,3,3,3,4,4,2,3,-1.48751937407347,21.9880427286895
"35565",5,5,2,5,5,5,5,5,5,5,5,1.07425795497999,90.9184251195399
"35566",4,3,4,5,5,2,4,4,3,4,4,-0.828071659456239,39.7319670814488
"35567",2,4,2,3,4,5,4,4,4,2,4,-1.13166975406225,31.5629773269575
"35568",4,4,4,4,4,4,5,4,5,3,2,-0.589000459257382,46.1647155726831
"35569",5,4,3,4,5,5,2,3,4,4,5,-0.440520814534974,50.1598944556794
"35570",3,3,2,5,5,5,3,3,3,2,3,-0.982728645408447,35.5705729352054
"35571",4,5,4,5,5,5,5,5,5,4,5,0.774612812087171,82.8557984240361
"35572",5,5,5,5,4,5,5,3,4,5,5,0.669398347078068,80.024766536965
"35573",4,3,4,5,5,4,4,4,4,4,4,-0.606356759468622,45.6977052682031
"35574",5,5,3,5,4,5,4,3,3,5,4,-0.105280182525259,59.1802978667433
"35575",2,3,3,4,4,4,4,2,3,2,4,-1.54104793209948,20.5477364492493
"35576",4,4,4,5,5,3,5,5,4,4,2,-0.179023722636282,57.1960620156961
"35577",4,4,4,5,5,5,5,4,5,5,5,0.570857943064983,77.3733152759452
"35578",2,2,2,4,4,5,3,3,5,5,5,-0.681886084604097,43.6654188535072
"35579",4,3,2,4,5,3,3,5,5,3,5,-0.557287677775431,47.0180193042123
"35580",5,3,3,5,5,3,5,5,5,5,5,0.528362892003285,76.2298903239866
"35581",4,3,3,5,5,5,5,5,4,5,5,0.394129917915911,72.6180501658404
"35582",4,4,4,4,4,3,4,4,4,4,5,-0.817894827967882,40.0057976279464
"35583",3,4,4,5,5,5,5,5,5,5,5,0.714100098302442,81.2275677213191
"35584",3,2,2,5,5,5,5,5,5,5,5,0.408447423842859,73.003294873581
"35585",5,3,2,4,4,4,5,3,3,3,4,-0.977359872023584,35.7150318615108
"35586",4,2,2,4,4,3,5,4,4,4,4,-1.08740578817122,32.7539989120114
"35587",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35588",4,4,4,4,4,4,3,4,3,3,3,-1.20804232452804,29.5080014995603
"35589",2,5,2,5,5,2,2,2,2,2,5,-1.03931287907622,34.048046828124
"35590",5,4,4,4,4,5,4,3,5,5,5,0.0594127059257195,63.6117305479648
"35591",4,4,4,4,5,5,5,5,5,5,5,0.592265695148467,77.9493390077924
"35592",3,4,3,3,5,4,4,3,4,4,5,-0.854142944216379,39.0304605111642
"35593",5,4,3,5,5,5,3,4,4,4,5,-0.0736155684080904,60.0323055469587
"35594",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"35595",5,3,4,5,5,5,5,5,4,4,3,0.230824063559191,68.2239387574018
"35596",4,5,3,5,2,5,5,3,3,4,5,-0.270362659164155,54.7383824388509
"35597",4,3,2,5,4,3,5,3,3,5,2,-0.786987940012058,40.837416981098
"35598",4,5,3,4,3,4,5,5,4,3,4,-0.500575619493442,48.5439848201122
"35599",4,4,2,5,4,5,3,4,4,2,4,-0.803592594016019,40.3906314088392
"35600",4,4,3,4,4,4,5,4,4,5,5,-0.368540614416774,52.0966836771496
"35601",4,4,3,5,4,5,5,3,4,5,3,-0.252026977860906,55.2317451949717
"35602",4,3,3,5,5,5,5,4,3,2,5,-0.227383685214926,55.8948284248029
"35603",4,4,2,4,4,4,3,3,3,3,4,-1.39881206781412,24.3749123726562
"35604",4,4,3,3,3,4,4,4,4,4,3,-1.19167066009308,29.9485179632973
"35605",3,3,3,4,4,4,3,4,3,2,5,-1.2495923226733,28.3900053224492
"35606",5,4,2,3,4,4,5,5,5,5,5,0.164123639056453,66.4292137770287
"35607",3,3,2,5,5,3,4,4,4,3,5,-0.798881863311981,40.517384216387
"35608",3,3,2,5,5,3,3,3,3,3,3,-1.27952690225034,27.5845481136771
"35609",3,2,3,2,3,3,2,2,2,2,3,-2.08127806775499,6.01162926792967
"35610",4,4,2,4,4,5,3,3,2,2,2,-1.26420958884567,27.9966948909204
"35611",5,5,5,5,5,5,5,4,4,4,4,0.541651515495589,76.5874506350972
"35612",5,3,5,4,4,5,4,4,4,3,3,-0.507841833450745,48.3484709864428
"35613",5,3,3,5,5,5,3,3,3,3,2,-0.635077070313412,44.9249206914706
"35614",4,4,3,3,3,5,3,3,3,3,2,-1.30595909233365,26.8733305737266
"35615",3,4,4,5,3,4,3,3,3,3,3,-1.24825087836815,28.4260998993903
"35616",2,4,5,5,5,5,4,3,3,3,2,-0.521797349404652,47.9729664333129
"35617",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"35618",4,4,3,4,5,5,3,5,3,2,3,-0.641765943466803,44.7449415110016
"35619",4,4,3,3,4,4,5,5,5,5,5,0.01344653597553,62.3749073331695
"35620",2,2,2,5,5,2,2,2,3,2,5,-1.36729778201556,25.2228751312586
"35621",4,4,4,5,5,5,5,5,4,4,4,0.154170625662346,66.1614055598912
"35622",3,3,2,5,5,5,4,4,3,3,5,-0.589118697654304,46.1615341026073
"35623",5,4,3,4,4,5,5,2,2,5,5,-0.212276425405973,56.3013232374859
"35624",5,5,5,3,4,5,5,5,5,2,5,0.623267641723938,78.7835161269637
"35625",2,4,2,4,5,5,4,2,5,2,5,-0.582389608535942,46.3425953840897
"35626",3,3,3,4,5,4,3,4,3,3,5,-1.04249226176546,33.9624983840611
"35627",3,2,2,3,3,3,3,2,4,3,5,-1.6477950252087,17.675465755118
"35628",2,4,5,5,5,5,4,5,5,4,5,0.395607253077838,72.6578011920034
"35629",4,4,3,4,4,4,3,4,4,2,5,-0.984705205946477,35.5173891271672
"35630",3,3,2,3,3,2,2,2,2,2,3,-2.06690468053993,6.3983775874458
"35631",5,4,3,3,3,2,4,2,4,3,5,-1.10561579615565,32.2640176792666
"35632",4,3,3,5,5,5,3,3,3,3,4,-0.80610810213645,40.3229460036004
"35633",4,3,2,5,4,3,5,4,3,3,5,-0.788032023163502,40.8093235749848
"35634",4,2,2,2,5,3,2,2,2,2,5,-1.54859860472762,20.3445686150808
"35635",4,3,3,5,5,4,4,3,4,4,5,-0.591403727644718,46.1000502299743
"35636",5,4,3,4,4,5,5,5,4,3,5,-0.0242361856490926,61.3609689312426
"35637",2,3,2,4,5,3,2,2,2,2,4,-1.68003319085984,16.8080253805349
"35638",2,2,4,4,3,5,3,3,3,3,5,-1.23516433078183,28.7782229036307
"35639",3,5,4,5,4,4,4,2,4,4,4,-0.726210839169145,42.4727616124198
"35640",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"35641",5,5,5,5,5,5,5,3,3,5,5,0.789463316801685,83.2553846632691
"35642",5,4,5,5,4,4,4,4,4,4,4,-0.316350982170615,53.5009631462379
"35643",3,2,3,4,5,2,3,2,3,2,4,-1.56672948035395,19.8567166164584
"35644",4,3,4,3,4,5,5,3,4,2,5,-0.620581027509434,45.3149693355507
"35645",5,4,3,5,5,5,4,2,3,2,5,-0.282215942143012,54.4194431934085
"35646",4,2,2,5,2,2,2,5,2,2,5,-1.24825583899552,28.4259664225508
"35647",4,4,4,4,4,4,4,4,4,4,3,-0.960784152677383,36.1610388817069
"35648",4,5,3,4,4,5,5,5,4,3,4,-0.205562922889268,56.4819651263847
"35649",5,3,2,3,4,2,5,3,3,2,3,-1.21676931639478,29.2731821498557
"35650",4,3,5,5,3,5,3,3,3,3,5,-0.624165338126669,45.2185253945994
"35651",4,3,2,5,3,3,3,3,2,2,2,-1.52716665772075,20.921243365774
"35652",4,3,2,3,4,4,3,2,3,2,5,-1.42632786887673,23.6345378414562
"35653",4,3,2,4,2,3,3,2,2,2,4,-1.79926666766221,13.5997804419262
"35654",5,4,4,5,5,3,5,5,5,2,3,0.178676533439381,66.8207921407421
"35655",2,2,2,2,3,3,5,4,2,2,3,-1.67570795612838,16.9244055516717
"35656",5,3,2,4,4,3,2,2,3,2,4,-1.49145516820866,21.8821413329385
"35657",4,3,2,5,5,4,4,3,3,2,4,-0.993888660249255,35.2702876286957
"35658",3,3,3,3,3,3,3,3,3,3,3,-1.78060937471815,14.1017968827882
"35659",3,2,2,3,3,3,3,2,3,2,2,-1.95659505421751,9.36650625247917
"35660",3,3,2,4,3,3,3,3,3,2,4,-1.7326297593492,15.3927963763192
"35661",3,4,3,5,5,3,2,2,2,2,5,-1.08037544023533,32.9431662397357
"35662",3,2,2,5,5,3,3,2,3,2,5,-1.17699762372625,30.3433290173768
"35663",5,2,2,3,3,3,3,2,2,2,2,-1.71261757262294,15.9312692825606
"35664",3,3,3,4,4,2,2,2,2,2,3,-1.86473106335264,11.8383135975012
"35665",2,3,2,5,5,5,2,2,2,2,2,-1.2143221907043,29.3390275719736
"35666",4,3,2,5,2,4,2,2,3,5,2,-1.27343582007889,27.7484423828981
"35667",5,5,3,5,5,5,4,3,4,4,5,0.139792865695506,65.7745395816509
"35668",5,5,4,5,5,4,5,5,4,5,5,0.774944134229813,82.8647133916752
"35669",2,4,2,5,5,5,4,3,3,2,3,-0.859311401030631,38.8913915528529
"35670",2,2,2,2,2,3,2,2,2,2,5,-2.02712936272503,7.46862199768583
"35671",4,4,2,4,4,4,4,3,4,2,5,-1.0395160244492,34.0425807448383
"35672",4,5,4,5,5,5,2,4,5,3,5,0.0895190767029543,64.4218101854648
"35673",5,5,3,5,5,3,5,5,5,5,3,0.612444780512342,78.4923026973585
"35674",4,4,4,5,5,5,4,3,4,4,5,-0.193640579564477,56.8027625958027
"35675",5,3,2,5,5,4,4,4,5,5,5,0.102261337441551,64.7646693775086
"35676",4,3,2,5,5,3,3,4,3,2,4,-1.07470347506049,33.0957832232554
"35677",2,2,2,3,2,2,2,3,3,3,2,-2.14973546034816,4.16962910834876
"35678",4,3,2,5,3,2,2,3,3,2,5,-1.39092534952263,24.5871222714149
"35679",3,2,2,5,4,2,4,3,3,5,4,-1.18044318639143,30.2506184022235
"35680",3,3,3,5,5,4,3,2,4,2,2,-1.10703968714541,32.2257046887917
"35681",3,4,2,4,4,4,4,4,4,2,3,-1.25980248977351,28.115277806318
"35682",4,4,3,5,5,5,5,5,4,2,3,-0.0410193510752513,60.9093801075639
"35683",3,2,2,4,3,3,3,3,3,3,5,-1.61632306288862,18.5222897053147
"35684",2,3,2,4,4,4,3,4,3,2,4,-1.54956364460123,20.3186020461851
"35685",3,3,3,3,4,4,3,2,3,2,4,-1.63842112666216,17.9276915844193
"35686",3,3,4,4,5,3,4,4,4,4,4,-0.974015638970521,35.8050159754841
"35687",3,3,2,5,5,4,4,4,4,4,2,-0.868440213167879,38.6457603247761
"35688",3,3,2,5,5,4,4,4,2,2,4,-1.03933426105057,34.0474714980002
"35689",3,4,2,4,4,4,4,2,3,2,2,-1.48196399446766,22.1375227151864
"35690",3,3,2,5,5,5,5,5,5,5,5,0.47750957375014,74.8615673892497
"35691",5,4,2,3,4,5,3,5,2,5,2,-0.505684593613627,48.4065163775058
"35692",5,3,3,5,5,5,5,3,5,5,5,0.513491657874602,75.8297463132295
"35693",4,3,4,5,5,4,4,3,3,4,4,-0.778344754769542,41.0699813250341
"35694",5,4,5,5,5,5,4,5,5,4,5,0.744361263335236,82.0418124465129
"35695",4,4,3,5,5,5,5,5,4,5,5,0.488507511842104,75.1574916562
"35696",3,3,4,4,5,4,3,3,4,4,2,-1.1033811272417,32.3241464738377
"35697",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35698",4,3,4,3,4,4,4,2,4,2,3,-1.33195267907818,26.173914643353
"35699",2,2,2,4,4,3,3,2,3,2,5,-1.64725897476568,17.6898893982656
"35700",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35701",3,4,2,5,5,3,3,5,5,3,4,-0.526444527063128,47.8479236634344
"35702",2,3,3,3,3,3,3,3,3,3,3,-1.83846183007936,12.5451464178661
"35703",3,3,2,4,5,3,3,3,3,3,4,-1.44843964556399,23.0395707437667
"35704",4,4,4,5,3,4,2,5,4,4,5,-0.547619459158535,47.2781644771525
"35705",5,4,2,5,5,3,2,4,3,3,5,-0.664173418726444,44.1420179779749
"35706",3,4,2,5,5,5,5,2,4,5,5,-0.0135599403369671,61.6482373302237
"35707",4,4,2,5,5,3,4,3,3,4,2,-0.941451796041296,36.6812194299258
"35708",4,5,4,4,4,4,4,4,2,2,5,-0.734840121784742,42.2405713499384
"35709",3,4,3,4,4,4,4,4,4,3,5,-0.981287531750053,35.6093493403267
"35710",4,3,4,5,5,4,4,4,4,2,4,-0.679687734322226,43.7245704135745
"35711",5,4,2,5,4,3,5,4,3,5,4,-0.363834227232648,52.2233196125223
"35712",5,4,4,5,5,4,5,5,5,3,5,0.479317084379085,74.9102025291644
"35713",4,4,4,5,5,4,4,4,4,3,5,-0.399941294028166,51.2517777485982
"35714",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35715",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35716",4,3,5,4,5,5,3,2,4,4,4,-0.620460348835122,45.3182164667796
"35717",5,5,5,5,5,5,5,3,5,5,5,1.10010251563539,91.6138311677146
"35718",3,3,3,4,3,4,3,4,4,4,5,-1.16631630951286,30.6307338065502
"35719",3,3,3,3,4,3,3,2,3,3,5,-1.53192789340939,20.7931316079921
"35720",2,3,2,4,5,4,4,4,4,3,3,-1.20493247815308,29.5916789126483
"35721",5,5,4,4,5,5,5,5,5,5,5,1.01116205083571,89.2206878686726
"35722",3,3,3,4,4,4,3,4,4,3,5,-1.16255723148908,30.7318802577571
"35723",5,5,4,5,5,5,5,4,4,4,5,0.531719240863584,76.3202004410111
"35724",4,4,3,5,5,4,5,4,4,5,3,-0.177896656563159,57.2263882640078
"35725",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"35726",4,5,3,4,4,4,5,4,5,3,5,-0.241229199452569,55.5222837153252
"35727",5,4,2,4,4,4,4,4,3,3,4,-1.0195399346048,34.5800823832641
"35728",2,5,2,4,2,2,3,4,2,2,4,-1.55542451048453,20.1609022641251
"35729",3,3,4,4,4,5,5,2,2,5,3,-0.733857601625697,42.2670082652399
"35730",2,2,2,4,5,2,3,3,3,2,4,-1.63115844652078,18.1231103328211
"35731",3,4,5,5,4,5,3,5,5,3,5,0.0861365668647783,64.330796148475
"35732",5,5,2,5,5,5,5,4,3,3,5,0.229140244199656,68.1786318093647
"35733",4,4,2,3,4,5,2,3,5,4,5,-0.756527455382997,41.6570248484483
"35734",3,3,2,3,4,4,5,5,4,4,4,-0.864559414022433,38.7501819566033
"35735",2,2,2,3,5,2,3,3,4,4,4,-1.53912592459402,20.5994523852155
"35736",5,5,5,5,5,5,5,4,5,5,5,1.1850554197521,93.8996801755756
"35737",2,3,2,4,4,4,3,3,3,2,5,-1.44914770235006,23.0205188829882
"35738",5,5,3,5,5,3,5,3,3,3,5,-0.0958608965600888,59.4337449466532
"35739",3,2,2,4,2,4,3,3,3,2,4,-1.77583005337596,14.2303952757671
"35740",4,5,2,5,4,5,5,5,4,5,5,0.436126663142887,73.7480670782534
"35741",4,3,2,3,3,2,3,3,2,2,2,-1.8566132322905,12.0567421053
"35742",3,3,4,5,4,4,3,2,3,4,3,-1.24238095395659,28.5840434215323
"35743",4,4,3,4,4,4,4,5,3,5,5,-0.450369679371234,49.8948885897988
"35744",4,3,3,4,5,4,4,4,4,4,4,-0.897128504666266,37.873837300594
"35745",3,4,2,5,5,4,4,2,5,2,5,-0.537150962131133,47.559842941152
"35746",2,4,2,4,5,2,4,4,2,3,4,-1.34279776605938,25.8821031794143
"35747",4,4,2,5,5,3,3,4,2,2,2,-1.06364604589264,33.3933082314422
"35748",2,2,2,4,3,2,2,4,4,3,2,-1.85640016370161,12.0624751950346
"35749",4,3,2,3,4,4,5,5,4,4,5,-0.595716136038155,45.9840151803179
"35750",4,3,2,4,4,3,3,2,2,3,5,-1.48379401118239,22.0882819984008
"35751",4,4,2,4,4,4,5,3,3,2,5,-0.905040555009297,37.6609457859976
"35752",3,4,3,5,4,3,3,3,5,2,5,-0.803095212374816,40.404014580879
"35753",3,3,3,5,5,4,3,3,2,2,5,-0.969060404413392,35.9383477092712
"35754",4,3,4,5,5,5,5,5,5,4,5,0.468765985753511,74.6263014833334
"35755",4,3,2,5,5,4,3,3,2,2,4,-1.1277048393637,31.6696622769797
"35756",2,2,2,2,2,2,2,2,2,2,4,-2.26830240478119,0.979318722666732
"35757",4,2,2,4,4,4,2,4,4,4,5,-1.20820750236499,29.5035570182486
"35758",4,4,2,4,5,5,5,2,4,2,5,-0.443156268583695,50.0889816353919
"35759",5,3,2,5,5,3,4,4,3,2,4,-0.780384245967876,41.0151042260023
"35760",2,4,2,5,5,5,4,4,2,2,5,-0.599517632390932,45.8817273685388
"35761",2,5,5,5,5,5,5,5,5,5,5,1.06301799634857,90.6159887454905
"35762",2,2,2,5,4,5,4,5,2,3,3,-0.965105788102973,36.044755557992
"35763",3,3,3,4,4,4,3,4,4,4,4,-1.27459510300334,27.7172492677215
"35764",5,2,2,5,5,2,4,2,2,2,3,-1.12369716983174,31.7774976419823
"35765",5,4,3,4,4,5,5,3,4,2,5,-0.335905676619667,52.9748000989572
"35766",5,4,2,4,4,3,5,3,3,5,3,-0.690492057576475,43.4338557894175
"35767",3,2,2,4,5,3,5,3,3,2,5,-1.02373028266645,34.4673316414395
"35768",3,4,3,4,5,4,5,4,4,4,5,-0.479345935364502,49.1152172330345
"35769",4,5,3,5,5,5,5,5,5,5,5,0.923580851899062,86.8641186756808
