"","Satisfaccion_con_pisos","Satisfaccion_con_muros_y_techos","Satisfaccion_con_pintura_y_recubrimientos","Satisfaccion_con_iluminacion_natural","Satisfaccion_con_ventilacion_natural","Satisfaccion_con_proteccion_contra_exterior","Satisfaccion_con_tamano_de_dormitorios","Satisfaccion_con_tamano_de_banos","Satisfaccion_con_tamano_de_cocina","Satisfaccion_con_tamano_de_sala_comedor","Satisfaccion_con_tamano_de_patio","D1","IndiceSatisfaccion"
"8404",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8405",5,5,5,4,5,5,4,5,5,5,5,0.984952611211464,88.5154639309556
"8406",5,4,4,4,4,5,5,4,4,4,5,-0.0921588872221005,59.5333558364788
"8407",5,5,4,4,4,5,5,5,5,4,5,0.569631039688727,77.340302680384
"8408",4,4,4,4,4,4,3,4,5,4,3,-0.824072150840727,39.8395828586345
"8409",5,5,5,5,5,5,5,4,5,5,5,1.1850554197521,93.8996801755756
"8410",5,5,5,5,5,5,3,4,5,5,5,0.876652753315145,85.6014126068984
"8411",3,4,3,4,4,4,3,3,3,3,3,-1.46193257068841,22.6765132376168
"8412",4,4,4,4,4,4,5,4,3,3,5,-0.677874720266484,43.7733536355684
"8413",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8414",5,5,5,5,5,5,5,5,4,5,5,1.18816789895647,93.9834284308624
"8415",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8416",3,3,3,4,4,4,5,5,5,4,5,-0.330502895695165,53.1201740746249
"8417",4,4,5,3,5,3,4,5,5,3,2,-0.328602408346082,53.171310962369
"8418",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"8419",4,4,4,5,5,3,3,4,4,5,2,-0.479712025687954,49.1053667492711
"8420",2,5,5,5,5,3,5,5,5,5,5,0.766219739506677,82.6299639239622
"8421",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8422",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8423",4,4,4,5,5,4,4,4,4,4,4,-0.511979165542429,48.2371467585627
"8424",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8425",5,5,3,5,4,5,4,4,4,4,2,-0.204119228920225,56.520810960569
"8426",2,4,4,3,5,4,5,4,4,5,2,-0.507403011994969,48.360278464948
"8427",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8428",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8429",5,5,5,5,5,5,5,4,3,4,5,0.639985270679241,79.2333415444535
"8430",5,5,4,3,3,5,3,3,3,3,3,-0.801599826219153,40.4442513096387
"8431",5,4,4,5,5,4,4,4,4,4,4,-0.304552042262654,53.8184401690996
"8432",5,5,5,5,5,5,5,3,5,5,5,1.10010251563539,91.6138311677146
"8433",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8434",4,4,4,3,4,5,5,4,5,5,5,0.0901155032757078,64.4378583842141
"8435",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8436",2,3,5,5,5,5,2,5,5,3,5,0.0643630712454128,63.7449312639641
"8437",5,4,4,5,5,5,5,5,5,5,5,1.00500165319863,89.0549285109065
"8438",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8439",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8440",3,5,5,4,5,5,3,3,4,3,3,-0.457641511034979,49.6992235990991
"8441",5,5,5,5,5,5,4,4,4,4,4,0.320140954871473,70.62721065863
"8442",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8443",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8444",4,4,3,4,4,4,5,5,5,3,5,-0.225981845006166,55.9325480894064
"8445",4,4,4,5,5,5,4,4,5,4,4,-0.0704524141661477,60.1174173281372
"8446",3,4,4,5,5,3,5,5,3,3,5,-0.201099282465908,56.60206941404
"8447",4,5,4,4,5,5,4,4,4,5,4,-0.0534651739394104,60.5744972434422
"8448",3,3,3,4,4,3,3,3,3,4,4,-1.52545871141937,20.9671995034611
"8449",4,4,4,4,4,4,4,4,3,3,4,-1.08475412725847,32.825347814437
"8450",4,5,5,5,5,4,5,5,5,5,5,0.986422239599401,88.5550075890262
"8451",2,5,2,5,5,2,5,5,5,5,5,0.372901492192395,72.0468516131472
"8452",5,4,5,5,5,5,5,4,5,5,4,0.788217340976763,83.2218588805682
"8453",5,5,5,5,5,5,5,4,4,4,4,0.541651515495589,76.5874506350972
"8454",4,4,2,5,4,4,5,3,3,3,3,-0.921496658063515,37.2181573112438
"8455",5,5,5,5,5,5,5,5,5,5,3,1.19000706878136,94.0329154326691
"8456",5,5,5,5,5,4,4,4,4,4,4,0.102218311144684,64.7635116581931
"8457",5,5,5,4,4,4,3,4,4,3,5,-0.285044818832107,54.3433259018296
"8458",5,5,5,5,5,5,4,4,5,5,5,0.963544859127981,87.9394401991084
"8459",5,5,5,5,5,5,4,5,4,4,4,0.546857541725343,76.7275304830544
"8460",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8461",4,4,5,5,5,4,4,4,4,5,4,-0.0822470943034089,59.8000549239896
"8462",4,4,5,5,5,5,4,4,2,5,4,0.00171638493755665,62.0592812296125
"8463",5,5,5,5,5,5,5,4,4,5,5,0.961451312102605,87.883108606438
"8464",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"8465",5,2,2,5,5,3,2,4,3,5,3,-0.741616175291769,42.058246385921
"8466",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8467",4,4,3,4,5,5,4,3,4,4,4,-0.669781171129988,43.9911287835294
"8468",5,5,5,5,5,4,5,5,5,5,5,1.19384936287918,94.1363009995631
"8469",4,5,4,4,5,5,5,5,5,5,5,0.803734927555933,83.6393944581356
"8470",4,4,2,3,3,4,3,2,4,3,5,-1.32200523664371,26.4415729612882
"8471",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8472",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8473",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8474",3,3,3,2,3,2,2,2,2,2,2,-2.06802011353601,6.36836435324341
"8475",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8476",5,5,5,3,5,2,3,3,3,3,4,-0.638314952507521,44.83779818662
"8477",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8478",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8479",5,5,5,5,5,4,5,4,5,5,5,0.967132776025306,88.0359811751387
"8480",5,5,5,5,5,5,5,4,5,5,5,1.1850554197521,93.8996801755756
"8481",4,5,4,4,5,5,2,4,3,3,2,-0.648193894725742,44.5719830211112
"8482",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8483",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8484",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8485",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8486",4,4,3,3,3,5,3,4,4,4,2,-1.06064012217913,33.4741893715242
"8487",4,4,4,5,5,5,5,5,5,5,3,0.57580959209425,77.5065505330387
"8488",5,5,5,5,5,5,5,4,4,4,4,0.541651515495589,76.5874506350972
"8489",5,4,4,5,5,3,4,4,4,4,4,-0.383427655377756,51.6961143480082
"8490",4,2,2,5,5,5,2,2,2,2,2,-1.14205745363395,31.2834729002775
"8491",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"8492",3,4,3,3,3,3,3,3,3,3,3,-1.68623178079195,16.6412383731478
"8493",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8494",4,3,4,5,5,3,3,3,3,3,4,-1.01744344855108,34.6364930571041
"8495",5,5,5,5,5,5,5,5,4,5,4,1.00279905258861,88.9956625861982
"8496",3,4,3,5,5,5,5,4,3,3,3,-0.438245460729747,50.2211179687811
"8497",5,5,5,5,5,5,4,4,4,5,4,0.554571905110622,76.9351027853066
"8498",5,3,5,5,5,5,5,5,5,5,5,1.10592518027231,91.7705030592972
"8499",5,5,5,5,5,5,5,5,4,5,5,1.18816789895647,93.9834284308624
"8500",5,5,5,5,5,5,3,4,3,4,3,0.109817666417687,64.9679894084453
"8501",5,4,4,5,5,5,3,4,4,3,4,-0.246852479202304,55.3709767226979
"8502",5,4,4,4,5,5,5,5,5,5,5,0.799692818428242,83.5306324183294
"8503",4,4,4,4,4,4,5,5,5,5,5,0.167242990513845,66.5131469457436
"8504",5,5,4,5,5,5,4,5,5,5,5,0.994960324981979,88.7847439847824
"8505",5,5,4,4,4,4,4,4,4,4,3,-0.541887796990142,47.432387742587
"8506",4,4,3,4,4,4,4,3,3,4,4,-1.18183896694882,30.2130617861726
"8507",3,3,2,3,2,3,3,3,2,3,2,-1.93729722545318,9.88575775062954
"8508",5,3,4,2,5,5,5,5,3,5,2,0.0467120905377492,63.2699919177711
"8509",5,4,3,5,5,3,2,3,3,4,3,-0.840810265615296,39.3892062240894
"8510",3,4,5,5,5,5,4,4,4,4,5,0.00313901393568868,62.0975602633636
"8511",4,4,3,2,3,5,5,5,2,2,2,-0.790676461422667,40.738169014303
"8512",5,4,4,4,4,4,4,4,4,4,4,-0.716960937940873,42.7216510149105
"8513",5,4,5,5,5,4,3,4,4,4,5,-0.0107741807077512,61.7231944603041
"8514",4,4,4,5,5,4,4,3,4,4,4,-0.596932069659134,45.9512977507016
"8515",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8516",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8517",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8518",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8519",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8520",5,5,5,5,5,5,4,4,4,5,5,0.739940751478489,81.9228686299708
"8521",3,5,2,5,5,3,3,3,3,3,2,-0.97368007591668,35.8140450543799
"8522",5,5,3,5,5,5,2,4,3,3,5,-0.0991559092782348,59.3450852165242
"8523",4,5,4,5,5,5,5,5,5,4,5,0.774612812087171,82.8557984240361
"8524",3,4,3,4,5,4,3,3,4,3,4,-1.13140132713963,31.5701999572034
"8525",4,4,4,5,5,5,4,4,4,4,4,-0.294056521815639,54.1008457589995
"8526",5,5,5,4,5,4,5,5,5,5,5,0.988540528108789,88.612004906986
"8527",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8528",5,5,5,5,3,5,5,5,5,5,5,1.12758189282075,92.3532256325525
"8529",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8530",4,4,3,5,3,2,5,5,5,5,3,-0.146445884648415,58.0726420386759
"8531",5,5,5,5,5,5,4,5,5,5,5,1.19026144598185,94.0397600235328
"8532",4,4,4,5,5,5,3,3,2,2,5,-0.48782282471674,48.8871274541501
"8533",4,5,5,4,5,5,4,5,4,4,5,0.319490430043049,70.6097068246045
"8534",5,3,4,5,5,5,3,4,4,4,5,-0.0825302519070261,59.7924359316311
"8535",4,3,3,3,3,3,3,4,4,4,4,-1.41541988149048,23.928041782303
"8536",5,5,5,4,5,4,5,4,5,5,5,0.76182394125492,82.5116850825616
"8537",4,4,3,5,5,4,5,5,5,5,5,0.494188975764806,75.3103642249007
"8538",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8539",5,4,4,5,5,5,5,5,5,5,5,1.00500165319863,89.0549285109065
"8540",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8541",5,4,4,5,5,5,5,5,5,5,5,1.00500165319863,89.0549285109065
"8542",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"8543",5,4,5,5,5,4,5,4,5,5,4,0.570294697249973,77.3581598801314
"8544",2,2,3,3,3,3,3,2,3,3,3,-1.95769748937987,9.33684275423487
"8545",4,4,4,2,5,4,5,5,5,5,5,0.248144054115688,68.6899720689333
"8546",4,4,3,5,5,4,5,5,5,4,5,0.259758025525657,69.0024720982241
"8547",3,5,5,5,5,4,3,3,3,3,3,-0.557290411175597,47.0179457559314
"8548",4,4,4,4,4,4,4,5,4,4,4,-0.697671474366778,43.2406774287979
"8549",4,4,4,4,4,4,4,5,5,5,5,-0.0542675701102703,60.5529069692763
"8550",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8551",5,4,4,4,4,4,4,4,4,4,4,-0.716960937940873,42.7216510149105
"8552",3,2,2,5,5,5,4,4,4,4,4,-0.683183627891634,43.630505532211
"8553",4,3,4,5,4,5,4,4,3,3,5,-0.570531396319616,46.6616672617556
"8554",5,5,4,5,5,4,2,3,5,4,4,-0.117967219375029,58.8389245976682
"8555",3,5,4,5,5,4,3,3,5,4,4,-0.332225267031422,53.073829798922
"8556",4,5,4,4,4,4,3,2,4,5,5,-0.51513755152894,48.152163278024
"8557",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8558",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"8559",5,5,4,5,5,5,4,5,5,5,4,0.809591478614112,83.7969781401182
"8560",5,4,4,4,4,4,4,5,5,4,3,-0.303036334894247,53.8592236858057
"8561",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8562",4,3,2,5,4,3,4,3,5,5,2,-0.697859301802466,43.2356235090764
"8563",3,3,3,5,5,4,3,5,3,4,5,-0.537135865287604,47.5602491556912
"8564",4,4,4,4,3,2,5,5,2,5,5,-0.402090143302257,51.1939581245101
"8565",5,5,4,5,5,4,4,5,5,4,4,0.357237884648173,71.6253870130047
"8566",5,4,4,5,5,4,5,5,5,5,5,0.787079009471838,83.1912295104696
"8567",5,5,4,5,5,5,5,5,5,2,5,0.908708960513342,86.4639569799445
"8568",2,4,4,5,5,3,5,5,5,5,5,0.359449386099339,71.6848924348687
"8569",2,3,2,3,4,3,3,2,4,2,5,-1.55949527778524,20.0513691117002
"8570",2,2,2,3,3,2,2,2,2,2,3,-2.19381928580843,2.98345460685501
"8571",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8572",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"8573",5,5,5,4,4,4,5,5,5,5,2,0.559675529376354,77.0724272780431
"8574",5,5,5,5,4,5,5,3,5,5,5,0.893002454727559,86.0413381061026
"8575",5,5,3,5,5,4,5,5,5,5,2,0.691320393627443,80.6146285184499
"8576",5,4,4,5,4,5,5,5,5,5,5,0.797901592290796,83.4824354492945
"8577",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8578",2,2,2,2,2,2,4,5,5,5,5,-0.892229747768823,38.0056493758868
"8579",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8580",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8581",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8582",4,5,4,5,5,5,5,5,5,5,5,1.00904376232632,89.1636905507128
"8583",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"8584",4,4,4,4,4,4,5,5,5,5,5,0.167242990513845,66.5131469457436
"8585",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8586",2,2,2,2,2,2,3,2,2,2,2,-2.22805498899814,2.06226599084112
"8587",4,5,4,5,5,3,4,5,5,5,5,0.490734944860313,75.2174257527172
"8588",5,4,4,5,5,4,5,5,4,3,5,0.255712976729594,68.8936309600268
"8589",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"8590",3,3,4,2,5,2,4,3,2,2,5,-1.26289302905308,28.0321198940675
"8591",3,5,4,4,4,4,3,5,5,5,5,-0.01316487513205,61.658867448359
"8592",4,4,3,5,5,5,5,5,5,5,5,0.712111619491595,81.1740632253376
"8593",3,4,5,5,5,4,5,5,5,5,4,0.506109729207657,75.6311189149683
"8594",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8595",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8596",4,3,4,5,3,3,3,3,3,5,5,-0.808502790875679,40.258511515626
"8597",4,4,3,5,5,4,2,2,2,2,5,-0.918025395503814,37.3115594398776
"8598",4,4,4,5,4,4,3,3,3,4,5,-0.792590481196149,40.6866680062359
"8599",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8600",4,5,3,4,3,3,4,4,4,2,4,-1.02767838008653,34.3610991981292
"8601",5,4,3,4,5,5,5,5,5,5,5,0.714229908000984,81.2310605432974
"8602",3,5,5,5,4,5,5,5,5,2,5,0.606008465709196,78.3191191674954
"8603",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"8604",5,5,5,5,5,4,5,5,5,5,5,1.19384936287918,94.1363009995631
"8605",5,4,5,5,5,5,5,4,3,3,2,0.133420125593567,65.6030666721507
"8606",5,5,4,3,2,4,5,5,5,5,4,0.202333145610207,67.4573265126071
"8607",3,5,5,5,5,4,5,3,3,3,3,-0.248887744738647,55.3162133246086
"8608",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8609",2,2,2,3,3,2,3,3,3,2,5,-1.79831325804919,13.6254340724956
"8610",5,4,5,5,5,5,3,3,3,5,3,0.0478264801326646,63.2999770769177
"8611",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8612",5,4,3,5,5,5,5,5,5,5,5,0.91953874277137,86.7553566358745
"8613",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8614",5,5,5,5,5,5,4,4,4,4,4,0.320140954871473,70.62721065863
"8615",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8616",5,4,5,5,5,4,4,5,4,4,5,0.302834511958954,70.1615418769384
"8617",4,4,4,3,3,2,5,5,3,5,5,-0.423499614111704,50.6178881464741
"8618",4,4,5,5,5,5,5,5,4,4,4,0.349471746662217,71.4164215986415
"8619",4,4,2,5,4,2,3,3,3,2,3,-1.36457913330387,25.2960264911203
"8620",3,3,3,5,5,5,5,5,5,5,5,0.534259593948991,76.3885543559275
"8621",4,4,4,5,5,4,4,4,4,4,3,-0.548375256999165,47.2578280358959
"8622",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"8623",5,5,4,5,5,5,5,5,5,5,4,1.03110203923823,89.7572181165855
"8624",4,4,4,5,5,4,5,5,5,5,4,0.394283039824196,72.6221702552685
"8625",5,5,5,5,5,5,5,5,5,5,3,1.19000706878136,94.0329154326691
"8626",4,4,4,4,4,4,5,5,5,5,3,-0.0545219473107582,60.5460623784127
"8627",3,4,4,4,4,4,5,5,5,5,5,0.0837685588974341,64.2670795666931
"8628",4,4,4,4,4,4,5,5,5,5,3,-0.0545219473107582,60.5460623784127
"8629",4,4,4,4,4,4,4,4,4,4,3,-0.960784152677383,36.1610388817069
"8630",4,4,4,4,4,4,5,5,5,5,4,-0.0181258558540222,61.5253811010794
"8631",5,5,4,5,5,5,5,5,5,5,4,1.03110203923823,89.7572181165855
"8632",4,4,4,4,4,3,4,4,3,4,5,-0.904929919152097,37.6639226926384
"8633",4,3,4,4,4,4,4,4,5,4,3,-0.831557638954085,39.6381689604849
"8634",3,4,2,3,2,4,3,3,3,2,2,-1.71711994511027,15.8101228215866
"8635",5,5,4,4,5,4,5,5,5,4,3,0.337043519045166,71.0820121742282
"8636",2,3,2,5,5,4,5,2,2,2,3,-1.04719866075434,33.835862131055
"8637",5,3,3,5,5,5,5,5,3,3,3,-0.0150049129058853,61.6093570924332
"8638",3,4,4,4,4,4,4,3,3,3,4,-1.25318146299158,28.2934314275255
"8639",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8640",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8641",5,5,5,5,5,5,5,5,5,5,3,1.19000706878136,94.0329154326691
"8642",5,5,5,5,5,5,5,5,5,2,5,1.10401008151321,91.7189730186948
"8643",5,4,4,5,5,5,5,5,5,5,5,1.00500165319863,89.0549285109065
"8644",5,5,5,5,5,5,5,4,5,5,2,0.963290481927492,87.9325956082447
"8645",5,3,4,5,5,5,5,5,4,5,5,0.687019951622943,80.4989154514093
"8646",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8647",5,5,5,5,5,5,4,4,2,5,5,0.605981586992665,78.3183959351568
"8648",5,5,5,4,4,4,5,5,5,5,5,0.781440467200958,83.039511845374
"8649",5,5,4,4,3,4,5,4,4,5,4,-0.126640247547526,58.605557262562
"8650",5,4,4,4,4,5,5,4,4,4,4,-0.277527733589968,54.5455899918146
"8651",4,4,4,5,5,2,5,5,5,5,5,0.444972077388661,73.9860728484863
"8652",4,4,4,5,5,3,5,5,5,5,5,0.500776273076962,75.4876102788413
"8653",5,5,4,5,5,4,5,5,5,5,5,0.998548241879304,88.8812849608128
"8654",5,5,4,4,4,4,5,5,5,5,4,0.400770499833219,72.7967299619595
"8655",5,4,3,4,5,4,5,5,5,4,5,0.261876314035045,69.0594694161839
"8656",5,3,5,5,5,5,5,5,5,5,5,1.10592518027231,91.7705030592972
"8657",5,3,3,5,5,3,5,5,5,5,5,0.528362892003285,76.2298903239866
"8658",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"8659",5,5,5,5,5,5,5,5,5,5,3,1.19000706878136,94.0329154326691
"8660",4,4,3,4,5,5,4,4,4,4,4,-0.584828267013283,46.2769777913905
"8661",5,4,5,5,5,4,5,5,4,4,5,0.524345072583069,76.1217818534057
"8662",4,4,5,4,4,4,4,4,4,4,5,-0.543718093852909,47.3831394877881
"8663",2,2,2,2,2,2,3,3,3,3,2,-2.1309574063033,4.67489489830972
"8664",4,4,5,3,4,4,3,3,3,3,2,-1.16602765175593,30.6385007929075
"8665",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"8666",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8667",5,5,4,3,3,3,4,4,4,3,5,-0.617753044122686,45.3910625908203
"8668",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8669",4,4,4,5,5,4,4,4,4,4,4,-0.511979165542429,48.2371467585627
"8670",5,4,4,5,5,4,5,5,5,5,5,0.787079009471838,83.1912295104696
"8671",4,4,4,4,5,4,5,5,5,5,4,0.18897420505381,67.0978741626914
"8672",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8673",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8674",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8675",5,2,2,5,5,5,5,5,5,5,5,0.699348978739044,80.8306556631684
"8676",5,4,4,5,5,5,5,5,5,5,5,1.00500165319863,89.0549285109065
"8677",4,4,3,5,5,4,3,5,3,3,5,-0.432614814598604,50.3726231704727
"8678",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8679",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8680",5,4,4,4,4,4,5,5,5,5,4,0.189301267425753,67.1066745116163
"8681",5,5,2,2,2,2,5,5,5,5,5,0.0529437993536307,63.437670063235
"8682",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8683",5,5,3,5,4,2,4,4,5,5,5,0.123078314262828,65.3247969718309
"8684",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8685",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8686",3,5,4,5,5,5,5,5,5,5,5,0.925569330709909,86.9176231716623
"8687",5,5,4,4,4,4,5,5,5,5,5,0.586139346201086,77.7844958066237
"8688",4,4,4,4,4,4,5,4,4,4,5,-0.517508654228665,48.088363425505
"8689",3,4,2,4,4,2,3,3,3,2,2,-1.65336239969066,17.5256630194927
"8690",5,5,3,4,5,5,5,5,5,5,5,0.92569914040845,86.9211159936406
"8691",3,3,3,5,5,5,4,4,5,5,4,-0.0993363998968606,59.3402287103717
"8692",5,3,2,5,5,5,5,5,5,3,5,0.460649203553573,74.4079011975319
"8693",4,3,4,5,5,5,4,5,3,2,5,-0.136714748557914,58.334480147792
"8694",4,4,4,5,5,4,4,4,4,4,4,-0.511979165542429,48.2371467585627
"8695",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8696",3,4,3,5,5,5,4,5,4,4,2,-0.272673368462175,54.6762076066747
"8697",4,4,4,4,5,4,4,4,4,4,4,-0.717288000312815,42.7128506659855
"8698",4,4,3,4,4,3,5,5,4,5,4,-0.406068487045873,51.0869118358184
"8699",4,5,5,4,5,5,5,5,5,5,5,0.999036048555805,88.894410496886
"8700",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8701",5,5,3,4,4,5,3,4,5,5,5,0.183479826209798,66.950035538927
"8702",2,5,4,5,5,5,5,5,5,3,5,0.559954950255943,77.0799457254349
"8703",4,4,4,5,5,4,4,4,5,5,5,0.131424738714078,65.5493762990411
"8704",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8705",5,5,5,5,5,5,4,5,5,5,5,1.19026144598185,94.0397600235328
"8706",5,5,4,5,5,5,5,5,4,5,5,0.992866777956603,88.7284123921121
"8707",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8708",4,3,3,4,4,4,3,3,3,3,3,-1.47283573299819,22.3831391263077
"8709",5,5,5,5,5,5,2,4,4,4,4,0.156605341818846,66.2269170755789
"8710",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8711",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"8712",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8713",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8714",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8715",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8716",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8717",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8718",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8719",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"8720",5,4,4,4,4,5,5,5,5,5,5,0.59259275752041,77.9581393567174
"8721",4,4,4,5,5,4,5,5,5,5,4,0.394283039824196,72.6221702552685
"8722",4,4,4,5,4,4,4,4,4,4,4,-0.719079226450261,42.6646536969507
"8723",5,5,5,5,5,5,5,4,4,5,4,0.776082465734737,82.8953427617738
"8724",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"8725",5,5,5,5,5,4,5,5,5,5,3,0.972084425054573,88.1692164322322
"8726",4,2,2,5,5,2,5,5,5,5,5,0.139319402929077,65.7618000007483
"8727",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8728",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8729",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8730",5,4,5,5,5,5,5,5,5,5,4,1.01493392783063,89.3221787049926
"8731",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8732",3,4,4,3,4,4,4,2,2,4,2,-1.38167770640062,24.8359509144767
"8733",4,4,5,5,5,5,2,2,2,2,4,-0.604707566717762,45.7420805094326
"8734",4,4,4,5,4,5,4,5,4,4,3,-0.310836087326337,53.6493537991452
"8735",5,5,3,5,4,4,5,5,5,5,5,0.705985270544215,81.0092200241688
"8736",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"8737",5,5,4,5,2,3,5,5,5,5,5,0.582468757744416,77.685730366299
"8738",5,5,3,5,5,5,4,4,4,4,4,0.0393769234443443,63.0726227448477
