"Encuesta Nacional de Vivienda 2020	",
"	",
conjunto_de_datos_tdemanda_envi_2020,Demanda y necesidades de vivienda
conjunto_de_datos_thogar_envi_2020,Características del hogar
conjunto_de_datos_tsdem_envi_2020,Características de los residentes del hogar
conjunto_de_datos_tviv_seg1_envi_2020,Segunda vivienda 1
conjunto_de_datos_tviv_seg2_envi_2020,Segunda vivienda 2
conjunto_de_datos_tviv_masgasto_envi_2020,Gastos en las viviendas secundarias
conjunto_de_datos_tvivienda_envi_2020,Características de la vivienda
