"","vid","P4_4","P4_5","P4_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","p2distance.3","strata.DH_2020...stratumID..."
"346","78_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"347","79_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"348","79_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"349","79_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"350","79_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"351","79_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"352","80_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"353","80_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"354","80_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"355","80_4",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"356","80_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"357","81_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"358","81_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"359","81_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"360","81_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"361","81_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"362","82_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"363","82_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"364","82_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"365","83_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"366","83_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"367","83_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"368","84_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"369","84_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"370","84_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"371","84_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"372","85_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"373","85_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"374","85_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"375","85_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"376","85_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"377","86_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"378","86_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"379","86_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"380","86_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"381","86_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"382","87_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"383","87_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"384","87_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"385","87_4",8,10,3,3,1,1,3,1,1,1,26.6224626136783,"Alta"
"386","87_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"387","88_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"388","88_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"389","88_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"390","88_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"391","89_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"392","89_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"393","89_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"394","89_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"395","89_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"396","90_2",8,10,3,1,1,1,3,1,1,1,23.0910569205294,"Alta"
"397","90_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"398","90_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"399","90_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"400","91_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"401","91_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"402","91_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"403","91_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"404","92_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"405","92_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"406","92_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"407","92_4",8,3,2,3,1,1,1,1,1,1,15.355900531845,"Media"
"408","92_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"409","93_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"410","93_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"411","93_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"412","93_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"413","93_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"414","94_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"415","94_3",8,10,3,3,3,3,1,1,1,1,33.1953602562456,"Muy Alta"
"416","94_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"417","95_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"418","95_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"419","95_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"420","95_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"421","95_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"422","96_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"423","96_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"424","96_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"425","96_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"426","96_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"427","97_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"428","97_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"429","97_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"430","97_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"431","98_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"432","98_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"433","98_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"434","98_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"435","98_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"436","99_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"437","99_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"438","99_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"439","99_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"440","99_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"441","100_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"442","100_2",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"443","100_3",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"444","100_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"445","101_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"446","101_2",8,10,3,3,3,1,1,1,1,1,25.7902939947565,"Alta"
"447","101_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"448","101_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"449","101_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"450","102_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"451","102_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"452","102_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"453","102_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"454","102_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"455","103_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"456","103_2",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"457","103_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"458","103_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"459","103_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"460","104_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"461","104_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"462","104_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"463","104_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"464","104_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"465","105_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"466","105_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"467","105_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"468","105_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"469","105_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"470","106_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"471","106_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"472","106_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"473","106_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"474","107_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"475","107_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"476","107_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"477","108_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"478","108_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"479","108_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"480","108_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"481","108_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"482","109_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"483","109_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"484","109_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"485","110_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"486","110_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"487","110_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"488","110_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"489","111_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"490","111_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"491","111_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"492","111_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"493","112_1",7,9,3,1,1,1,1,1,1,1,14.1351332574926,"Baja"
"494","112_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"495","112_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"496","113_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"497","113_2",7,10,3,3,1,1,1,1,1,1,17.9747970667663,"Alta"
"498","113_3",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"499","113_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"500","113_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"501","114_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"502","114_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"503","114_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"504","114_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"505","114_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"506","115_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"507","115_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"508","115_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"509","115_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"510","115_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"511","116_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"512","116_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"513","116_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"514","116_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"515","117_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"516","117_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"517","117_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"518","117_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"519","118_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"520","118_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"521","118_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"522","119_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"523","119_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"524","119_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"525","119_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"526","119_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"527","120_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"528","120_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"529","120_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"530","120_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"531","120_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"532","121_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"533","121_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"534","121_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"535","121_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"536","122_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"537","122_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"538","122_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"539","122_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"540","122_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"541","123_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"542","123_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"543","123_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"544","124_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"545","124_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"546","124_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"547","124_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"548","125_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"549","125_3",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"550","125_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"551","125_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"552","126_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"553","126_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"554","126_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"555","127_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"556","127_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"557","127_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"558","128_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"559","128_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"560","128_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"561","128_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"562","128_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"563","129_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"564","129_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"565","129_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"566","129_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"567","129_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"568","130_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"569","130_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"570","130_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"571","130_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"572","130_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"573","131_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"574","131_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"575","131_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"576","131_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"577","131_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"578","132_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"579","132_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"580","132_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"581","132_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"582","132_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"583","133_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"584","133_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"585","133_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"586","133_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"587","133_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"588","134_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"589","134_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"590","134_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"591","134_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"592","135_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"593","135_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"594","135_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"595","136_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"596","136_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"597","136_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"598","136_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"599","136_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"600","137_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"601","137_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"602","137_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"603","137_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"604","137_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"605","138_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"606","138_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"607","138_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"608","139_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"609","139_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"610","139_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"611","139_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"612","139_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"613","140_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"614","140_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"615","140_4",8,10,3,1,1,1,1,3,1,1,29.1870265445245,"Alta"
"616","141_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"617","141_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"618","141_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"619","141_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"620","141_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"621","142_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"622","142_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"623","142_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"624","142_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"625","142_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"626","143_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"627","143_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"628","143_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"629","143_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"630","144_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"631","144_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"632","144_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"633","145_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"634","145_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"635","146_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"636","146_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"637","146_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"638","146_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"639","146_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"640","147_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"641","147_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"642","147_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"643","147_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"644","147_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"645","148_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"646","148_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"647","148_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"648","148_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"649","148_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"650","149_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"651","149_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"652","149_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"653","149_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"654","149_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"655","150_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"656","150_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"657","151_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"658","151_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"659","151_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"660","151_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"661","152_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"662","152_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"663","152_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"664","152_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"665","152_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"666","153_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"667","153_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"668","153_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"669","153_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"670","154_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"671","154_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"672","154_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"673","154_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"674","154_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"675","155_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"676","155_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"677","155_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"678","155_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"679","155_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"680","156_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"681","156_4",8,10,3,1,1,3,1,1,1,1,23.1918187456564,"Alta"
"682","157_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"683","157_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"684","157_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"685","157_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"686","157_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"687","158_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"688","158_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"689","158_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"690","158_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"691","158_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
