"","vid","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_5_6","P6_9_2","P6_9_3","P6_9_4","P6_9_5","P6_9_6","P6_9_7","p2distance.3","estratos...stratumID..."
"18058","3067_16",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18059","3067_17",4,4,4,4,4,4,4,4,4,4,3,4,25.1369244843697,"Muy Alta"
"18060","3067_18",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18061","3067_19",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18062","3067_20",4,4,3,4,3,1,3,3,3,4,2,3,18.4447753119009,"Alta"
"18063","3068_1",4,4,4,4,4,4,2,2,4,4,4,4,22.887593792266,"Muy Alta"
"18064","3068_2",3,3,3,3,3,3,3,2,4,3,3,3,17.3353709075695,"Media"
"18065","3068_3",3,3,4,4,1,1,3,4,4,4,4,4,20.2188851050442,"Alta"
"18066","3068_4",3,3,2,3,2,2,2,3,4,3,3,3,15.3341193371302,"Media"
"18067","3068_5",4,4,4,4,4,4,4,1,4,2,4,4,21.9288738829993,"Alta"
"18068","3068_6",4,4,4,4,4,4,4,1,4,3,3,4,21.9051800575177,"Alta"
"18069","3068_7",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18070","3068_8",3,4,3,3,3,3,2,4,4,4,2,4,19.5695070009871,"Alta"
"18071","3068_9",3,3,3,3,4,4,4,4,4,4,4,4,22.8585397849353,"Muy Alta"
"18072","3068_10",3,4,4,4,4,4,4,2,3,4,4,1,21.1685450206266,"Alta"
"18073","3068_11",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"18074","3068_12",4,4,4,4,4,3,4,4,4,4,4,1,24.0039263672861,"Muy Alta"
"18075","3068_13",4,4,4,4,4,3,2,4,4,4,4,3,23.5993813600825,"Muy Alta"
"18076","3068_14",4,3,4,3,3,4,4,4,4,4,3,4,23.1111916854914,"Muy Alta"
"18077","3068_15",3,4,3,3,3,3,1,3,4,4,1,2,16.2872444595575,"Media"
"18078","3068_16",2,3,3,3,3,3,2,2,4,2,2,3,14.3433517746403,"Baja"
"18079","3068_17",3,2,4,3,3,3,2,3,3,3,3,4,17.2505271169305,"Media"
"18080","3068_18",4,4,4,4,4,4,4,3,4,4,2,2,22.5476295413808,"Muy Alta"
"18081","3068_19",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18082","3068_20",3,3,3,3,3,3,1,2,4,4,3,3,16.7098798890066,"Media"
"18083","3069_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18084","3069_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18085","3069_3",4,4,4,4,4,4,2,1,4,4,4,2,21.0824368530771,"Alta"
"18086","3069_4",4,2,2,3,3,3,1,2,3,2,1,2,11.2088313086236,"Baja"
"18087","3069_5",4,4,4,4,4,4,4,3,4,4,4,4,25.0972957386586,"Muy Alta"
"18088","3069_6",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18089","3069_7",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18090","3069_8",4,4,4,4,4,4,4,4,4,4,1,1,22.0965631922531,"Alta"
"18091","3069_9",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"18092","3069_10",4,4,4,4,4,4,3,3,4,4,4,2,23.4229379505402,"Muy Alta"
"18093","3069_11",4,4,4,4,4,4,4,4,4,4,3,3,24.6462293895309,"Muy Alta"
"18094","3069_12",4,4,4,4,4,4,4,4,4,1,4,4,23.6397299532144,"Muy Alta"
"18095","3069_13",4,4,4,4,1,3,1,4,1,4,4,4,18.6548018618431,"Alta"
"18096","3069_14",4,4,4,4,4,4,1,4,4,4,4,4,23.8421596928477,"Muy Alta"
"18097","3069_15",4,4,3,4,3,3,2,2,2,3,3,3,16.9634071305305,"Media"
"18098","3069_16",4,4,1,4,1,4,2,4,2,4,1,1,13.8927696766752,"Baja"
"18099","3069_17",2,3,2,2,3,3,1,1,2,3,1,2,9.05988541571386,"Muy baja"
"18100","3069_18",4,4,3,4,4,3,3,3,4,3,3,3,20.9393398083291,"Alta"
"18101","3069_20",3,3,3,4,3,3,3,3,3,3,3,3,17.7915325342679,"Media"
"18102","3070_1",4,4,4,4,4,3,2,1,4,3,3,2,19.0928038345916,"Alta"
"18103","3070_2",3,4,3,3,3,3,4,1,4,4,4,4,20.052417956935,"Alta"
"18104","3070_3",1,1,1,1,1,1,4,4,4,4,2,2,10.7416566723524,"Muy baja"
"18105","3070_4",3,2,1,3,3,1,1,1,4,1,1,1,7.38312337392078,"Muy baja"
"18106","3070_5",2,3,3,3,2,3,2,2,4,4,2,2,14.67120536986,"Baja"
"18107","3070_6",3,3,3,3,3,3,4,3,3,3,4,4,19.2485090225261,"Alta"
"18108","3070_7",3,2,2,3,3,3,4,3,4,4,4,3,18.5994582955968,"Alta"
"18109","3070_8",3,3,3,3,3,3,3,2,4,4,4,4,19.3706481845269,"Alta"
"18110","3070_9",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"18111","3070_10",4,4,4,4,4,4,4,4,4,4,2,3,23.8620913857309,"Muy Alta"
"18112","3070_11",4,4,4,4,4,4,2,4,4,4,4,2,23.5537371016107,"Muy Alta"
"18113","3070_12",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18114","3070_13",4,4,4,4,4,4,2,4,3,4,3,3,22.3818648610153,"Muy Alta"
"18115","3070_15",4,2,1,1,4,4,4,4,2,3,4,4,17.2921685174683,"Media"
"18116","3070_16",4,2,1,1,4,1,4,4,1,3,4,4,15.0785866767329,"Media"
"18117","3070_17",4,1,1,1,4,1,4,2,2,2,4,4,12.7364694075476,"Baja"
"18118","3070_18",4,1,1,1,4,4,4,4,4,4,4,4,18.9969024355765,"Alta"
"18119","3070_19",3,3,3,3,3,3,3,4,4,4,4,1,19.5460963990326,"Alta"
"18120","3070_20",4,4,1,1,4,1,4,1,1,3,1,1,10.40792497924,"Muy baja"
"18121","3071_1",2,2,3,3,4,4,3,3,3,4,3,3,17.6215047308617,"Media"
"18122","3071_2",3,4,4,4,4,4,4,2,3,4,4,4,22.6406303051432,"Muy Alta"
"18123","3071_3",3,3,3,3,3,3,3,3,3,4,4,3,18.825290507565,"Alta"
"18124","3071_5",4,3,3,3,3,3,2,3,3,3,3,3,17.3422100793759,"Media"
"18125","3071_6",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18126","3071_7",4,4,4,4,4,4,2,2,4,4,3,3,21.6127606936272,"Alta"
"18127","3071_8",4,4,2,4,4,2,3,4,4,4,4,2,21.3872825901885,"Alta"
"18128","3071_9",4,4,2,3,1,1,2,2,4,1,4,2,13.7025549128465,"Baja"
"18129","3071_10",4,4,4,4,3,2,4,1,2,4,4,3,19.6097671422165,"Alta"
"18130","3071_11",4,4,3,3,2,1,3,3,3,3,2,3,16.4711672581827,"Media"
"18131","3071_12",4,1,3,3,1,1,4,1,4,3,3,3,14.039122256021,"Baja"
"18132","3071_13",4,4,4,4,3,4,4,1,1,1,4,1,16.3587167586833,"Media"
"18133","3071_14",3,3,1,3,3,3,4,4,4,4,4,4,19.7418288448611,"Alta"
"18134","3071_15",2,3,3,3,3,3,4,4,4,4,4,4,20.9566799296199,"Alta"
"18135","3071_16",4,4,3,3,3,3,2,3,4,3,4,3,19.8173463382887,"Alta"
"18136","3071_17",3,3,3,3,3,3,4,3,4,4,3,4,20.1032445286787,"Alta"
"18137","3071_18",4,4,1,4,3,3,4,1,1,4,4,1,15.2410178015785,"Media"
"18138","3071_19",4,4,4,4,3,1,1,1,4,3,1,2,15.2391188892384,"Media"
"18139","3071_20",2,1,1,2,2,2,4,4,4,4,4,4,15.704006933767,"Media"
"18140","3072_1",4,4,4,4,4,4,4,4,4,4,1,1,22.0965631922531,"Alta"
"18141","3072_2",3,4,4,4,4,4,4,4,4,4,4,4,25.1665931357997,"Muy Alta"
"18142","3072_3",3,3,3,3,3,3,3,3,3,3,3,3,17.2807083254465,"Media"
"18143","3072_4",4,4,4,4,4,4,2,4,4,4,3,3,23.2602941926495,"Muy Alta"
"18144","3072_5",4,4,4,4,4,4,1,2,4,4,2,1,19.1542649017087,"Alta"
"18145","3072_6",4,4,4,4,4,4,2,1,4,4,3,2,20.2982988492771,"Alta"
"18146","3072_7",3,3,4,4,2,2,1,1,2,3,3,1,12.7355140326713,"Baja"
"18147","3072_8",1,3,1,1,4,1,4,4,4,4,4,1,15.5513944318058,"Media"
"18148","3072_9",1,3,4,4,3,3,3,3,3,3,1,1,14.7175878508145,"Baja"
"18149","3072_11",1,1,4,4,4,4,4,2,2,2,1,4,13.9422531302961,"Baja"
"18150","3072_12",2,3,3,3,3,3,2,2,3,3,2,2,13.7346715264857,"Baja"
"18151","3072_13",4,4,4,4,4,4,2,2,2,2,2,3,17.5508756699218,"Media"
"18152","3072_14",4,4,4,4,4,4,1,2,2,2,1,1,15.0923798780034,"Media"
"18153","3072_15",4,4,4,4,4,4,4,4,4,2,2,1,21.3598128394162,"Alta"
"18154","3072_17",4,4,4,4,4,4,4,4,4,4,2,4,24.3527864805697,"Muy Alta"
"18155","3072_18",4,4,4,4,4,4,4,4,4,4,2,2,23.371396290892,"Muy Alta"
"18156","3072_19",1,4,4,4,4,4,1,3,4,4,1,1,16.9304855903098,"Media"
"18157","3072_20",4,2,3,3,2,2,2,3,1,3,1,1,11.0757257924057,"Baja"
"18158","3073_1",4,3,3,3,3,2,4,4,4,2,4,4,20.4996794413559,"Alta"
"18159","3073_2",4,4,3,3,2,1,4,4,4,2,2,4,18.5965818542891,"Alta"
"18160","3073_3",3,4,4,3,3,1,2,3,4,3,4,4,19.6481306265878,"Alta"
"18161","3073_4",3,3,4,4,4,3,4,4,4,4,4,4,23.908973375954,"Muy Alta"
"18162","3073_5",4,4,3,2,3,1,4,4,2,1,3,2,16.0735422845815,"Media"
"18163","3073_6",4,3,3,1,3,1,3,3,3,2,3,3,15.3629834091211,"Media"
"18164","3073_7",1,3,2,2,2,1,3,3,4,4,3,3,14.3227173639608,"Baja"
"18165","3073_8",2,3,2,2,2,2,3,3,4,4,3,3,15.5222375526979,"Media"
"18166","3073_9",2,3,3,3,3,3,3,3,3,3,3,3,16.5262389730765,"Media"
"18167","3073_10",4,4,2,2,3,2,3,3,3,3,3,3,16.9072113375423,"Media"
"18168","3073_12",4,4,4,4,4,4,4,4,4,4,2,2,23.371396290892,"Muy Alta"
"18169","3073_13",4,4,4,4,4,4,4,4,4,3,4,3,24.6699232150124,"Muy Alta"
"18170","3073_14",4,4,4,2,4,1,4,4,4,2,3,4,21.2592352009888,"Alta"
"18171","3073_15",4,4,4,3,4,1,4,4,1,4,4,3,20.9491026805057,"Alta"
"18172","3073_16",1,4,4,4,4,4,4,4,4,2,4,3,21.6460709795838,"Alta"
"18173","3073_17",4,4,4,4,4,1,4,3,4,4,2,3,21.7031721271185,"Alta"
"18174","3073_18",4,4,3,4,4,2,4,4,4,4,4,4,24.0463005968712,"Muy Alta"
"18175","3073_19",1,4,4,4,1,1,4,4,4,4,4,4,20.2154829222234,"Alta"
"18176","3073_20",4,4,4,4,3,2,4,2,4,4,4,4,22.6810876498349,"Muy Alta"
"18177","3074_1",3,4,4,4,4,4,4,4,4,4,4,3,24.6758980409609,"Muy Alta"
"18178","3074_2",4,4,4,3,1,1,4,4,4,4,4,3,21.4773716756733,"Alta"
"18179","3074_3",2,4,4,4,3,3,4,4,4,4,3,3,21.9899001818454,"Alta"
"18180","3074_4",3,4,4,3,3,4,4,4,4,4,3,3,22.6785961617611,"Muy Alta"
"18181","3074_7",4,4,4,4,3,3,4,4,4,3,3,3,22.738394708267,"Muy Alta"
"18182","3074_8",4,4,1,4,4,4,1,4,4,4,4,3,20.3974839423157,"Alta"
"18183","3074_9",1,2,1,3,4,1,3,4,4,4,3,3,15.2647585134071,"Media"
"18184","3074_10",4,4,3,4,4,4,2,4,4,4,3,4,22.766329068924,"Muy Alta"
"18185","3074_11",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18186","3074_12",2,4,3,4,4,2,3,4,4,4,2,2,19.2947280964127,"Alta"
"18187","3074_14",3,4,3,3,3,3,2,3,3,3,3,3,17.4003096504844,"Media"
"18188","3074_15",3,4,3,3,3,3,3,3,4,3,3,3,18.9717065805593,"Alta"
"18189","3074_17",3,4,3,3,3,3,4,3,4,3,3,3,19.664674179,"Alta"
"18190","3074_18",2,4,2,4,4,4,2,2,4,4,2,2,16.8596684531194,"Media"
"18191","3074_19",4,4,4,4,4,4,4,2,4,4,3,1,22.0173057008308,"Alta"
"18192","3074_20",3,3,3,4,4,3,1,2,3,3,3,3,16.2841702544537,"Media"
"18193","3075_1",4,4,4,4,4,4,2,2,4,4,1,2,19.5537895911883,"Alta"
"18194","3075_2",4,4,4,4,4,4,4,3,4,4,4,4,25.0972957386586,"Muy Alta"
"18195","3075_3",3,4,4,2,1,1,4,1,4,2,2,1,13.6702233120336,"Baja"
"18196","3075_5",4,4,4,4,2,1,3,2,2,2,2,2,15.0133163312658,"Media"
"18197","3075_6",3,3,3,3,1,2,3,3,4,3,4,4,17.5842405861958,"Media"
"18198","3075_7",3,3,3,3,3,3,2,4,4,3,4,4,19.5647699067901,"Alta"
"18199","3075_8",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18200","3075_9",4,4,4,2,1,1,2,4,4,1,1,1,13.9654755339373,"Baja"
"18201","3075_10",2,4,3,2,1,1,1,3,4,3,1,4,12.9481159038345,"Baja"
"18202","3075_11",4,4,4,4,1,4,4,1,4,4,4,3,20.8520481450624,"Alta"
"18203","3075_12",3,4,4,2,4,4,3,1,2,2,1,1,13.8784305553607,"Baja"
"18204","3075_13",3,3,3,3,2,3,3,3,2,3,2,2,14.4251062285951,"Baja"
"18205","3075_14",3,4,4,2,2,2,4,3,4,3,2,4,18.6976767768364,"Alta"
"18206","3075_15",3,3,2,2,2,1,2,2,4,2,1,1,10.2443671668344,"Muy baja"
"18207","3075_16",4,4,4,4,4,4,3,2,3,4,1,3,19.8590229528336,"Alta"
"18208","3075_17",2,2,3,2,2,2,2,1,4,4,2,2,12.0789946516818,"Baja"
"18209","3075_18",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18210","3075_19",3,2,2,2,2,2,4,4,4,4,4,4,18.2557054281801,"Media"
"18211","3075_20",2,3,4,2,2,2,4,4,4,4,3,4,19.4989874326174,"Alta"
"18212","3076_1",2,2,2,3,1,1,2,1,1,2,2,1,5.81089669261504,"Muy baja"
"18213","3076_2",3,4,1,3,3,3,4,2,4,4,4,4,18.9068642693174,"Alta"
"18214","3076_3",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"18215","3076_4",4,4,1,4,4,3,3,3,4,4,4,4,21.0052966481577,"Alta"
"18216","3076_5",4,4,1,3,3,3,4,1,4,3,4,4,18.0771226938578,"Media"
"18217","3077_1",1,2,1,2,1,1,2,2,4,3,1,1,6.99630383179139,"Muy baja"
"18218","3077_2",4,4,4,1,1,1,4,4,3,4,1,1,16.2434897253185,"Media"
"18219","3077_3",2,3,4,2,2,1,2,3,4,4,3,4,16.8442346498578,"Media"
"18220","3077_4",1,1,1,1,1,1,1,1,1,4,1,1,2.2813325349554,"Muy baja"
"18221","3077_5",2,2,2,1,1,1,2,1,4,4,1,1,8.16128662271169,"Muy baja"
"18222","3077_6",4,4,4,4,4,4,2,1,4,4,4,4,22.0638270427549,"Alta"
"18223","3077_7",2,2,2,2,2,2,4,4,4,4,2,1,14.4608747836934,"Baja"
"18224","3077_8",4,4,4,4,4,4,1,1,4,4,4,3,20.8801643494753,"Alta"
"18225","3077_9",4,4,4,3,1,1,1,2,2,3,2,2,13.1746614373032,"Baja"
"18226","3077_10",4,4,4,4,1,1,4,4,4,4,2,2,19.9292247820558,"Alta"
"18227","3077_11",4,4,4,4,1,1,4,3,4,4,4,4,21.6551242298224,"Alta"
"18228","3077_12",1,1,1,1,1,1,2,2,3,3,3,3,7.34414756513492,"Muy baja"
"18229","3077_13",4,4,4,4,4,4,4,2,4,4,4,4,24.2735289891474,"Muy Alta"
"18230","3077_14",2,2,2,1,1,1,3,1,3,3,4,2,10.0584898174386,"Muy baja"
"18231","3077_15",1,2,2,1,1,1,4,2,4,4,4,4,13.4410185126508,"Baja"
"18232","3077_16",4,4,4,3,1,1,4,1,4,4,1,3,16.6536574157397,"Media"
"18233","3077_17",1,4,4,1,1,1,4,4,3,4,4,4,17.804580964125,"Media"
"18234","3077_18",4,4,4,2,4,1,4,4,4,4,4,2,22.582871371748,"Muy Alta"
"18235","3077_19",3,2,2,1,1,1,1,2,4,4,4,2,11.8896642323911,"Baja"
"18236","3077_20",4,3,3,2,1,1,1,1,4,4,2,3,13.0508392733533,"Baja"
"18237","3078_1",2,4,4,1,1,1,2,4,4,4,4,4,18.0515444512479,"Media"
"18238","3078_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18239","3078_3",3,3,3,3,3,3,3,1,4,3,4,4,17.7864372566972,"Media"
"18240","3078_4",2,3,3,3,3,3,4,4,4,4,4,4,20.9566799296199,"Alta"
"18241","3078_5",3,3,3,3,3,3,4,4,4,4,4,4,21.7111492819899,"Alta"
"18242","3078_6",3,4,4,2,2,2,4,3,3,3,3,3,18.1126903541634,"Media"
"18243","3078_7",4,4,4,2,2,2,2,2,2,4,4,4,17.814305705464,"Media"
"18244","3078_9",4,4,4,1,1,1,4,4,4,4,4,4,20.9464183528693,"Alta"
"18245","3078_10",4,4,4,4,3,3,4,4,4,4,4,4,24.7736719852244,"Muy Alta"
"18246","3078_11",4,4,4,3,3,3,4,1,4,1,3,4,18.726076989114,"Alta"
"18247","3078_12",4,1,3,2,2,2,4,4,4,4,4,4,19.1822660756359,"Alta"
"18248","3078_13",1,3,4,1,1,1,4,1,4,3,3,4,13.8545589416285,"Baja"
"18249","3078_14",3,3,4,3,3,2,4,2,4,4,4,4,20.6032251651649,"Alta"
"18250","3078_15",4,4,4,4,4,1,4,4,4,4,4,4,24.5859099790686,"Muy Alta"
"18251","3078_16",4,3,2,2,2,2,4,4,4,4,4,4,19.8227437040287,"Alta"
"18252","3078_17",3,3,3,3,3,3,4,3,4,4,4,4,20.8873825324787,"Alta"
"18253","3078_18",1,3,3,3,2,1,4,3,3,3,3,3,14.8722958798346,"Media"
"18254","3078_19",3,1,1,1,1,1,1,1,1,3,3,3,5.57949325865477,"Muy baja"
"18255","3078_20",3,4,4,2,2,2,3,3,3,3,3,2,16.9290276608838,"Media"
"18256","3079_2",1,1,2,1,3,1,4,2,4,4,2,3,11.97415781989,"Baja"
"18257","3079_5",4,4,4,1,1,1,3,3,3,3,2,2,15.241144297687,"Media"
"18258","3079_6",4,4,4,1,1,1,4,3,3,4,3,3,17.9693891730851,"Media"
"18259","3079_7",3,3,4,4,4,4,4,4,4,4,4,3,23.8633291174822,"Muy Alta"
"18260","3079_8",3,4,4,1,2,1,2,2,4,3,3,2,15.3348475993777,"Media"
"18261","3079_9",4,4,4,3,3,2,3,2,3,3,3,1,17.5821990443036,"Media"
"18262","3079_10",1,2,2,2,2,2,2,2,4,4,2,1,10.6729367354197,"Muy baja"
"18263","3079_12",4,4,4,4,4,4,4,4,4,4,3,4,25.1369244843697,"Muy Alta"
"18264","3079_13",3,3,2,1,2,2,1,1,3,1,1,1,7.02298593647548,"Muy baja"
"18265","3079_14",3,3,3,3,2,2,4,2,3,3,3,3,16.0025186714306,"Media"
"18266","3079_15",3,4,4,2,2,2,1,1,3,1,2,1,11.0998375097043,"Baja"
"18267","3079_16",3,3,3,2,3,2,1,1,1,1,3,1,9.03222737477127,"Muy baja"
"18268","3079_17",3,2,3,3,2,2,2,2,3,2,2,2,11.7687372741133,"Baja"
"18269","3079_18",1,1,1,3,1,1,3,4,4,1,1,4,8.98625714247689,"Muy baja"
"18270","3079_19",3,4,4,4,2,2,1,3,3,3,1,1,14.5057697792064,"Baja"
"18271","3079_20",4,4,4,1,2,2,2,3,4,3,1,1,15.2991634351871,"Media"
"18272","3080_1",3,4,3,2,3,1,3,1,1,2,1,1,9.97784882948262,"Muy baja"
"18273","3080_3",4,4,2,2,3,2,3,2,3,4,4,3,17.6280267701496,"Media"
"18274","3080_4",3,4,1,1,1,2,4,1,3,3,3,3,12.2980123240481,"Baja"
"18275","3080_5",1,3,1,1,1,1,3,1,4,1,4,2,8.48947014498007,"Muy baja"
"18276","3080_6",1,1,1,1,1,3,4,1,1,1,2,2,4.24383756669504,"Muy baja"
"18277","3080_7",3,1,4,2,3,1,3,1,1,3,3,3,11.8349126532074,"Baja"
"18278","3080_8",1,2,1,1,1,1,4,1,1,1,1,1,2.89147171880065,"Muy baja"
"18279","3080_9",3,4,1,1,1,1,3,1,4,1,1,1,7.96786866695986,"Muy baja"
"18280","3080_10",1,3,1,1,1,1,4,1,4,1,1,1,6.33932863718184,"Muy baja"
"18281","3080_11",1,4,3,4,2,1,1,1,4,1,1,1,9.27712749550978,"Muy baja"
"18282","3080_12",3,4,2,2,2,2,4,1,4,4,4,4,17.4095430266038,"Media"
"18283","3080_13",2,4,1,1,3,1,1,1,4,3,4,3,12.0868360085798,"Baja"
"18284","3080_14",2,2,1,1,1,1,3,1,2,1,2,2,5.10623590300308,"Muy baja"
"18285","3080_15",1,2,1,1,1,1,4,1,2,1,1,1,3.76990105043484,"Muy baja"
"18286","3080_17",2,1,1,1,1,1,3,1,1,1,1,1,2.1404045492514,"Muy baja"
"18287","3080_18",1,3,1,1,1,1,4,1,1,1,3,3,6.25370683955703,"Muy baja"
"18288","3080_19",3,4,3,3,3,2,3,2,4,1,4,4,17.456833736683,"Media"
"18289","3080_20",1,2,1,1,1,3,4,1,1,3,3,2,7.3614328506106,"Muy baja"
"18290","3081_2",4,4,4,4,4,1,3,3,4,4,4,2,22.087785441439,"Alta"
"18291","3081_3",2,3,3,3,2,3,2,2,4,4,3,3,15.9460384684989,"Media"
"18292","3081_4",2,4,1,1,1,1,4,4,4,4,4,4,16.4834989924361,"Media"
"18293","3081_5",2,3,3,3,3,2,3,3,3,3,3,3,16.0811881367094,"Media"
"18294","3081_6",2,3,3,3,3,3,2,3,4,3,3,3,16.71170070627,"Media"
"18295","3081_7",3,4,3,3,3,3,4,4,4,4,4,4,22.5237182054685,"Muy Alta"
"18296","3081_8",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18297","3081_9",1,1,3,1,1,1,4,4,4,4,4,1,13.7885580222424,"Baja"
"18298","3081_10",4,4,4,1,4,4,1,1,1,4,4,4,17.2030988229474,"Media"
"18299","3081_11",2,4,4,4,4,1,4,4,4,4,4,4,23.0769712743285,"Muy Alta"
"18300","3081_12",1,1,1,1,1,1,4,4,4,4,4,4,13.2913228696302,"Baja"
"18301","3081_13",3,3,3,2,3,3,4,4,4,4,4,4,21.2003250731685,"Alta"
"18302","3081_15",4,4,4,4,4,4,2,4,3,4,4,4,23.6566979596542,"Muy Alta"
"18303","3081_16",2,3,4,3,3,3,2,3,4,3,2,2,16.4215278261955,"Media"
"18304","3081_17",2,4,4,1,4,4,4,4,4,4,4,4,22.8796511569654,"Muy Alta"
"18305","3081_18",1,1,1,1,1,1,4,1,4,2,4,2,8.31774407478197,"Muy baja"
"18306","3081_19",4,4,4,1,4,1,4,4,4,4,4,4,23.0534373526043,"Muy Alta"
"18307","3081_20",3,3,3,1,1,1,2,1,4,4,4,1,13.0653991285248,"Baja"
"18308","3082_1",4,3,4,3,2,2,1,1,4,1,1,1,11.6468534752513,"Baja"
"18309","3082_2",4,3,3,3,3,3,2,2,2,1,1,1,11.5694594443158,"Baja"
"18310","3082_4",4,2,3,3,2,1,2,2,4,1,4,4,14.7458071407097,"Baja"
"18311","3082_5",1,1,1,1,4,1,4,1,4,3,1,4,9.81418343111312,"Muy baja"
"18312","3083_1",4,4,4,1,1,1,4,3,3,3,3,3,17.2089449947666,"Media"
"18313","3083_2",2,4,4,1,4,2,2,2,4,2,4,1,15.9631071471741,"Media"
"18314","3083_3",3,2,4,1,1,1,3,3,3,3,3,2,13.6456751021598,"Baja"
"18315","3083_4",2,4,4,1,1,1,2,2,3,3,3,3,13.490304343634,"Baja"
"18316","3083_5",2,4,4,1,1,1,4,4,4,4,1,2,16.1036754470515,"Media"
"18317","3083_6",4,2,4,3,1,1,2,2,4,4,3,4,16.5253222238512,"Media"
"18318","3083_7",4,4,1,1,1,1,4,2,4,4,4,4,16.3449041981538,"Media"
"18319","3083_8",2,2,1,1,1,1,2,1,4,2,2,4,7.91196133582697,"Muy baja"
"18320","3083_9",1,1,2,1,1,1,3,3,3,3,2,1,8.08001393817343,"Muy baja"
"18321","3083_10",3,4,2,2,2,2,4,4,4,4,4,3,19.3901481802984,"Alta"
"18322","3083_11",2,3,3,2,2,2,1,1,4,2,3,3,11.9525407187217,"Baja"
"18323","3083_13",3,4,4,4,1,1,4,4,4,4,4,4,21.7244216269635,"Alta"
"18324","3083_14",3,3,2,2,2,2,4,4,4,4,4,4,19.0682743516587,"Alta"
"18325","3083_15",3,3,3,3,3,1,4,2,4,4,4,4,19.1735141102334,"Alta"
"18326","3083_16",3,3,3,2,2,2,2,2,4,4,4,4,17.0194658743194,"Media"
"18327","3083_17",4,3,3,3,1,2,2,4,4,3,4,3,17.9788139947975,"Media"
"18328","3083_18",3,4,2,2,1,1,4,2,4,3,3,3,15.0506419962122,"Media"
"18329","3083_20",4,3,3,1,1,1,4,3,4,3,3,4,16.7808402791966,"Media"
"18330","3084_1",3,3,1,1,1,1,4,4,4,4,3,3,15.1505663226886,"Media"
"18331","3084_3",3,4,3,3,3,3,4,4,2,4,3,3,19.4920264435613,"Alta"
"18332","3084_4",1,2,2,1,1,1,4,4,4,4,4,2,14.1071618219954,"Baja"
"18333","3084_5",3,3,2,2,2,1,4,4,4,4,4,4,18.6232235152916,"Alta"
"18334","3084_6",3,4,3,1,1,1,4,4,4,4,4,4,19.2072887819349,"Alta"
"18335","3084_8",2,2,2,2,2,2,1,1,4,4,4,1,11.4789477474379,"Baja"
"18336","3084_9",3,3,1,1,1,1,4,4,4,4,4,4,16.4253994213275,"Media"
"18337","3084_10",4,4,1,3,4,4,4,1,1,1,4,4,15.0683368452637,"Media"
"18338","3084_11",1,4,1,4,4,1,1,1,3,3,4,4,13.1794447124571,"Baja"
"18339","3084_12",2,3,3,2,2,1,4,4,4,4,4,4,18.853414381486,"Alta"
"18340","3084_13",3,1,1,1,1,1,4,4,4,4,4,4,14.8002615743703,"Media"
"18341","3084_14",4,4,4,4,4,3,1,3,4,4,4,4,22.5733421069695,"Muy Alta"
"18342","3084_15",3,2,2,2,1,1,4,2,4,4,4,3,14.9700863313735,"Media"
"18343","3084_16",3,3,3,2,1,1,2,1,3,4,4,4,14.1698792902286,"Baja"
"18344","3084_17",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"18345","3084_18",3,2,1,1,1,1,4,2,4,4,2,3,11.9063258963876,"Baja"
"18346","3084_19",3,4,3,3,3,3,4,4,4,4,4,4,22.5237182054685,"Muy Alta"
"18347","3084_20",3,3,1,1,1,1,4,4,4,4,3,2,14.6598712278498,"Baja"
"18348","3085_1",4,4,4,3,4,1,4,4,4,4,4,4,24.0750857702471,"Muy Alta"
"18349","3085_2",4,2,2,2,1,1,1,1,1,3,1,3,7.0737399542892,"Muy baja"
