"","vid","ingreso_viv","P5_2","prop_gasto","indice_aseq"
"43037","6948_10",19400,NA,NA,NA
"43038","6948_11",NA,NA,NA,NA
"43039","6948_12",NA,0,NA,NA
"43040","6948_14",20000,0,0,2
"43041","6948_16",NA,NA,NA,NA
"43042","6948_18",9000,NA,NA,NA
"43043","6948_2",6800,NA,NA,NA
"43044","6948_20",2000,NA,NA,NA
"43045","6948_3",38000,NA,NA,NA
"43046","6948_4",26000,NA,NA,NA
"43047","6948_5",16000,NA,NA,NA
"43048","6948_6",36000,NA,NA,NA
"43049","6948_7",5600,1300,0.232142857142857,2
"43050","6948_8",NA,NA,NA,NA
"43051","6948_9",NA,15000,NA,NA
"43052","6949_10",18400,NA,NA,NA
"43053","6949_11",4000,NA,NA,NA
"43054","6949_12",2400,0,0,2
"43055","6949_13",8000,NA,NA,NA
"43056","6949_14",2000,NA,NA,NA
"43057","6949_15",5600,1000,0.178571428571429,2
"43058","6949_16",5760,NA,NA,NA
"43059","6949_17",20000,NA,NA,NA
"43060","6949_18",32000,2000,0.0625,2
"43061","6949_19",4000,NA,NA,NA
"43062","6949_20",9200,NA,NA,NA
"43063","6949_3",9000,NA,NA,NA
"43064","6949_4",28000,NA,NA,NA
"43065","6949_5",2800,NA,NA,NA
"43066","6949_6",18600,NA,NA,NA
"43067","6949_7",9000,1250,0.138888888888889,2
"43068","6949_8",39200,2000,0.0510204081632653,2
"43069","6949_9",11000,5300,0.481818181818182,1
"43070","695_1",16000,NA,NA,NA
"43071","695_2",NA,NA,NA,NA
"43072","695_5",7000,NA,NA,NA
"43073","6950_1",NA,NA,NA,NA
"43074","6950_10",6000,NA,NA,NA
"43075","6950_11",NA,NA,NA,NA
"43076","6950_12",16000,NA,NA,NA
"43077","6950_13",8000,NA,NA,NA
"43078","6950_14",NA,NA,NA,NA
"43079","6950_15",8000,800,0.1,2
"43080","6950_17",6000,NA,NA,NA
"43081","6950_2",NA,1200,NA,NA
"43082","6950_20",1200,NA,NA,NA
"43083","6950_3",400,NA,NA,NA
"43084","6950_4",8400,0,0,2
"43085","6950_6",9600,1900,0.197916666666667,2
"43086","6950_8",NA,NA,NA,NA
"43087","6951_1",NA,NA,NA,NA
"43088","6951_10",2400,NA,NA,NA
"43089","6951_11",NA,NA,NA,NA
"43090","6951_12",20000,NA,NA,NA
"43091","6951_13",NA,3000,NA,NA
"43092","6951_14",NA,1000,NA,NA
"43093","6951_15",12000,10000,0.833333333333333,1
"43094","6951_16",2400,NA,NA,NA
"43095","6951_17",10000,NA,NA,NA
"43096","6951_18",4000,NA,NA,NA
"43097","6951_19",5000,NA,NA,NA
"43098","6951_2",16000,NA,NA,NA
"43099","6951_3",18000,NA,NA,NA
"43100","6951_4",25000,2000,0.08,2
"43101","6951_5",22000,2000,0.0909090909090909,2
"43102","6951_6",NA,NA,NA,NA
"43103","6951_7",14000,NA,NA,NA
"43104","6951_8",5000,1500,0.3,2
"43105","6951_9",7800,NA,NA,NA
"43106","6952_1",NA,NA,NA,NA
"43107","6952_10",9600,NA,NA,NA
"43108","6952_11",51200,6300,0.123046875,2
"43109","6952_12",15000,8500,0.566666666666667,1
"43110","6952_14",14800,NA,NA,NA
"43111","6952_16",NA,NA,NA,NA
"43112","6952_17",11000,NA,NA,NA
"43113","6952_18",30000,NA,NA,NA
"43114","6952_19",5200,NA,NA,NA
"43115","6952_2",3000,0,0,2
"43116","6952_20",2000,NA,NA,NA
"43117","6952_3",NA,NA,NA,NA
"43118","6952_4",NA,0,NA,NA
"43119","6952_5",NA,NA,NA,NA
"43120","6952_6",NA,NA,NA,NA
"43121","6952_7",24000,0,0,2
"43122","6952_8",28000,3500,0.125,2
"43123","6952_9",2400,NA,NA,NA
"43124","6953_10",NA,NA,NA,NA
"43125","6953_11",NA,NA,NA,NA
"43126","6953_12",2400,NA,NA,NA
"43127","6953_13",4800,NA,NA,NA
"43128","6953_14",16000,NA,NA,NA
"43129","6953_15",9600,2000,0.208333333333333,2
"43130","6953_18",12000,NA,NA,NA
"43131","6953_19",6000,NA,NA,NA
"43132","6953_2",NA,NA,NA,NA
"43133","6953_20",20040,NA,NA,NA
"43134","6953_3",1600,4000,2.5,1
"43135","6953_4",20000,NA,NA,NA
"43136","6953_5",16000,NA,NA,NA
"43137","6953_6",16000,0,0,2
"43138","6953_7",NA,NA,NA,NA
"43139","6953_8",8800,0,0,2
"43140","6953_9",6800,NA,NA,NA
"43141","6954_1",12000,NA,NA,NA
"43142","6954_11",9300,1400,0.150537634408602,2
"43143","6954_12",11000,NA,NA,NA
"43144","6954_13",17000,0,0,2
"43145","6954_15",14400,NA,NA,NA
"43146","6954_16",12600,NA,NA,NA
"43147","6954_18",NA,NA,NA,NA
"43148","6954_19",NA,NA,NA,NA
"43149","6954_4",5400,NA,NA,NA
"43150","6954_5",6800,0,0,2
"43151","6954_7",8000,NA,NA,NA
"43152","6954_8",9600,NA,NA,NA
"43153","6954_9",2800,NA,NA,NA
"43154","6955_1",3600,NA,NA,NA
"43155","6955_10",9000,1600,0.177777777777778,2
"43156","6955_11",8000,0,0,2
"43157","6955_12",20000,NA,NA,NA
"43158","6955_14",7600,NA,NA,NA
"43159","6955_16",NA,0,NA,NA
"43160","6955_17",8000,0,0,2
"43161","6955_18",8000,2500,0.3125,1
"43162","6955_19",NA,NA,NA,NA
"43163","6955_2",18080,NA,NA,NA
"43164","6955_20",6800,0,0,2
"43165","6955_3",10000,0,0,2
"43166","6955_4",NA,NA,NA,NA
"43167","6955_5",5400,NA,NA,NA
"43168","6955_6",11200,800,0.0714285714285714,2
"43169","6955_7",12800,1200,0.09375,2
"43170","6955_8",NA,NA,NA,NA
"43171","6955_9",NA,NA,NA,NA
"43172","6956_11",NA,NA,NA,NA
"43173","6956_12",4000,NA,NA,NA
"43174","6956_14",12000,NA,NA,NA
"43175","6956_15",12000,1200,0.1,2
"43176","6956_16",16000,NA,NA,NA
"43177","6956_17",NA,NA,NA,NA
"43178","6956_19",11600,0,0,2
"43179","6956_2",1200,NA,NA,NA
"43180","6956_3",10000,NA,NA,NA
"43181","6956_4",10000,2000,0.2,2
"43182","6956_5",4800,700,0.145833333333333,2
"43183","6956_6",6000,1000,0.166666666666667,2
"43184","6956_7",2000,NA,NA,NA
"43185","6956_8",12000,NA,NA,NA
"43186","6956_9",6000,NA,NA,NA
"43187","6957_10",6200,0,0,2
"43188","6957_11",800,NA,NA,NA
"43189","6957_12",1800,NA,NA,NA
"43190","6957_13",NA,NA,NA,NA
"43191","6957_14",2000,NA,NA,NA
"43192","6957_16",4000,300,0.075,2
"43193","6957_17",3600,NA,NA,NA
"43194","6957_18",6000,0,0,2
"43195","6957_19",NA,NA,NA,NA
"43196","6957_20",2000,NA,NA,NA
"43197","6957_3",10000,NA,NA,NA
"43198","6957_4",8000,NA,NA,NA
"43199","6957_5",10000,NA,NA,NA
"43200","6957_6",5500,NA,NA,NA
"43201","6957_7",NA,NA,NA,NA
"43202","6957_8",3800,NA,NA,NA
"43203","6957_9",4400,NA,NA,NA
"43204","6958_1",9400,0,0,2
"43205","6958_2",NA,300,NA,NA
"43206","6958_4",8400,NA,NA,NA
"43207","6958_5",11600,NA,NA,NA
"43208","6959_2",13800,NA,NA,NA
"43209","6959_3",12800,NA,NA,NA
"43210","6959_5",NA,NA,NA,NA
"43211","696_1",9600,NA,NA,NA
"43212","696_2",12000,NA,NA,NA
"43213","696_4",23000,4000,0.173913043478261,2
"43214","696_5",12000,NA,NA,NA
"43215","6960_1",10000,NA,NA,NA
"43216","6960_2",4800,NA,NA,NA
"43217","6960_3",2500,NA,NA,NA
"43218","6960_5",18000,NA,NA,NA
"43219","6961_1",NA,NA,NA,NA
"43220","6961_2",2080,NA,NA,NA
"43221","6961_3",16000,NA,NA,NA
"43222","6961_4",4800,NA,NA,NA
"43223","6961_5",16200,NA,NA,NA
"43224","6962_1",NA,NA,NA,NA
"43225","6962_2",2800,300,0.107142857142857,2
"43226","6962_4",NA,NA,NA,NA
"43227","6963_1",8200,NA,NA,NA
"43228","6963_10",32000,5800,0.18125,2
"43229","6963_13",NA,NA,NA,NA
"43230","6963_14",6000,700,0.116666666666667,2
"43231","6963_15",2800,NA,NA,NA
"43232","6963_16",27600,NA,NA,NA
"43233","6963_17",3000,NA,NA,NA
"43234","6963_18",NA,800,NA,NA
"43235","6963_19",NA,NA,NA,NA
"43236","6963_2",3000,1200,0.4,1
"43237","6963_20",10000,NA,NA,NA
"43238","6963_3",33000,NA,NA,NA
"43239","6963_4",8000,NA,NA,NA
"43240","6963_5",NA,0,NA,NA
"43241","6963_6",6360,NA,NA,NA
"43242","6963_8",NA,NA,NA,NA
"43243","6963_9",12800,NA,NA,NA
"43244","6964_1",8000,NA,NA,NA
"43245","6964_11",4640,0,0,2
"43246","6964_12",4800,0,0,2
"43247","6964_13",12000,2000,0.166666666666667,2
"43248","6964_14",4000,NA,NA,NA
"43249","6964_15",6000,0,0,2
"43250","6964_16",12000,NA,NA,NA
"43251","6964_17",11600,NA,NA,NA
"43252","6964_18",NA,NA,NA,NA
"43253","6964_2",11400,NA,NA,NA
"43254","6964_20",NA,0,NA,NA
"43255","6964_3",10000,0,0,2
"43256","6964_4",2000,0,0,2
"43257","6964_5",14000,0,0,2
"43258","6964_6",9000,NA,NA,NA
"43259","6964_7",6000,NA,NA,NA
"43260","6964_8",17000,0,0,2
"43261","6965_1",16000,0,0,2
"43262","6965_10",16000,NA,NA,NA
"43263","6965_11",9000,0,0,2
"43264","6965_12",9000,NA,NA,NA
"43265","6965_13",NA,0,NA,NA
"43266","6965_14",9400,NA,NA,NA
"43267","6965_15",4800,NA,NA,NA
"43268","6965_17",10000,NA,NA,NA
"43269","6965_19",8000,NA,NA,NA
"43270","6965_2",10800,NA,NA,NA
"43271","6965_20",6000,2000,0.333333333333333,1
"43272","6965_4",5200,NA,NA,NA
"43273","6965_5",24000,NA,NA,NA
"43274","6965_6",4000,NA,NA,NA
"43275","6965_9",3200,NA,NA,NA
"43276","6966_1",8000,1500,0.1875,2
"43277","6966_10",800,0,0,2
"43278","6966_11",16000,900,0.05625,2
"43279","6966_14",3600,1050,0.291666666666667,2
"43280","6966_15",7000,800,0.114285714285714,2
"43281","6966_16",20000,NA,NA,NA
"43282","6966_17",NA,3600,NA,NA
"43283","6966_18",12000,1400,0.116666666666667,2
"43284","6966_19",NA,1600,NA,NA
"43285","6966_2",NA,1160,NA,NA
"43286","6966_3",3600,NA,NA,NA
"43287","6966_4",3200,1500,0.46875,1
"43288","6966_5",15000,1600,0.106666666666667,2
"43289","6966_6",6000,1500,0.25,2
"43290","6966_7",13000,1050,0.0807692307692308,2
"43291","6966_8",10400,NA,NA,NA
"43292","6966_9",9000,2800,0.311111111111111,1
"43293","6967_1",4800,NA,NA,NA
"43294","6967_10",19200,4000,0.208333333333333,2
"43295","6967_11",20000,NA,NA,NA
"43296","6967_13",NA,NA,NA,NA
"43297","6967_14",44400,9500,0.213963963963964,2
"43298","6967_15",18800,NA,NA,NA
"43299","6967_16",21200,NA,NA,NA
"43300","6967_17",NA,NA,NA,NA
"43301","6967_18",6400,NA,NA,NA
"43302","6967_19",12000,NA,NA,NA
"43303","6967_2",9600,1500,0.15625,2
"43304","6967_20",10000,1500,0.15,2
"43305","6967_3",2000,NA,NA,NA
"43306","6967_4",12200,NA,NA,NA
"43307","6967_5",8000,NA,NA,NA
"43308","6967_6",3000,NA,NA,NA
"43309","6967_7",2000,NA,NA,NA
"43310","6967_8",17000,NA,NA,NA
"43311","6967_9",14000,NA,NA,NA
"43312","6968_1",10000,1500,0.15,2
"43313","6968_12",4800,NA,NA,NA
"43314","6968_14",24000,NA,NA,NA
"43315","6968_16",14000,NA,NA,NA
"43316","6968_17",8000,1500,0.1875,2
"43317","6968_2",4000,1500,0.375,1
"43318","6968_20",9800,850,0.086734693877551,2
"43319","6968_3",15000,NA,NA,NA
"43320","6968_4",24000,NA,NA,NA
"43321","6968_5",24000,2000,0.0833333333333333,2
"43322","6968_6",1800,NA,NA,NA
"43323","6968_7",16000,2000,0.125,2
"43324","6968_8",30000,NA,NA,NA
"43325","6968_9",8800,3200,0.363636363636364,1
"43326","6969_1",NA,NA,NA,NA
"43327","6969_11",4600,NA,NA,NA
"43328","6969_12",NA,NA,NA,NA
"43329","6969_13",NA,NA,NA,NA
"43330","6969_14",NA,0,NA,NA
"43331","6969_15",4000,0,0,2
"43332","6969_16",15200,NA,NA,NA
"43333","6969_17",NA,0,NA,NA
"43334","6969_18",4800,NA,NA,NA
"43335","6969_19",400,NA,NA,NA
"43336","6969_2",10000,NA,NA,NA
"43337","6969_20",3600,NA,NA,NA
"43338","6969_3",9500,NA,NA,NA
"43339","6969_4",7200,0,0,2
"43340","6969_5",8000,NA,NA,NA
"43341","6969_6",1200,NA,NA,NA
"43342","6969_7",NA,NA,NA,NA
"43343","6969_8",NA,NA,NA,NA
"43344","6969_9",8800,NA,NA,NA
"43345","697_2",NA,NA,NA,NA
"43346","697_3",30000,NA,NA,NA
"43347","697_4",40600,NA,NA,NA
"43348","697_5",12000,NA,NA,NA
"43349","6970_1",9600,0,0,2
"43350","6970_10",20800,NA,NA,NA
"43351","6970_11",8000,NA,NA,NA
"43352","6970_12",3200,0,0,2
"43353","6970_13",5200,NA,NA,NA
"43354","6970_14",NA,NA,NA,NA
"43355","6970_15",14800,NA,NA,NA
"43356","6970_16",10800,NA,NA,NA
"43357","6970_17",16000,NA,NA,NA
"43358","6970_18",7600,NA,NA,NA
"43359","6970_19",9200,NA,NA,NA
"43360","6970_2",NA,NA,NA,NA
"43361","6970_20",2400,NA,NA,NA
"43362","6970_3",11400,NA,NA,NA
"43363","6970_4",2000,NA,NA,NA
"43364","6970_5",3200,0,0,2
"43365","6970_6",6400,0,0,2
"43366","6970_7",3200,NA,NA,NA
"43367","6970_8",5600,NA,NA,NA
"43368","6970_9",NA,NA,NA,NA
"43369","6971_1",NA,NA,NA,NA
"43370","6971_10",8400,NA,NA,NA
"43371","6971_11",6000,0,0,2
"43372","6971_12",1800,NA,NA,NA
"43373","6971_13",NA,0,NA,NA
"43374","6971_15",6400,NA,NA,NA
"43375","6971_17",11200,NA,NA,NA
"43376","6971_19",5400,NA,NA,NA
"43377","6971_2",4800,NA,NA,NA
"43378","6971_20",7200,NA,NA,NA
"43379","6971_3",3600,NA,NA,NA
"43380","6971_4",20400,NA,NA,NA
"43381","6971_5",2000,2200,1.1,1
"43382","6971_6",8400,500,0.0595238095238095,2
"43383","6971_7",11400,NA,NA,NA
"43384","6971_8",4080,NA,NA,NA
"43385","6972_10",6400,NA,NA,NA
"43386","6972_11",4000,NA,NA,NA
"43387","6972_12",NA,NA,NA,NA
"43388","6972_13",7200,0,0,2
"43389","6972_14",7000,1800,0.257142857142857,2
"43390","6972_17",NA,NA,NA,NA
"43391","6972_18",NA,NA,NA,NA
"43392","6972_19",8000,NA,NA,NA
"43393","6972_2",32000,NA,NA,NA
"43394","6972_20",23200,NA,NA,NA
"43395","6972_3",12000,NA,NA,NA
"43396","6972_4",4000,1500,0.375,1
"43397","6972_5",1200,NA,NA,NA
"43398","6972_6",3800,NA,NA,NA
"43399","6972_7",9600,NA,NA,NA
"43400","6972_8",4000,NA,NA,NA
"43401","6972_9",2800,NA,NA,NA
"43402","6973_11",3600,NA,NA,NA
"43403","6973_12",4800,NA,NA,NA
"43404","6973_13",2800,NA,NA,NA
"43405","6973_14",4800,800,0.166666666666667,2
"43406","6973_15",7200,NA,NA,NA
"43407","6973_16",4800,NA,NA,NA
"43408","6973_17",7000,NA,NA,NA
"43409","6973_18",4800,NA,NA,NA
"43410","6973_19",3200,NA,NA,NA
"43411","6973_2",NA,NA,NA,NA
"43412","6973_20",NA,NA,NA,NA
"43413","6973_4",NA,NA,NA,NA
"43414","6973_5",4200,NA,NA,NA
"43415","6973_6",3320,NA,NA,NA
"43416","6973_7",3200,NA,NA,NA
"43417","6973_8",3800,NA,NA,NA
"43418","6973_9",NA,NA,NA,NA
"43419","6974_1",10000,NA,NA,NA
"43420","6974_10",10000,NA,NA,NA
"43421","6974_11",4800,NA,NA,NA
"43422","6974_12",6800,NA,NA,NA
"43423","6974_13",800,NA,NA,NA
"43424","6974_14",2800,NA,NA,NA
"43425","6974_15",2400,NA,NA,NA
"43426","6974_16",NA,NA,NA,NA
"43427","6974_17",4400,NA,NA,NA
"43428","6974_18",5000,NA,NA,NA
"43429","6974_19",11000,NA,NA,NA
"43430","6974_2",NA,NA,NA,NA
"43431","6974_20",11400,NA,NA,NA
"43432","6974_3",2000,NA,NA,NA
"43433","6974_4",10000,NA,NA,NA
"43434","6974_5",NA,NA,NA,NA
"43435","6974_6",1200,NA,NA,NA
"43436","6974_7",10000,NA,NA,NA
"43437","6974_8",6000,NA,NA,NA
"43438","6974_9",7200,NA,NA,NA
"43439","6975_1",1000,NA,NA,NA
"43440","6975_10",20000,0,0,2
"43441","6975_11",1200,NA,NA,NA
"43442","6975_12",10000,NA,NA,NA
"43443","6975_13",NA,NA,NA,NA
"43444","6975_14",6000,1500,0.25,2
"43445","6975_15",NA,NA,NA,NA
"43446","6975_16",10000,NA,NA,NA
"43447","6975_17",4000,NA,NA,NA
"43448","6975_18",7000,NA,NA,NA
"43449","6975_19",6000,NA,NA,NA
"43450","6975_2",7000,0,0,2
"43451","6975_20",7200,0,0,2
"43452","6975_3",6000,NA,NA,NA
"43453","6975_4",32000,NA,NA,NA
"43454","6975_5",16600,NA,NA,NA
"43455","6975_6",5400,NA,NA,NA
"43456","6975_7",8940,NA,NA,NA
"43457","6975_8",26000,NA,NA,NA
"43458","6975_9",3200,NA,NA,NA
"43459","6976_1",26000,NA,NA,NA
"43460","6976_10",1200,0,0,2
"43461","6976_11",17800,2000,0.112359550561798,2
"43462","6976_12",NA,NA,NA,NA
"43463","6976_13",4000,NA,NA,NA
"43464","6976_14",4800,NA,NA,NA
"43465","6976_15",10000,NA,NA,NA
"43466","6976_16",6400,0,0,2
"43467","6976_17",13000,0,0,2
"43468","6976_18",3200,NA,NA,NA
"43469","6976_19",2000,NA,NA,NA
"43470","6976_2",NA,NA,NA,NA
"43471","6976_20",6400,NA,NA,NA
"43472","6976_3",14400,0,0,2
"43473","6976_4",2400,NA,NA,NA
"43474","6976_5",14200,NA,NA,NA
"43475","6976_6",NA,NA,NA,NA
"43476","6976_7",2400,0,0,2
"43477","6976_8",4000,NA,NA,NA
"43478","6977_1",4800,NA,NA,NA
"43479","6977_10",14000,NA,NA,NA
"43480","6977_11",NA,1500,NA,NA
"43481","6977_12",6400,0,0,2
"43482","6977_14",44000,NA,NA,NA
"43483","6977_16",15800,1500,0.0949367088607595,2
"43484","6977_17",6000,NA,NA,NA
"43485","6977_18",NA,2000,NA,NA
"43486","6977_19",NA,NA,NA,NA
"43487","6977_2",NA,NA,NA,NA
"43488","6977_20",NA,NA,NA,NA
"43489","6977_3",30000,NA,NA,NA
"43490","6977_4",52000,NA,NA,NA
"43491","6977_5",12000,NA,NA,NA
"43492","6977_6",7200,NA,NA,NA
"43493","6977_7",4800,2000,0.416666666666667,1
"43494","6977_8",10000,NA,NA,NA
"43495","6977_9",6000,NA,NA,NA
"43496","6978_1",NA,NA,NA,NA
"43497","6978_10",22000,NA,NA,NA
"43498","6978_11",4400,NA,NA,NA
"43499","6978_12",10000,NA,NA,NA
"43500","6978_13",4000,NA,NA,NA
"43501","6978_14",4000,NA,NA,NA
"43502","6978_15",2000,NA,NA,NA
"43503","6978_16",1440,NA,NA,NA
"43504","6978_17",7200,500,0.0694444444444444,2
"43505","6978_18",NA,NA,NA,NA
"43506","6978_19",NA,NA,NA,NA
"43507","6978_2",NA,NA,NA,NA
"43508","6978_20",NA,NA,NA,NA
"43509","6978_3",2800,NA,NA,NA
"43510","6978_4",2000,NA,NA,NA
"43511","6978_5",NA,NA,NA,NA
"43512","6978_6",5200,NA,NA,NA
"43513","6978_7",4000,NA,NA,NA
"43514","6978_8",400,NA,NA,NA
"43515","6978_9",16000,NA,NA,NA
"43516","6979_1",4800,0,0,2
"43517","6979_2",9200,NA,NA,NA
"43518","6979_3",7200,1000,0.138888888888889,2
"43519","6979_4",11200,0,0,2
"43520","6979_5",2400,0,0,2
"43521","698_1",21000,2500,0.119047619047619,2
"43522","698_2",NA,NA,NA,NA
"43523","698_4",NA,NA,NA,NA
"43524","698_5",16000,NA,NA,NA
"43525","6980_1",NA,NA,NA,NA
"43526","6980_2",4000,NA,NA,NA
"43527","6980_3",26000,0,0,2
"43528","6980_4",10450,NA,NA,NA
"43529","6980_5",NA,0,NA,NA
"43530","6981_1",5000,NA,NA,NA
"43531","6981_3",19000,0,0,2
"43532","6981_4",3000,NA,NA,NA
"43533","6981_5",NA,NA,NA,NA
"43534","6982_2",14000,NA,NA,NA
"43535","6982_3",2000,1500,0.75,1
"43536","6982_4",4800,0,0,2
"43537","6982_5",6600,0,0,2
"43538","6983_1",47000,0,0,2
"43539","6983_10",8200,1500,0.182926829268293,2
"43540","6983_11",17200,NA,NA,NA
"43541","6983_12",NA,0,NA,NA
"43542","6983_13",12000,NA,NA,NA
"43543","6983_14",NA,NA,NA,NA
"43544","6983_15",10000,0,0,2
"43545","6983_16",26000,NA,NA,NA
"43546","6983_17",NA,NA,NA,NA
"43547","6983_18",NA,NA,NA,NA
"43548","6983_19",10000,NA,NA,NA
"43549","6983_2",NA,NA,NA,NA
"43550","6983_20",12000,NA,NA,NA
"43551","6983_3",5000,0,0,2
"43552","6983_5",5000,NA,NA,NA
"43553","6983_6",6400,NA,NA,NA
"43554","6983_7",16000,0,0,2
"43555","6983_8",10400,NA,NA,NA
"43556","6983_9",24000,NA,NA,NA
"43557","6984_1",1560,NA,NA,NA
"43558","6984_10",3200,0,0,2
"43559","6984_11",12000,1000,0.0833333333333333,2
"43560","6984_12",16400,NA,NA,NA
"43561","6984_13",1200,NA,NA,NA
"43562","6984_14",3200,NA,NA,NA
"43563","6984_15",6800,NA,NA,NA
"43564","6984_16",3600,0,0,2
"43565","6984_17",4000,NA,NA,NA
"43566","6984_18",4000,NA,NA,NA
"43567","6984_19",5200,NA,NA,NA
"43568","6984_2",15000,NA,NA,NA
"43569","6984_3",5000,NA,NA,NA
"43570","6984_4",6000,NA,NA,NA
"43571","6984_5",2800,NA,NA,NA
"43572","6984_6",4800,NA,NA,NA
"43573","6984_7",4000,NA,NA,NA
"43574","6984_9",10000,6000,0.6,1
"43575","6985_1",4800,NA,NA,NA
"43576","6985_10",NA,NA,NA,NA
"43577","6985_11",3200,NA,NA,NA
"43578","6985_12",NA,NA,NA,NA
"43579","6985_13",2800,NA,NA,NA
"43580","6985_14",10000,NA,NA,NA
"43581","6985_15",NA,NA,NA,NA
"43582","6985_16",1800,NA,NA,NA
"43583","6985_17",2400,NA,NA,NA
"43584","6985_18",6000,NA,NA,NA
"43585","6985_19",3200,NA,NA,NA
"43586","6985_2",5200,NA,NA,NA
"43587","6985_20",2400,NA,NA,NA
"43588","6985_3",6400,NA,NA,NA
"43589","6985_4",7800,NA,NA,NA
"43590","6985_5",7000,NA,NA,NA
"43591","6985_6",NA,NA,NA,NA
"43592","6985_7",15600,NA,NA,NA
"43593","6985_8",6000,NA,NA,NA
"43594","6985_9",NA,NA,NA,NA
"43595","6986_10",NA,NA,NA,NA
"43596","6986_11",14200,NA,NA,NA
"43597","6986_13",2400,NA,NA,NA
"43598","6986_14",NA,NA,NA,NA
"43599","6986_15",6400,NA,NA,NA
"43600","6986_16",14000,NA,NA,NA
"43601","6986_17",10800,NA,NA,NA
"43602","6986_18",7000,3500,0.5,1
"43603","6986_19",8400,NA,NA,NA
"43604","6986_20",6800,NA,NA,NA
"43605","6986_3",6000,NA,NA,NA
"43606","6986_4",9600,NA,NA,NA
"43607","6986_5",1800,0,0,2
"43608","6986_6",4400,NA,NA,NA
"43609","6986_7",6000,NA,NA,NA
"43610","6986_8",25000,NA,NA,NA
"43611","6986_9",4000,NA,NA,NA
"43612","6987_1",2400,NA,NA,NA
"43613","6987_10",1440,NA,NA,NA
"43614","6987_11",1200,0,0,2
"43615","6987_12",3600,NA,NA,NA
"43616","6987_13",720,NA,NA,NA
"43617","6987_14",10400,NA,NA,NA
"43618","6987_15",NA,NA,NA,NA
"43619","6987_16",21600,NA,NA,NA
"43620","6987_17",11200,NA,NA,NA
"43621","6987_18",10000,NA,NA,NA
"43622","6987_19",2000,NA,NA,NA
"43623","6987_2",3600,NA,NA,NA
"43624","6987_20",2000,NA,NA,NA
"43625","6987_3",NA,NA,NA,NA
"43626","6987_4",30400,NA,NA,NA
"43627","6987_5",NA,NA,NA,NA
"43628","6987_6",NA,NA,NA,NA
"43629","6987_7",2800,NA,NA,NA
"43630","6987_8",4800,NA,NA,NA
"43631","6987_9",9000,NA,NA,NA
"43632","6988_1",7960,NA,NA,NA
"43633","6988_10",2400,NA,NA,NA
"43634","6988_11",2400,0,0,2
"43635","6988_12",6000,NA,NA,NA
"43636","6988_13",2000,NA,NA,NA
"43637","6988_14",4000,NA,NA,NA
"43638","6988_15",800,0,0,2
"43639","6988_16",4320,NA,NA,NA
"43640","6988_17",4950,NA,NA,NA
"43641","6988_18",34000,NA,NA,NA
"43642","6988_19",6000,NA,NA,NA
"43643","6988_2",12600,NA,NA,NA
"43644","6988_20",11120,0,0,2
"43645","6988_3",4200,0,0,2
"43646","6988_4",3200,0,0,2
"43647","6988_5",2000,1200,0.6,1
"43648","6988_6",3000,NA,NA,NA
"43649","6988_7",8000,NA,NA,NA
"43650","6988_8",2000,NA,NA,NA
"43651","6988_9",NA,NA,NA,NA
"43652","6989_1",21800,NA,NA,NA
"43653","6989_10",12400,NA,NA,NA
"43654","6989_11",26000,0,0,2
"43655","6989_12",NA,NA,NA,NA
"43656","6989_14",6000,NA,NA,NA
"43657","6989_16",4000,NA,NA,NA
"43658","6989_17",7400,NA,NA,NA
"43659","6989_18",7800,600,0.0769230769230769,2
"43660","6989_19",NA,NA,NA,NA
"43661","6989_2",4800,NA,NA,NA
"43662","6989_20",12600,NA,NA,NA
"43663","6989_21",5600,NA,NA,NA
"43664","6989_3",NA,NA,NA,NA
"43665","6989_4",3200,NA,NA,NA
"43666","6989_5",4000,NA,NA,NA
"43667","6989_7",12000,NA,NA,NA
"43668","6989_9",5200,NA,NA,NA
"43669","699_1",17000,1800,0.105882352941176,2
"43670","699_2",7200,1800,0.25,2
"43671","699_5",NA,NA,NA,NA
"43672","6990_1",3000,NA,NA,NA
"43673","6990_10",12000,NA,NA,NA
"43674","6990_11",8000,NA,NA,NA
"43675","6990_12",9600,1500,0.15625,2
"43676","6990_13",7200,NA,NA,NA
"43677","6990_14",4800,NA,NA,NA
"43678","6990_15",4000,3500,0.875,1
"43679","6990_16",4800,NA,NA,NA
"43680","6990_17",10800,NA,NA,NA
"43681","6990_18",16000,NA,NA,NA
"43682","6990_2",2400,NA,NA,NA
"43683","6990_20",6800,NA,NA,NA
"43684","6990_3",1600,NA,NA,NA
"43685","6990_4",17600,NA,NA,NA
"43686","6990_5",12000,0,0,2
"43687","6990_6",4800,NA,NA,NA
"43688","6990_7",24000,NA,NA,NA
"43689","6990_8",NA,NA,NA,NA
"43690","6990_9",6000,0,0,2
"43691","6991_1",15200,NA,NA,NA
"43692","6991_10",NA,NA,NA,NA
"43693","6991_11",6000,NA,NA,NA
"43694","6991_12",4800,NA,NA,NA
"43695","6991_13",NA,NA,NA,NA
"43696","6991_14",8400,NA,NA,NA
"43697","6991_15",2920,NA,NA,NA
"43698","6991_16",2800,NA,NA,NA
"43699","6991_17",NA,NA,NA,NA
"43700","6991_18",8000,NA,NA,NA
"43701","6991_19",6800,0,0,2
"43702","6991_2",2000,NA,NA,NA
"43703","6991_3",2800,NA,NA,NA
