vid,ingreso_viv,mes_info,mes_fov,mes_insp,mes_fp,mes_onl,mes_fa,gas_tot,prop_gasto
1851_14,15500,1215.2777777777778,NA,NA,NA,NA,NA,1215.2777777777778,0.07840501792114696
1851_15,320,NA,NA,NA,NA,NA,NA,0,0
1851_16,3200,NA,NA,NA,NA,NA,NA,0,0
1851_17,NA,1250,NA,NA,NA,NA,NA,1250,NA
1851_18,9200,NA,NA,NA,NA,NA,NA,0,0
1851_19,3200,NA,NA,NA,NA,NA,NA,0,0
1851_2,6400,NA,NA,NA,NA,NA,NA,0,0
1851_20,12800,NA,NA,NA,NA,NA,NA,0,0
1851_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1851_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1851_5,10400,NA,NA,NA,NA,NA,NA,0,0
1851_8,3000,NA,NA,NA,NA,NA,NA,0,0
1851_9,10000,NA,NA,NA,NA,NA,NA,0,0
1852_1,3600,NA,NA,NA,NA,NA,NA,0,0
1852_10,2400,NA,NA,NA,NA,NA,NA,0,0
1852_11,4200,NA,NA,NA,NA,NA,NA,0,0
1852_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1852_13,4000,NA,NA,NA,NA,NA,NA,0,0
1852_14,800,NA,NA,NA,NA,NA,NA,0,0
1852_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1852_17,4200,NA,NA,NA,NA,NA,NA,0,0
1852_18,10640,NA,NA,NA,NA,NA,NA,0,0
1852_19,3600,NA,NA,NA,NA,NA,NA,0,0
1852_2,2600,NA,NA,NA,NA,NA,NA,0,0
1852_20,3800,NA,NA,NA,NA,NA,NA,0,0
1852_3,4800,NA,NA,NA,NA,NA,NA,0,0
1852_4,12000,NA,NA,NA,NA,NA,NA,0,0
1852_5,7600,NA,NA,NA,NA,NA,NA,0,0
1852_6,3000,NA,NA,NA,NA,NA,NA,0,0
1852_7,2800,NA,NA,NA,NA,NA,NA,0,0
1852_8,9000,NA,NA,NA,NA,NA,NA,0,0
1853_1,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_11,6400,NA,NA,NA,NA,NA,NA,0,0
1853_13,2000,NA,NA,NA,NA,NA,NA,0,0
1853_14,4500,NA,NA,NA,NA,NA,NA,0,0
1853_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_17,3000,NA,NA,NA,NA,NA,NA,0,0
1853_18,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_19,2000,NA,NA,NA,NA,NA,NA,0,0
1853_2,4400,NA,NA,NA,NA,NA,NA,0,0
1853_20,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_5,1000,NA,NA,NA,NA,NA,NA,0,0
1853_6,2800,NA,NA,NA,NA,NA,NA,0,0
1853_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1853_9,3700,NA,NA,NA,NA,NA,NA,0,0
1854_1,1200,NA,NA,NA,NA,NA,NA,0,0
1854_10,2000,NA,NA,NA,NA,NA,NA,0,0
1854_12,3200,NA,NA,NA,NA,NA,NA,0,0
1854_13,2080,NA,NA,NA,NA,NA,NA,0,0
1854_14,1440,NA,NA,NA,NA,NA,NA,0,0
1854_15,3000,NA,NA,NA,NA,NA,NA,0,0
1854_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1854_17,NA,NA,NA,NA,NA,NA,NA,0,NA
1854_18,2400,NA,NA,NA,NA,NA,NA,0,0
1854_19,1200,NA,NA,NA,NA,NA,NA,0,0
1854_2,2880,NA,NA,NA,NA,NA,NA,0,0
1854_20,2000,NA,NA,NA,NA,NA,NA,0,0
1854_3,5760,NA,NA,NA,NA,NA,NA,0,0
1854_4,3200,NA,NA,NA,NA,NA,NA,0,0
1854_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1854_6,2400,NA,NA,NA,NA,NA,NA,0,0
1854_7,2800,NA,NA,NA,NA,NA,NA,0,0
1854_8,4000,NA,NA,NA,NA,NA,NA,0,0
1854_9,2000,NA,NA,NA,NA,NA,NA,0,0
1855_1,19000,NA,NA,NA,NA,NA,NA,0,0
1855_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1855_11,3200,NA,NA,NA,NA,NA,NA,0,0
1855_12,8000,NA,NA,NA,NA,NA,NA,0,0
1855_13,13600,NA,NA,NA,NA,NA,NA,0,0
1855_14,8400,NA,NA,NA,NA,NA,NA,0,0
1855_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1855_17,5400,NA,NA,NA,NA,NA,NA,0,0
1855_18,2000,NA,NA,NA,NA,NA,NA,0,0
1855_19,2400,NA,NA,NA,NA,NA,NA,0,0
1855_2,6000,NA,NA,NA,NA,NA,NA,0,0
1855_20,4000,NA,NA,NA,NA,NA,NA,0,0
1855_3,6000,NA,NA,NA,NA,NA,NA,0,0
1855_4,2000,NA,NA,NA,NA,NA,NA,0,0
1855_5,1600,NA,NA,NA,NA,NA,NA,0,0
1855_6,6400,NA,NA,NA,NA,NA,NA,0,0
1855_7,2000,NA,NA,NA,NA,NA,NA,0,0
1855_8,7600,NA,NA,NA,NA,NA,NA,0,0
1855_9,1600,NA,NA,NA,NA,NA,NA,0,0
1856_1,3200,NA,NA,NA,NA,NA,NA,0,0
1856_11,4000,NA,NA,NA,NA,NA,NA,0,0
1856_12,3600,NA,NA,NA,NA,NA,NA,0,0
1856_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_17,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_18,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_2,3600,NA,NA,NA,NA,NA,NA,0,0
1856_3,2400,NA,NA,NA,NA,NA,NA,0,0
1856_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1856_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1857_1,800,NA,NA,NA,NA,NA,NA,0,0
1857_10,2400,NA,NA,NA,NA,NA,NA,0,0
1857_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1857_12,2400,NA,NA,NA,NA,NA,NA,0,0
1857_13,1200,NA,NA,NA,NA,NA,NA,0,0
1857_14,6000,NA,NA,NA,NA,NA,NA,0,0
1857_15,2000,NA,NA,NA,NA,NA,NA,0,0
1857_16,3600,NA,NA,NA,NA,NA,NA,0,0
1857_17,1200,NA,NA,NA,NA,NA,NA,0,0
1857_18,800,NA,NA,NA,NA,NA,NA,0,0
1857_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1857_2,6000,NA,NA,NA,NA,NA,NA,0,0
1857_20,2000,NA,NA,NA,NA,NA,NA,0,0
1857_21,1200,NA,NA,NA,NA,NA,NA,0,0
1857_3,9200,NA,NA,NA,NA,NA,NA,0,0
1857_4,2000,NA,NA,NA,NA,NA,NA,0,0
1857_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1857_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1857_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1857_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1857_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1858_1,8000,NA,NA,NA,NA,NA,NA,0,0
1858_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1858_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1858_12,2400,NA,NA,NA,NA,NA,NA,0,0
1858_13,3000,NA,NA,NA,NA,NA,NA,0,0
1858_14,7000,NA,NA,NA,NA,NA,NA,0,0
1858_16,5600,NA,NA,NA,NA,NA,NA,0,0
1858_17,6000,NA,NA,NA,NA,NA,NA,0,0
1858_18,4000,NA,NA,NA,NA,NA,NA,0,0
1858_19,4800,NA,NA,NA,NA,NA,NA,0,0
1858_2,600,NA,NA,NA,NA,NA,NA,0,0
1858_20,1600,NA,NA,NA,NA,NA,NA,0,0
1858_21,4800,NA,NA,NA,NA,NA,NA,0,0
1858_22,NA,NA,NA,NA,NA,NA,NA,0,NA
1858_3,2000,NA,NA,NA,NA,NA,NA,0,0
1858_4,12000,NA,NA,NA,NA,NA,NA,0,0
1858_5,16000,NA,NA,NA,NA,NA,NA,0,0
1858_6,1800,NA,NA,NA,NA,NA,NA,0,0
1858_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1858_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1858_9,2400,NA,NA,NA,NA,NA,NA,0,0
1859_1,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_17,1000,NA,NA,NA,NA,NA,NA,0,0
1859_2,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_4,6400,NA,NA,NA,NA,NA,NA,0,0
1859_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_6,3600,NA,NA,NA,NA,NA,NA,0,0
1859_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1859_9,1000,NA,NA,NA,NA,NA,NA,0,0
186_3,8000,NA,NA,NA,NA,NA,NA,0,0
186_5,8000,NA,NA,NA,NA,NA,NA,0,0
1860_1,NA,NA,NA,NA,NA,NA,NA,0,NA
1860_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1860_12,4000,NA,NA,NA,NA,NA,NA,0,0
1860_13,18000,NA,NA,NA,NA,NA,NA,0,0
1860_14,7200,NA,NA,NA,NA,NA,NA,0,0
1860_15,4800,NA,NA,NA,NA,NA,NA,0,0
1860_16,2880,NA,NA,NA,NA,NA,NA,0,0
1860_17,2400,NA,NA,NA,NA,NA,NA,0,0
1860_18,2880,NA,NA,NA,NA,NA,NA,0,0
1860_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1860_2,2400,NA,NA,NA,NA,NA,NA,0,0
1860_20,3600,NA,NA,NA,NA,NA,NA,0,0
1860_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1860_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1860_5,3000,NA,NA,NA,NA,NA,NA,0,0
1860_6,2800,NA,NA,NA,NA,NA,NA,0,0
1860_7,6200,NA,NA,NA,NA,NA,NA,0,0
1860_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1860_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_1,2880,NA,NA,NA,NA,NA,NA,0,0
1861_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_11,6000,NA,NA,NA,NA,NA,NA,0,0
1861_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_14,2400,NA,NA,NA,NA,NA,NA,0,0
1861_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_17,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_18,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_2,1920,NA,NA,NA,NA,NA,NA,0,0
1861_20,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1861_4,960,NA,NA,NA,NA,NA,NA,0,0
1861_5,2000,NA,NA,NA,NA,NA,NA,0,0
1861_6,2800,NA,NA,NA,NA,NA,NA,0,0
1861_7,10600,NA,NA,NA,NA,NA,NA,0,0
1861_8,1600,NA,NA,NA,NA,NA,NA,0,0
1861_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1862_1,6400,NA,NA,NA,NA,NA,NA,0,0
1862_10,1200,NA,NA,NA,NA,NA,NA,0,0
1862_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1862_12,3200,NA,NA,NA,NA,NA,NA,0,0
1862_13,1600,NA,NA,NA,NA,NA,NA,0,0
1862_14,5600,NA,NA,NA,NA,NA,NA,0,0
1862_15,2800,NA,NA,NA,NA,NA,NA,0,0
1862_16,6400,NA,NA,NA,NA,NA,NA,0,0
1862_17,NA,NA,NA,NA,NA,NA,NA,0,NA
1862_18,4800,NA,NA,NA,NA,NA,NA,0,0
1862_19,6000,NA,NA,NA,NA,NA,NA,0,0
1862_2,800,NA,NA,NA,NA,NA,NA,0,0
1862_20,4000,NA,NA,NA,NA,NA,NA,0,0
1862_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1862_4,8000,NA,NA,NA,NA,NA,NA,0,0
1862_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1862_6,5600,NA,NA,NA,NA,NA,NA,0,0
1862_7,4000,NA,NA,NA,NA,NA,NA,0,0
1862_8,4000,NA,NA,NA,NA,NA,NA,0,0
1862_9,3600,NA,NA,NA,NA,NA,NA,0,0
1863_1,NA,NA,NA,NA,NA,NA,NA,0,NA
1863_10,2400,NA,NA,NA,NA,NA,NA,0,0
1863_11,2400,NA,NA,NA,NA,NA,NA,0,0
1863_12,4000,NA,NA,NA,NA,NA,NA,0,0
1863_14,3616.6666666666665,NA,NA,NA,NA,NA,NA,0,0
1863_15,2800,NA,NA,NA,NA,NA,NA,0,0
1863_16,1200,NA,NA,NA,NA,NA,NA,0,0
1863_17,2800,NA,NA,NA,NA,NA,NA,0,0
1863_18,NA,NA,NA,NA,NA,NA,NA,0,NA
1863_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1863_2,NA,NA,NA,NA,NA,NA,NA,0,NA
1863_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1863_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1863_5,2400,NA,NA,NA,NA,NA,NA,0,0
1863_6,720,NA,NA,NA,NA,NA,NA,0,0
1863_7,1600,NA,NA,NA,NA,NA,NA,0,0
1863_8,2400,NA,NA,NA,NA,NA,NA,0,0
1863_9,833.3333333333334,NA,NA,NA,NA,NA,NA,0,0
1864_1,3000,NA,NA,NA,NA,NA,NA,0,0
1864_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_11,2400,NA,NA,NA,NA,NA,NA,0,0
1864_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_17,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_19,4800,NA,NA,NA,NA,NA,NA,0,0
1864_2,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_20,3000,NA,NA,NA,NA,NA,NA,0,0
1864_3,2400,NA,NA,NA,NA,NA,NA,0,0
1864_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1864_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_1,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_17,4400,NA,NA,NA,NA,NA,NA,0,0
1865_2,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1865_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_1,4500,NA,NA,NA,NA,NA,NA,0,0
1866_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_15,4800,NA,NA,NA,NA,NA,NA,0,0
1866_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_17,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_18,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_2,4000,NA,NA,NA,NA,NA,NA,0,0
1866_20,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_3,7200,NA,NA,NA,NA,NA,NA,0,0
1866_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_5,8400,NA,NA,NA,NA,NA,NA,0,0
1866_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1866_8,7200,NA,NA,NA,NA,NA,NA,0,0
1866_9,4800,NA,NA,NA,NA,NA,NA,0,0
1867_1,6000,NA,NA,NA,NA,NA,NA,0,0
1867_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_13,8800,NA,NA,NA,NA,NA,NA,0,0
1867_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_17,8800,NA,NA,NA,NA,NA,NA,0,0
1867_18,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_2,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_20,7200,NA,NA,NA,NA,NA,NA,0,0
1867_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1867_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_1,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_17,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_18,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_2,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_20,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1868_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1869_1,NA,NA,NA,NA,NA,NA,NA,0,NA
1869_10,833.3333333333334,NA,NA,NA,NA,NA,NA,0,0
1869_11,2400,NA,NA,NA,NA,NA,NA,0,0
1869_12,5000,NA,NA,NA,NA,NA,NA,0,0
1869_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1869_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1869_15,18800,NA,NA,NA,NA,NA,NA,0,0
1869_16,4400,NA,NA,NA,NA,NA,NA,0,0
1869_17,6800,NA,NA,NA,NA,NA,NA,0,0
1869_18,4000,NA,NA,NA,NA,NA,NA,0,0
1869_19,2000,NA,NA,NA,NA,NA,NA,0,0
1869_2,800,NA,NA,NA,NA,NA,NA,0,0
1869_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1869_4,NA,NA,NA,NA,NA,NA,NA,0,NA
1869_5,4000,NA,NA,NA,NA,NA,NA,0,0
1869_7,2000,NA,NA,NA,NA,NA,NA,0,0
1869_8,2400,NA,NA,NA,NA,NA,NA,0,0
1869_9,4000,NA,NA,NA,NA,NA,NA,0,0
187_1,10500,NA,NA,NA,NA,NA,NA,0,0
187_2,2000,NA,NA,NA,NA,NA,NA,0,0
187_3,8000,NA,NA,NA,NA,NA,NA,0,0
187_4,20000,NA,NA,NA,NA,NA,NA,0,0
187_5,36000,NA,NA,NA,NA,NA,NA,0,0
1870_10,3000,NA,NA,NA,NA,NA,NA,0,0
1870_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1870_12,5000,NA,NA,NA,NA,NA,NA,0,0
1870_13,15000,NA,NA,NA,NA,NA,NA,0,0
1870_14,6000,NA,NA,NA,NA,NA,NA,0,0
1870_15,4000,NA,NA,NA,NA,NA,NA,0,0
1870_16,5000,NA,NA,NA,NA,NA,NA,0,0
1870_17,2000,NA,NA,NA,NA,NA,NA,0,0
1870_18,5800,NA,NA,NA,NA,NA,NA,0,0
1870_19,9200,NA,NA,NA,NA,NA,NA,0,0
1870_2,4800,NA,NA,NA,NA,NA,NA,0,0
1870_20,3000,NA,NA,NA,NA,NA,NA,0,0
1870_21,800,NA,NA,NA,NA,NA,NA,0,0
1870_22,4000,NA,NA,NA,NA,NA,NA,0,0
1870_3,4800,NA,NA,NA,NA,NA,NA,0,0
1870_4,7600,NA,NA,NA,NA,NA,NA,0,0
1870_5,5200,NA,NA,NA,NA,NA,NA,0,0
1870_6,2400,NA,NA,NA,NA,NA,NA,0,0
1870_7,3600,NA,NA,NA,NA,NA,NA,0,0
1870_8,800,NA,NA,NA,NA,NA,NA,0,0
1870_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1871_1,1000,NA,NA,NA,NA,NA,NA,0,0
1871_10,2400,NA,NA,NA,NA,NA,NA,0,0
1871_11,1200,NA,NA,NA,NA,NA,NA,0,0
1871_12,7200,NA,NA,NA,NA,NA,NA,0,0
1871_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1871_15,1600,NA,NA,NA,NA,NA,NA,0,0
1871_16,2000,NA,NA,NA,NA,NA,NA,0,0
1871_17,3200,NA,NA,NA,NA,NA,NA,0,0
1871_18,11000,NA,NA,NA,NA,NA,NA,0,0
1871_19,2000,NA,NA,NA,NA,NA,NA,0,0
1871_2,2000,NA,NA,NA,NA,NA,NA,0,0
1871_20,2000,NA,NA,NA,NA,NA,NA,0,0
1871_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1871_4,2400,NA,NA,NA,NA,NA,NA,0,0
1871_5,4000,NA,NA,NA,NA,NA,NA,0,0
1871_6,2400,NA,NA,NA,NA,NA,NA,0,0
1871_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1871_9,2400,NA,NA,NA,NA,NA,NA,0,0
1872_1,2000,NA,NA,NA,NA,NA,NA,0,0
1872_10,2400,NA,NA,NA,NA,NA,NA,0,0
1872_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1872_12,2000,NA,NA,NA,NA,NA,NA,0,0
1872_13,2000,NA,NA,NA,NA,NA,NA,0,0
1872_14,3600,NA,NA,NA,NA,NA,NA,0,0
1872_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1872_16,1680,NA,NA,NA,NA,NA,NA,0,0
1872_17,3360,NA,NA,NA,NA,NA,NA,0,0
1872_18,3360,NA,NA,NA,NA,NA,NA,0,0
1872_19,NA,NA,NA,NA,NA,NA,NA,0,NA
1872_2,NA,NA,NA,NA,NA,NA,NA,0,NA
1872_20,6720,NA,NA,NA,NA,NA,NA,0,0
1872_21,5400,NA,NA,NA,NA,NA,NA,0,0
1872_22,7600,NA,NA,NA,NA,NA,NA,0,0
1872_3,NA,NA,NA,NA,NA,NA,NA,0,NA
1872_4,3400,NA,NA,NA,NA,NA,NA,0,0
1872_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1872_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1872_7,1800,NA,NA,NA,NA,NA,NA,0,0
1872_8,1600,NA,NA,NA,NA,NA,NA,0,0
1872_9,6000,NA,NA,NA,NA,NA,NA,0,0
1873_1,2000,NA,NA,NA,NA,NA,NA,0,0
1873_10,6800,NA,NA,NA,NA,NA,NA,0,0
1873_11,3400,NA,NA,NA,NA,NA,NA,0,0
1873_12,3600,NA,NA,NA,NA,NA,NA,0,0
1873_13,2000,NA,NA,NA,NA,NA,NA,0,0
1873_15,1600,NA,NA,NA,NA,NA,NA,0,0
1873_16,5000,NA,NA,NA,NA,NA,NA,0,0
1873_17,4000,NA,NA,NA,NA,NA,NA,0,0
1873_18,2400,NA,NA,NA,NA,NA,NA,0,0
1873_19,1200,NA,NA,NA,NA,NA,NA,0,0
1873_2,4000,NA,NA,NA,NA,NA,NA,0,0
1873_3,7200,NA,NA,NA,NA,NA,NA,0,0
1873_4,2000,NA,NA,NA,NA,NA,NA,0,0
1873_5,NA,NA,NA,NA,NA,NA,NA,0,NA
1873_6,NA,NA,NA,NA,NA,NA,NA,0,NA
1873_7,NA,NA,NA,NA,NA,NA,NA,0,NA
1873_8,NA,NA,NA,NA,NA,NA,NA,0,NA
1873_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1874_1,9200,NA,NA,NA,NA,NA,NA,0,0
1874_10,1440,NA,NA,NA,NA,NA,NA,0,0
1874_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1874_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1874_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1874_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1874_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1874_17,3000,NA,NA,NA,NA,NA,NA,0,0
1874_19,4000,NA,NA,NA,NA,NA,NA,0,0
1874_6,3400,NA,NA,NA,NA,NA,NA,0,0
1874_7,600,NA,NA,NA,NA,NA,NA,0,0
1874_8,4800,NA,NA,NA,NA,NA,NA,0,0
1874_9,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_1,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_10,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_11,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_12,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_13,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_14,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_15,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_16,NA,NA,NA,NA,NA,NA,NA,0,NA
1875_17,NA,NA,NA,NA,NA,NA,NA,0,NA
