vid,ingreso_viv,mes_info,mes_fov,mes_insp,mes_fp,mes_onl,mes_fa,gas_tot,prop_gasto
4203_16,NA,NA,NA,NA,NA,NA,NA,0,NA
4203_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4203_18,NA,12500,NA,NA,NA,NA,NA,12500,NA
4203_19,8400,NA,NA,NA,NA,NA,NA,0,0
4203_2,20000,NA,NA,NA,NA,NA,NA,0,0
4203_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4203_3,13400,NA,NA,NA,NA,NA,NA,0,0
4203_4,NA,NA,NA,NA,NA,NA,NA,0,NA
4203_5,19000,NA,NA,NA,NA,NA,NA,0,0
4203_6,7600,NA,NA,NA,NA,NA,NA,0,0
4203_7,4400,NA,NA,NA,NA,NA,NA,0,0
4203_8,9200,NA,NA,NA,NA,NA,NA,0,0
4203_9,55000,NA,NA,NA,NA,NA,NA,0,0
4204_1,NA,NA,NA,NA,NA,NA,NA,0,NA
4204_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4204_11,20400,NA,NA,NA,NA,NA,NA,0,0
4204_12,10000,NA,NA,NA,NA,NA,NA,0,0
4204_13,6000,NA,NA,NA,NA,NA,NA,0,0
4204_15,NA,NA,NA,NA,NA,NA,NA,0,NA
4204_16,7200,NA,NA,NA,NA,NA,NA,0,0
4204_17,12800,NA,NA,NA,NA,NA,NA,0,0
4204_18,8000,NA,NA,NA,NA,NA,NA,0,0
4204_19,4000,NA,NA,NA,NA,NA,NA,0,0
4204_2,6400,NA,NA,NA,NA,NA,NA,0,0
4204_3,NA,NA,NA,NA,NA,NA,NA,0,NA
4204_4,9600,NA,NA,NA,NA,NA,NA,0,0
4204_5,NA,NA,NA,NA,NA,NA,NA,0,NA
4204_6,8000,NA,NA,NA,NA,NA,NA,0,0
4204_7,22000,NA,NA,NA,NA,NA,NA,0,0
4204_9,NA,NA,NA,NA,NA,NA,NA,0,NA
4205_1,3200,NA,NA,NA,NA,NA,NA,0,0
4205_10,6000,NA,NA,NA,NA,NA,NA,0,0
4205_11,6400,NA,NA,NA,NA,NA,NA,0,0
4205_12,5200,NA,NA,NA,NA,NA,NA,0,0
4205_13,13000,NA,NA,NA,NA,NA,NA,0,0
4205_14,34000,4000,NA,NA,NA,NA,NA,4000,0.11764705882352941
4205_15,10600,NA,NA,NA,NA,NA,NA,0,0
4205_16,NA,NA,NA,NA,NA,NA,NA,0,NA
4205_17,14400,NA,NA,NA,NA,NA,NA,0,0
4205_18,2800,NA,NA,NA,NA,NA,NA,0,0
4205_19,20000,NA,NA,NA,NA,NA,NA,0,0
4205_20,7800,NA,NA,NA,NA,NA,NA,0,0
4205_3,4000,NA,NA,NA,NA,NA,NA,0,0
4205_4,NA,NA,NA,NA,NA,NA,NA,0,NA
4205_5,8000,NA,NA,NA,NA,NA,NA,0,0
4205_6,2000,NA,NA,NA,NA,NA,NA,0,0
4205_7,8000,NA,NA,NA,NA,NA,NA,0,0
4205_8,26800,NA,NA,NA,NA,NA,NA,0,0
4205_9,8400,NA,NA,NA,NA,NA,NA,0,0
4206_1,10000,NA,NA,NA,NA,NA,NA,0,0
4206_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4206_11,NA,NA,NA,NA,NA,NA,NA,0,NA
4206_12,2000,NA,NA,NA,NA,NA,NA,0,0
4206_13,8000,NA,NA,NA,NA,NA,NA,0,0
4206_14,10000,NA,NA,NA,NA,NA,NA,0,0
4206_15,22000,NA,NA,NA,NA,NA,NA,0,0
4206_16,4000,NA,NA,NA,NA,NA,NA,0,0
4206_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4206_18,18400,NA,NA,NA,NA,NA,NA,0,0
4206_19,NA,NA,NA,NA,NA,NA,NA,0,NA
4206_2,12000,NA,NA,NA,NA,NA,NA,0,0
4206_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4206_3,4800,NA,NA,NA,NA,NA,NA,0,0
4206_4,1200,NA,NA,NA,NA,NA,NA,0,0
4206_5,12000,NA,NA,NA,NA,NA,NA,0,0
4206_6,10000,NA,NA,NA,NA,NA,NA,0,0
4206_7,86000,NA,NA,NA,NA,NA,NA,0,0
4206_8,6000,NA,NA,NA,NA,NA,NA,0,0
4206_9,8000,NA,NA,NA,NA,NA,NA,0,0
4207_1,NA,NA,NA,NA,NA,NA,NA,0,NA
4207_10,8000,NA,NA,NA,NA,NA,NA,0,0
4207_12,8000,NA,NA,NA,NA,NA,NA,0,0
4207_13,NA,NA,NA,NA,NA,NA,NA,0,NA
4207_14,4000,NA,NA,NA,NA,NA,NA,0,0
4207_15,NA,NA,NA,NA,NA,NA,NA,0,NA
4207_17,12000,NA,NA,NA,NA,NA,NA,0,0
4207_18,10600,NA,NA,NA,NA,NA,NA,0,0
4207_19,8400,NA,NA,NA,NA,NA,NA,0,0
4207_2,18000,NA,NA,NA,NA,NA,NA,0,0
4207_20,4000,NA,NA,NA,NA,NA,NA,0,0
4207_3,13200,NA,NA,NA,NA,NA,NA,0,0
4207_4,4000,NA,NA,NA,NA,NA,NA,0,0
4207_5,7200,NA,NA,NA,NA,NA,NA,0,0
4207_6,9000,NA,NA,NA,NA,NA,NA,0,0
4207_7,NA,NA,NA,NA,NA,NA,NA,0,NA
4207_8,8000,NA,NA,NA,NA,NA,NA,0,0
4207_9,4000,NA,NA,NA,NA,NA,NA,0,0
4208_1,60000,NA,NA,NA,NA,NA,NA,0,0
4208_10,18000,NA,NA,NA,NA,NA,NA,0,0
4208_11,12000,NA,NA,NA,NA,NA,NA,0,0
4208_12,6000,NA,NA,NA,NA,NA,NA,0,0
4208_13,12000,NA,NA,NA,NA,NA,NA,0,0
4208_14,20000,NA,NA,NA,NA,NA,NA,0,0
4208_15,NA,NA,NA,NA,NA,NA,NA,0,NA
4208_16,9200,NA,NA,NA,NA,NA,NA,0,0
4208_17,12800,NA,NA,NA,NA,NA,NA,0,0
4208_18,8000,NA,NA,NA,NA,NA,NA,0,0
4208_19,24400,NA,NA,NA,NA,NA,NA,0,0
4208_2,7200,NA,NA,NA,NA,NA,NA,0,0
4208_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4208_3,8400,NA,NA,NA,NA,NA,NA,0,0
4208_4,24000,NA,NA,NA,NA,NA,NA,0,0
4208_5,6000,NA,NA,NA,NA,NA,NA,0,0
4208_6,NA,NA,NA,NA,NA,NA,NA,0,NA
4208_7,12800,NA,NA,NA,NA,NA,NA,0,0
4208_8,NA,NA,NA,NA,NA,NA,NA,0,NA
4208_9,8000,NA,NA,NA,NA,NA,NA,0,0
4209_1,NA,NA,NA,NA,NA,NA,NA,0,NA
4209_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4209_11,13200,NA,NA,NA,NA,NA,NA,0,0
4209_12,NA,NA,NA,NA,NA,NA,NA,0,NA
4209_13,5000,NA,NA,NA,NA,NA,NA,0,0
4209_15,NA,NA,NA,NA,NA,NA,NA,0,NA
4209_16,4800,NA,NA,NA,NA,NA,NA,0,0
4209_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4209_18,2800,NA,NA,NA,NA,NA,NA,0,0
4209_19,3600,NA,NA,NA,NA,NA,NA,0,0
4209_2,NA,NA,NA,NA,NA,NA,NA,0,NA
4209_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4209_3,12000,NA,NA,NA,NA,NA,NA,0,0
4209_4,13000,NA,NA,NA,NA,NA,NA,0,0
4209_5,10400,NA,NA,NA,NA,NA,NA,0,0
4209_6,30000,NA,NA,NA,NA,NA,NA,0,0
4209_7,13600,NA,NA,NA,NA,NA,NA,0,0
4209_9,4200,NA,NA,NA,NA,NA,NA,0,0
421_1,10000,NA,NA,NA,NA,NA,NA,0,0
421_2,6400,NA,NA,NA,NA,NA,NA,0,0
421_3,12400,NA,NA,NA,NA,NA,NA,0,0
421_4,NA,NA,NA,NA,NA,NA,NA,0,NA
421_5,NA,NA,NA,NA,NA,NA,NA,0,NA
4210_1,NA,NA,NA,NA,NA,NA,NA,0,NA
4210_10,2400,NA,NA,NA,NA,NA,NA,0,0
4210_11,13500,NA,NA,NA,NA,NA,NA,0,0
4210_13,8000,NA,NA,NA,NA,NA,NA,0,0
4210_14,44000,NA,NA,NA,NA,NA,NA,0,0
4210_16,NA,NA,NA,NA,NA,NA,NA,0,NA
4210_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4210_18,NA,NA,NA,NA,NA,NA,NA,0,NA
4210_19,20200,NA,NA,NA,NA,NA,NA,0,0
4210_2,NA,NA,NA,NA,NA,NA,NA,0,NA
4210_3,6400,NA,NA,NA,NA,NA,NA,0,0
4210_4,14600,NA,NA,NA,NA,NA,NA,0,0
4210_5,6400,NA,NA,NA,NA,NA,NA,0,0
4210_6,6400,NA,NA,NA,NA,NA,NA,0,0
4210_7,NA,NA,NA,NA,NA,NA,NA,0,NA
4211_1,5800,NA,NA,NA,NA,NA,NA,0,0
4211_10,8400,NA,NA,NA,NA,NA,NA,0,0
4211_11,10800,NA,NA,NA,NA,NA,NA,0,0
4211_12,12000,NA,NA,NA,NA,NA,NA,0,0
4211_13,4200,NA,NA,NA,NA,NA,NA,0,0
4211_14,1000,NA,NA,NA,NA,NA,NA,0,0
4211_15,15800,NA,NA,NA,NA,NA,NA,0,0
4211_16,26400,NA,NA,NA,NA,NA,NA,0,0
4211_17,4000,NA,NA,NA,NA,NA,NA,0,0
4211_18,5600,NA,NA,NA,NA,NA,NA,0,0
4211_19,4000,NA,NA,NA,NA,NA,NA,0,0
4211_2,12000,NA,NA,NA,NA,NA,NA,0,0
4211_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4211_3,3600,NA,NA,NA,NA,NA,NA,0,0
4211_4,14000,NA,NA,NA,NA,NA,NA,0,0
4211_5,NA,NA,NA,NA,NA,NA,NA,0,NA
4211_6,8000,NA,NA,NA,NA,NA,NA,0,0
4211_7,9600,NA,NA,NA,NA,NA,NA,0,0
4211_8,NA,NA,NA,NA,NA,NA,NA,0,NA
4211_9,4800,NA,NA,NA,NA,NA,NA,0,0
4212_1,14600,NA,NA,NA,NA,NA,NA,0,0
4212_11,20400,NA,NA,NA,NA,NA,NA,0,0
4212_12,NA,NA,NA,NA,NA,NA,NA,0,NA
4212_13,6400,NA,NA,NA,NA,NA,NA,0,0
4212_14,NA,NA,NA,NA,NA,NA,NA,0,NA
4212_16,4000,NA,NA,NA,NA,NA,NA,0,0
4212_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4212_18,25000,NA,NA,NA,NA,NA,NA,0,0
4212_2,10000,NA,NA,NA,NA,NA,NA,0,0
4212_20,18000,NA,NA,NA,NA,NA,NA,0,0
4212_4,800,NA,NA,NA,NA,NA,NA,0,0
4212_5,NA,NA,NA,NA,NA,NA,NA,0,NA
4212_6,7200,NA,NA,NA,NA,NA,NA,0,0
4212_7,NA,NA,NA,NA,NA,NA,NA,0,NA
4212_8,6000,NA,NA,NA,NA,NA,NA,0,0
4212_9,NA,NA,NA,NA,NA,NA,NA,0,NA
4213_10,8000,NA,NA,NA,NA,NA,NA,0,0
4213_11,10800,NA,NA,NA,NA,NA,NA,0,0
4213_12,10000,NA,NA,NA,NA,NA,NA,0,0
4213_13,13600,NA,NA,NA,NA,NA,NA,0,0
4213_14,NA,NA,NA,NA,NA,NA,NA,0,NA
4213_15,NA,NA,NA,NA,NA,NA,NA,0,NA
4213_16,NA,NA,NA,NA,NA,NA,NA,0,NA
4213_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4213_18,10400,NA,NA,NA,NA,NA,NA,0,0
4213_19,18800,NA,NA,NA,NA,NA,NA,0,0
4213_2,4800,NA,NA,NA,NA,NA,NA,0,0
4213_20,12000,NA,NA,NA,NA,NA,NA,0,0
4213_3,8000,NA,NA,NA,NA,NA,NA,0,0
4213_4,17000,NA,NA,NA,NA,NA,NA,0,0
4213_5,5000,NA,NA,NA,NA,NA,NA,0,0
4213_6,NA,NA,NA,NA,NA,NA,NA,0,NA
4213_7,NA,NA,NA,NA,NA,NA,NA,0,NA
4213_8,NA,NA,NA,NA,NA,NA,NA,0,NA
4213_9,6000,NA,NA,NA,NA,NA,NA,0,0
4214_1,6000,NA,NA,NA,NA,NA,NA,0,0
4214_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4214_11,16400,NA,NA,NA,NA,NA,NA,0,0
4214_12,26000,NA,NA,NA,NA,NA,NA,0,0
4214_13,20800,NA,NA,NA,NA,NA,NA,0,0
4214_14,NA,NA,NA,NA,NA,NA,NA,0,NA
4214_15,12800,NA,NA,NA,NA,NA,NA,0,0
4214_16,9200,NA,NA,NA,NA,NA,NA,0,0
4214_17,26000,NA,NA,NA,NA,NA,NA,0,0
4214_19,NA,NA,NA,NA,NA,NA,NA,0,NA
4214_2,2000,NA,NA,NA,NA,NA,NA,0,0
4214_20,20000,NA,NA,NA,NA,NA,NA,0,0
4214_3,3600,NA,NA,NA,NA,NA,NA,0,0
4214_4,NA,NA,NA,NA,NA,NA,NA,0,NA
4214_6,NA,NA,NA,NA,NA,NA,NA,0,NA
4214_7,4000,NA,NA,NA,NA,NA,NA,0,0
4214_8,23400,NA,NA,NA,NA,NA,NA,0,0
4215_1,10000,NA,NA,NA,NA,NA,NA,0,0
4215_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4215_11,6000,NA,NA,NA,NA,NA,NA,0,0
4215_13,16400,NA,NA,NA,NA,NA,NA,0,0
4215_14,NA,NA,NA,NA,NA,NA,NA,0,NA
4215_15,10800,NA,NA,NA,NA,NA,NA,0,0
4215_16,12000,NA,NA,NA,NA,NA,NA,0,0
4215_17,8800,NA,NA,NA,NA,NA,NA,0,0
4215_18,6000,NA,NA,NA,NA,NA,NA,0,0
4215_19,5000,NA,NA,NA,NA,NA,NA,0,0
4215_2,20000,NA,NA,NA,NA,NA,NA,0,0
4215_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4215_3,NA,NA,NA,NA,NA,NA,NA,0,NA
4215_4,2600,NA,NA,NA,NA,NA,NA,0,0
4215_5,NA,NA,NA,NA,NA,NA,NA,0,NA
4215_6,12000,NA,NA,NA,NA,NA,NA,0,0
4215_7,10000,NA,NA,NA,NA,NA,NA,0,0
4215_8,21200,NA,NA,NA,NA,NA,NA,0,0
4215_9,8000,NA,NA,NA,NA,NA,NA,0,0
4216_1,2000,NA,NA,NA,NA,NA,NA,0,0
4216_10,14000,NA,NA,NA,NA,NA,NA,0,0
4216_11,NA,NA,NA,NA,NA,NA,NA,0,NA
4216_12,20000,NA,NA,NA,NA,NA,NA,0,0
4216_13,2400,NA,NA,NA,NA,NA,NA,0,0
4216_14,6000,NA,NA,NA,NA,NA,NA,0,0
4216_15,16800,NA,NA,NA,NA,NA,NA,0,0
4216_16,17600,NA,NA,NA,NA,NA,NA,0,0
4216_18,8000,NA,NA,NA,NA,NA,NA,0,0
4216_19,15600,NA,NA,NA,NA,NA,NA,0,0
4216_2,48000,NA,NA,NA,NA,NA,NA,0,0
4216_20,12000,NA,NA,NA,NA,NA,NA,0,0
4216_3,NA,NA,NA,NA,NA,NA,NA,0,NA
4216_4,12000,NA,NA,NA,NA,NA,NA,0,0
4216_5,NA,NA,NA,NA,NA,NA,NA,0,NA
4216_6,20000,NA,NA,NA,NA,NA,NA,0,0
4216_7,6000,NA,NA,NA,NA,NA,NA,0,0
4216_8,6000,NA,NA,NA,NA,NA,NA,0,0
4216_9,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_1,13200,NA,NA,NA,NA,NA,NA,0,0
4217_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_11,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_12,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_13,30000,NA,NA,NA,NA,NA,NA,0,0
4217_14,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_15,28800,NA,NA,NA,NA,NA,NA,0,0
4217_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_18,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_19,10200,NA,NA,NA,NA,NA,NA,0,0
4217_2,20000,NA,NA,NA,NA,NA,NA,0,0
4217_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_4,NA,NA,NA,NA,NA,NA,NA,0,NA
4217_5,7600,NA,NA,NA,NA,NA,NA,0,0
4217_6,8000,NA,NA,NA,NA,NA,NA,0,0
4217_8,22800,NA,NA,NA,NA,NA,NA,0,0
4217_9,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_1,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_10,22000,NA,NA,NA,NA,NA,NA,0,0
4218_11,8000,NA,NA,NA,NA,NA,NA,0,0
4218_12,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_13,8000,NA,NA,NA,NA,NA,NA,0,0
4218_15,10000,NA,NA,NA,NA,NA,NA,0,0
4218_16,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_18,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_19,7000,NA,NA,NA,NA,NA,NA,0,0
4218_2,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_20,8000,NA,NA,NA,NA,NA,NA,0,0
4218_3,4800,NA,NA,NA,NA,NA,NA,0,0
4218_4,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_5,14000,NA,NA,NA,NA,NA,NA,0,0
4218_6,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_7,NA,NA,NA,NA,NA,NA,NA,0,NA
4218_8,39000,NA,NA,NA,NA,NA,NA,0,0
4218_9,14800,NA,NA,NA,NA,NA,NA,0,0
4219_1,8600,NA,NA,NA,NA,NA,NA,0,0
4219_10,44800,NA,NA,NA,NA,NA,NA,0,0
4219_11,NA,NA,NA,NA,NA,NA,NA,0,NA
4219_12,6800,NA,NA,NA,NA,NA,NA,0,0
4219_13,NA,NA,NA,NA,NA,NA,NA,0,NA
4219_14,NA,NA,NA,NA,NA,NA,NA,0,NA
4219_15,NA,NA,NA,NA,NA,NA,NA,0,NA
4219_16,NA,NA,NA,NA,NA,NA,NA,0,NA
4219_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4219_18,13200,NA,NA,NA,NA,NA,NA,0,0
4219_19,4000,NA,NA,NA,NA,NA,NA,0,0
4219_2,35600,NA,NA,NA,NA,NA,NA,0,0
4219_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4219_4,4800,NA,NA,NA,NA,NA,NA,0,0
4219_5,20800,NA,NA,NA,NA,NA,NA,0,0
4219_6,NA,NA,NA,NA,NA,NA,NA,0,NA
4219_7,2800,NA,NA,NA,NA,NA,NA,0,0
4219_8,2400,NA,NA,NA,NA,NA,NA,0,0
4219_9,7200,NA,NA,NA,NA,NA,NA,0,0
422_1,26000,NA,NA,NA,NA,NA,NA,0,0
422_2,NA,NA,NA,NA,NA,NA,NA,0,NA
422_3,1600,NA,NA,NA,NA,NA,NA,0,0
422_4,2800,3333.3333333333335,NA,NA,NA,NA,NA,3333.3333333333335,1.1904761904761905
422_5,NA,NA,NA,NA,NA,NA,NA,0,NA
4220_1,6000,NA,NA,NA,NA,NA,NA,0,0
4220_10,19200,NA,NA,NA,NA,NA,NA,0,0
4220_11,17600,NA,NA,NA,NA,NA,NA,0,0
4220_12,NA,NA,NA,NA,NA,NA,NA,0,NA
4220_13,17000,NA,NA,NA,NA,NA,NA,0,0
4220_14,11200,NA,NA,NA,NA,NA,NA,0,0
4220_15,4800,NA,NA,NA,NA,NA,NA,0,0
4220_16,4400,NA,NA,NA,NA,NA,NA,0,0
4220_17,3200,NA,NA,NA,NA,NA,NA,0,0
4220_18,11600,NA,NA,NA,NA,NA,NA,0,0
4220_19,4000,NA,NA,NA,NA,NA,NA,0,0
4220_2,6000,NA,NA,NA,NA,NA,NA,0,0
4220_3,NA,NA,NA,NA,NA,NA,NA,0,NA
4220_4,4000,NA,NA,NA,NA,NA,NA,0,0
4220_5,4400,NA,NA,NA,NA,NA,NA,0,0
4220_6,17600,NA,NA,NA,NA,NA,NA,0,0
4220_7,6000,NA,NA,NA,NA,NA,NA,0,0
4220_8,3200,NA,NA,NA,NA,NA,NA,0,0
4220_9,10000,NA,NA,NA,NA,NA,NA,0,0
4221_1,NA,NA,NA,NA,NA,NA,NA,0,NA
4221_10,4000,NA,NA,NA,NA,NA,NA,0,0
4221_11,4800,NA,NA,NA,NA,NA,NA,0,0
4221_12,9600,NA,NA,NA,NA,NA,NA,0,0
4221_13,11000,NA,NA,NA,NA,NA,NA,0,0
4221_14,13200,NA,NA,NA,NA,NA,NA,0,0
4221_15,19600,NA,NA,NA,NA,NA,NA,0,0
4221_16,4800,NA,NA,NA,NA,NA,NA,0,0
4221_17,5200,NA,NA,NA,NA,NA,NA,0,0
4221_18,5600,NA,NA,NA,NA,NA,NA,0,0
4221_19,12000,NA,NA,NA,NA,NA,NA,0,0
4221_2,6000,NA,NA,NA,NA,NA,NA,0,0
4221_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4221_3,4800,NA,NA,NA,NA,NA,NA,0,0
4221_4,NA,NA,NA,NA,NA,NA,NA,0,NA
4221_5,6400,NA,NA,NA,NA,NA,NA,0,0
4221_6,8400,NA,NA,NA,NA,NA,NA,0,0
4221_7,8000,NA,NA,NA,NA,NA,NA,0,0
4221_8,11200,NA,NA,NA,NA,NA,NA,0,0
4221_9,9600,NA,NA,NA,NA,NA,NA,0,0
4222_1,NA,NA,NA,NA,NA,NA,NA,0,NA
4222_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4222_12,NA,NA,NA,NA,NA,NA,NA,0,NA
4222_13,6000,NA,NA,NA,NA,NA,NA,0,0
4222_14,8800,NA,NA,NA,NA,NA,NA,0,0
4222_15,9600,NA,NA,NA,NA,NA,NA,0,0
4222_16,11800,NA,NA,NA,NA,NA,NA,0,0
4222_17,9600,NA,NA,NA,NA,NA,NA,0,0
4222_18,18000,NA,NA,NA,NA,NA,NA,0,0
4222_19,8000,NA,NA,NA,NA,NA,NA,0,0
4222_2,8800,NA,NA,NA,NA,NA,NA,0,0
4222_20,NA,NA,NA,NA,NA,NA,NA,0,NA
4222_3,NA,NA,NA,NA,NA,NA,NA,0,NA
4222_4,3600,NA,NA,NA,NA,NA,NA,0,0
4222_5,4000,NA,NA,NA,NA,NA,NA,0,0
4222_6,6800,NA,NA,NA,NA,NA,NA,0,0
4222_7,NA,NA,NA,NA,NA,NA,NA,0,NA
4222_8,7600,NA,NA,NA,NA,NA,NA,0,0
4222_9,5000,NA,NA,NA,NA,NA,NA,0,0
4223_1,500,NA,NA,NA,NA,NA,NA,0,0
4223_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_11,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_12,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_13,34000,NA,NA,NA,NA,NA,NA,0,0
4223_14,18000,NA,NA,NA,NA,NA,NA,0,0
4223_15,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_16,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_19,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_2,8800,NA,NA,NA,NA,NA,NA,0,0
4223_20,5800,NA,NA,NA,NA,NA,NA,0,0
4223_3,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_4,10400,NA,NA,NA,NA,NA,NA,0,0
4223_5,8000,NA,NA,NA,NA,NA,NA,0,0
4223_6,2000,NA,NA,NA,NA,NA,NA,0,0
4223_7,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_8,NA,NA,NA,NA,NA,NA,NA,0,NA
4223_9,NA,NA,NA,NA,NA,NA,NA,0,NA
4224_1,8000,NA,NA,NA,NA,NA,NA,0,0
4224_10,4800,NA,NA,NA,NA,NA,NA,0,0
4224_11,21600,NA,NA,NA,NA,NA,NA,0,0
4224_12,6000,NA,NA,NA,NA,NA,NA,0,0
4224_13,13200,NA,NA,NA,NA,NA,NA,0,0
4224_14,4000,NA,NA,NA,NA,NA,NA,0,0
4224_15,4800,NA,NA,NA,NA,NA,NA,0,0
4224_16,720,NA,NA,NA,NA,NA,NA,0,0
4224_17,4800,NA,NA,NA,NA,NA,NA,0,0
4224_18,4000,NA,NA,NA,NA,NA,NA,0,0
4224_19,NA,NA,NA,NA,NA,NA,NA,0,NA
4224_2,NA,NA,NA,NA,NA,NA,NA,0,NA
4224_20,4800,NA,NA,NA,NA,NA,NA,0,0
4224_3,21600,NA,NA,NA,NA,NA,NA,0,0
4224_4,3000,NA,NA,NA,NA,NA,NA,0,0
4224_5,6000,NA,NA,NA,NA,NA,NA,0,0
4224_6,6000,NA,NA,NA,NA,NA,NA,0,0
4224_7,3200,NA,NA,NA,NA,NA,NA,0,0
4224_8,11600,NA,NA,NA,NA,NA,NA,0,0
4224_9,10000,NA,NA,NA,NA,NA,NA,0,0
4225_1,12000,NA,NA,NA,NA,NA,NA,0,0
4225_10,8000,NA,NA,NA,NA,NA,NA,0,0
4225_12,NA,NA,NA,NA,NA,NA,NA,0,NA
4225_13,6000,NA,NA,NA,NA,NA,NA,0,0
4225_14,12800,NA,NA,NA,NA,NA,NA,0,0
4225_15,19800,NA,NA,NA,NA,NA,NA,0,0
4225_16,NA,NA,NA,NA,NA,NA,NA,0,NA
4225_17,NA,NA,NA,NA,NA,NA,NA,0,NA
4225_18,10800,NA,NA,NA,NA,NA,NA,0,0
4225_19,NA,NA,NA,NA,NA,NA,NA,0,NA
4225_2,NA,NA,NA,NA,NA,NA,NA,0,NA
4225_20,14000,NA,NA,NA,NA,NA,NA,0,0
4225_3,13400,NA,NA,NA,NA,NA,NA,0,0
4225_4,NA,NA,NA,NA,NA,NA,NA,0,NA
4225_5,NA,NA,NA,NA,NA,NA,NA,0,NA
4225_6,15200,NA,NA,NA,NA,NA,NA,0,0
4225_7,6000,NA,NA,NA,NA,NA,NA,0,0
4225_8,33600,NA,NA,NA,NA,NA,NA,0,0
4225_9,12000,NA,NA,NA,NA,NA,NA,0,0
4226_2,NA,NA,NA,NA,NA,NA,NA,0,NA
4226_3,15200,NA,NA,NA,NA,NA,NA,0,0
4226_4,10000,NA,NA,NA,NA,NA,NA,0,0
4226_5,6000,NA,NA,NA,NA,NA,NA,0,0
4227_1,10000,NA,NA,NA,NA,NA,NA,0,0
4227_2,4000,NA,NA,NA,NA,NA,NA,0,0
4227_3,20000,NA,NA,NA,NA,NA,NA,0,0
4227_4,4000,NA,NA,NA,NA,NA,NA,0,0
4227_5,30000,NA,NA,NA,NA,NA,NA,0,0
4228_1,25000,NA,NA,NA,NA,NA,NA,0,0
4228_10,18000,NA,NA,NA,NA,NA,NA,0,0
4228_12,4000,NA,NA,NA,NA,NA,NA,0,0
4228_14,44000,NA,NA,NA,NA,NA,NA,0,0
4228_17,17000,NA,NA,NA,NA,NA,NA,0,0
4228_18,NA,NA,NA,NA,NA,NA,NA,0,NA
4228_19,16000,NA,NA,NA,NA,NA,NA,0,0
4228_2,4800,NA,NA,NA,NA,NA,NA,0,0
4228_3,9600,NA,NA,NA,NA,NA,NA,0,0
4228_4,7600,NA,NA,NA,NA,NA,NA,0,0
4228_5,11200,NA,NA,NA,NA,NA,NA,0,0
4228_6,5500,NA,NA,NA,NA,NA,NA,0,0
4228_7,6000,NA,NA,NA,NA,NA,NA,0,0
4228_8,2000,NA,NA,NA,NA,NA,NA,0,0
4228_9,12000,728.1553398058253,NA,NA,NA,NA,NA,728.1553398058253,0.06067961165048544
4229_1,9600,NA,NA,NA,NA,NA,NA,0,0
4229_10,NA,NA,NA,NA,NA,NA,NA,0,NA
4229_11,5200,NA,NA,NA,NA,NA,NA,0,0
4229_13,6400,NA,NA,NA,NA,NA,NA,0,0
