vid,estr_acc,estr_habit,estr_serv,estr_ubi,estr_aseq,estr_cul,estr_ten,estr_satis
1671_5,Muy baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy baja,NA
1671_6,Muy baja,Baja,Alta,Media,NA,Baja,Muy Alta,Media
1671_7,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
1671_10,Muy baja,Muy baja,Alta,Alta,NA,Baja,Muy Alta,Media
1671_11,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta
1671_12,Baja,Baja,Media,Alta,NA,Baja,Baja,NA
1671_13,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1671_14,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
1671_16,Media,Baja,Alta,Alta,Muy Alta,Baja,Muy baja,NA
1671_17,Baja,Baja,Alta,Alta,NA,Alta,Muy baja,Baja
1671_18,Media,Baja,Media,Alta,Muy Alta,Baja,Alta,Alta
1671_19,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Baja,NA
1671_20,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
1672_1,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1672_2,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Baja,NA
1672_3,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Muy Alta
1672_4,Muy baja,Alta,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
1672_5,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
1672_6,Media,Baja,Alta,Media,Muy Alta,Alta,Baja,NA
1672_8,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
1672_9,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Alta
1672_10,Baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
1672_11,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Alta,Alta
1672_12,Media,Media,Muy Alta,Baja,Muy Alta,Alta,Baja,NA
1672_13,Muy baja,Media,Muy Alta,Media,NA,Alta,Muy baja,NA
1672_14,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
1672_15,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Alta
1672_16,Media,Muy baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1672_17,Muy baja,Alta,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
1672_18,Alta,Baja,Alta,Baja,Muy Alta,Alta,Alta,Alta
1672_20,Media,Baja,Alta,Alta,Muy Alta,Alta,Baja,NA
1673_1,Baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
1673_2,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Media
1673_3,Media,Media,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
1673_4,Muy Alta,Muy baja,Muy baja,Media,Muy Alta,Baja,Baja,NA
1673_5,Muy baja,Baja,Alta,Alta,NA,Baja,Muy Alta,Media
1673_6,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1673_7,Baja,Baja,Muy Alta,Alta,NA,Alta,Muy baja,NA
1673_8,Muy baja,Media,Alta,Baja,Muy Alta,Baja,Media,Baja
1673_9,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Media,Muy baja
1673_10,Muy baja,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
1673_11,Muy baja,Baja,Media,Muy Alta,Muy Alta,Baja,Baja,NA
1673_12,Baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1673_13,Baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
1673_14,Baja,Media,Alta,Alta,Muy Alta,Baja,Muy baja,NA
1673_15,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
1673_16,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Baja,NA
1673_17,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1673_18,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Muy baja,NA
1673_19,Baja,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Media
1673_20,Baja,Baja,Alta,Media,Muy Alta,Baja,Muy baja,NA
1674_1,Muy baja,Alta,Muy Alta,Alta,NA,Alta,Baja,NA
1674_2,Media,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
1674_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
1674_4,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
1674_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
1674_9,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
1674_10,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Baja
1674_11,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Baja,NA
1674_12,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
1674_13,Baja,Alta,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
1674_14,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Baja
1674_15,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
1674_16,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
1674_17,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Alta,Baja
1674_19,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
1674_20,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Baja,NA
1675_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1675_2,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
1675_3,Media,Baja,Media,Alta,Muy Alta,Baja,Muy Alta,Muy baja
1675_4,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1675_6,Media,Baja,Alta,Alta,NA,Baja,Baja,NA
1675_7,Muy baja,Muy baja,Alta,Muy Alta,NA,Alta,Muy baja,NA
1675_8,Muy baja,Baja,Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1675_9,Media,Baja,Alta,Media,Muy Alta,Baja,Muy Alta,Muy baja
1675_11,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1675_12,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1675_13,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Alta,Muy baja
1675_14,Muy baja,Muy baja,Media,Media,NA,Baja,Muy baja,NA
1675_15,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
1675_17,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1675_18,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Baja,NA
1675_19,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1675_20,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
1676_1,Muy baja,Baja,Baja,Alta,Muy Alta,Baja,Muy baja,NA
1676_2,Media,Alta,Muy Alta,Alta,Alta,Alta,Media,Baja
1676_3,Media,Alta,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1676_4,Media,Alta,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
1676_5,Media,Alta,Muy Alta,Muy Alta,NA,Alta,Muy baja,NA
1676_6,Media,Alta,Muy Alta,Alta,Muy Alta,Alta,Media,Muy baja
1676_7,Baja,Alta,Muy Alta,Muy baja,Alta,Baja,Media,Alta
1676_9,Media,Muy Alta,Muy Alta,Media,Media,Alta,Media,Media
1676_10,Media,Alta,Muy Alta,Media,Muy Alta,Baja,Media,Muy baja
1676_11,Media,Alta,Muy Alta,Media,Alta,Alta,Media,Muy baja
1676_12,Media,Alta,Muy Alta,Media,Muy Alta,Alta,Media,Muy baja
1676_13,Media,Alta,Muy Alta,Baja,Alta,Baja,Media,Muy Alta
1676_14,Baja,Alta,Muy Alta,Baja,Baja,Alta,Media,Muy baja
1676_15,Media,Media,Muy Alta,Media,NA,Baja,Media,Muy baja
1676_16,Media,Muy Alta,Muy Alta,Alta,Muy Alta,Baja,Media,Muy Alta
1676_17,Media,Muy Alta,Muy Alta,Media,Muy Alta,Alta,Baja,NA
1676_18,Media,Muy Alta,Muy Alta,Alta,Muy Alta,Alta,Media,Muy baja
1676_20,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1677_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Media,Media
1677_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
1677_3,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Muy baja
1677_4,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1677_5,Media,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
1677_7,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1677_8,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1677_10,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1677_11,Muy Alta,Baja,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
1677_12,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
1677_13,Muy Alta,Media,Muy Alta,Media,Muy Alta,Baja,Media,Muy Alta
1677_14,Muy baja,Media,Muy Alta,Alta,NA,Baja,Baja,NA
1677_15,Muy baja,Media,Muy Alta,Alta,Alta,Alta,Media,Muy baja
1677_16,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Alta,Muy baja
1677_17,Muy baja,Media,Muy Alta,Media,Media,Baja,Media,Muy Alta
1677_18,Muy baja,Media,Alta,Muy Alta,Media,Baja,Media,Media
1677_20,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1678_1,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Muy baja
1678_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Baja
1678_3,Muy baja,Media,Muy Alta,Alta,Alta,Baja,Media,Media
1678_5,Baja,Media,Muy Alta,Media,NA,Alta,Media,Muy baja
1678_6,Baja,Media,Media,Media,Muy Alta,Baja,Muy Alta,Muy baja
1678_9,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1678_10,Muy baja,Media,Muy Alta,Media,NA,Alta,Media,Muy baja
1678_11,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1678_12,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1678_13,Muy baja,Media,Muy Alta,Baja,NA,Alta,Muy Alta,Baja
1678_14,Muy baja,Media,Muy Alta,Alta,NA,Alta,Baja,NA
1678_15,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Alta,Media,Media
1678_16,Baja,Media,Muy Alta,Media,NA,Alta,Muy baja,NA
1678_17,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
1678_19,Muy baja,Media,Muy Alta,Media,NA,Baja,Baja,NA
1678_20,Muy baja,Media,Media,Muy Alta,NA,Baja,Baja,NA
1679_1,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
1679_2,Muy baja,Alta,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
1679_3,Muy baja,Muy Alta,Alta,Media,Muy Alta,Baja,Baja,NA
1679_4,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1679_5,Muy baja,Baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Alta
1679_6,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
1679_7,Media,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
1679_8,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
1679_9,Muy baja,Muy baja,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
1679_10,Muy baja,Muy baja,Media,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
1679_11,Media,Muy baja,Alta,Media,Muy Alta,Baja,Media,Alta
1679_12,Baja,Muy Alta,Muy Alta,Alta,Media,Baja,Media,Baja
1679_13,Media,Media,Muy Alta,Muy Alta,Alta,Alta,Media,Muy baja
1679_14,Media,Baja,Muy Alta,Muy Alta,Media,Alta,Media,Muy baja
1679_15,Media,Baja,Muy Alta,Media,Alta,Baja,Media,Alta
1679_16,Media,Muy Alta,Muy Alta,Alta,Media,Baja,Media,Media
1679_17,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
1679_18,Baja,Baja,Muy Alta,Media,Baja,Baja,Media,Baja
1679_19,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1679_20,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1680_1,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
1680_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1680_4,Media,Baja,Muy Alta,Media,Alta,Baja,Media,Alta
1680_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1680_6,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1680_7,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
1680_8,Media,Media,Muy Alta,Alta,NA,Baja,Baja,NA
1680_9,Media,Media,Muy Alta,Baja,Alta,Baja,Media,Alta
1680_10,Media,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1680_11,Muy Alta,Media,Muy Alta,Media,Media,Baja,Media,Media
1680_12,Media,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
1680_13,Media,Baja,Muy Alta,Muy Alta,Alta,Baja,Media,Muy baja
1680_14,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
1680_15,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
1680_16,Media,Media,Muy Alta,Muy Alta,Baja,Baja,Media,Alta
1680_17,Media,Media,Muy Alta,Media,NA,Baja,Muy baja,NA
1680_18,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
1680_19,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Muy baja,NA
1680_20,Media,Media,Muy Alta,Muy Alta,Media,Baja,Media,Media
1681_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Muy baja
1681_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1681_4,Baja,Muy baja,Media,Media,Muy Alta,Alta,Muy Alta,Muy baja
1681_5,Muy Alta,Baja,Muy Alta,Baja,NA,Baja,Muy baja,NA
1681_6,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
1681_8,Muy baja,Muy baja,Baja,Baja,Muy Alta,Baja,Muy Alta,Media
1681_9,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
1681_10,Muy baja,Muy baja,Baja,Baja,Muy Alta,Alta,Muy Alta,Muy Alta
1681_11,Muy baja,Media,Muy Alta,Baja,NA,Alta,Muy Alta,Muy baja
1681_12,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1681_14,Baja,Baja,Muy baja,Alta,Muy Alta,Baja,Muy Alta,Alta
1681_15,Muy baja,Baja,Baja,Baja,Muy Alta,Baja,Alta,Muy Alta
1681_17,Muy baja,Muy baja,Media,Media,Muy Alta,Alta,Muy Alta,Media
1681_18,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Muy Alta,Alta
1681_19,Alta,Baja,Media,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
1681_20,Baja,Baja,Muy Alta,Media,NA,Alta,Muy Alta,Baja
1682_1,Muy baja,Baja,Media,Alta,Muy Alta,Baja,Muy baja,NA
1682_2,Alta,Baja,Alta,Media,NA,Alta,Alta,Baja
1682_3,Baja,Baja,Media,Alta,Muy Alta,Alta,Muy Alta,Baja
1682_4,Baja,Baja,Alta,Media,Muy Alta,Baja,Muy Alta,Media
1682_5,Media,Baja,Media,Media,Muy Alta,Baja,Baja,NA
1682_6,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
1682_7,Muy baja,Baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Media
1682_8,Muy baja,Alta,Muy Alta,Baja,Muy Alta,Alta,Baja,NA
1682_9,Muy baja,Media,Media,Baja,Muy Alta,Baja,Baja,NA
1682_10,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
1682_11,Baja,Baja,Alta,Baja,Muy Alta,Baja,Baja,NA
1682_12,Muy baja,Media,Alta,Baja,Muy Alta,Baja,Baja,NA
1682_13,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Alta
1682_14,Media,Media,Muy Alta,Alta,NA,Alta,Muy baja,NA
1682_15,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
1682_16,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Alta,Media
1682_18,Muy baja,Baja,Alta,Media,NA,Baja,Baja,NA
1682_19,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Muy Alta,Baja
1682_20,Media,Baja,Baja,Alta,Muy Alta,Baja,Alta,Muy Alta
1683_1,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Baja,NA
1683_2,Alta,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Media,Muy baja
1683_3,Muy Alta,Baja,Muy Alta,Alta,NA,Baja,Muy Alta,Muy Alta
1683_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1683_6,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
1683_7,Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
1683_9,Alta,Baja,Media,Media,Muy Alta,Alta,Alta,Muy baja
1683_10,Muy baja,Baja,Muy Alta,Media,Media,Baja,Muy Alta,Media
1683_12,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Baja,NA
1683_13,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Media,Muy baja
1683_14,Baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
1683_15,Muy baja,Baja,Alta,Media,Muy Alta,Alta,Media,Media
1683_16,Baja,Baja,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja
1683_18,Alta,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Media
1683_19,Media,Baja,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Media
1683_20,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
1684_3,Baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Muy Alta
1684_4,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
1684_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
1684_7,Media,Baja,Alta,Alta,Muy Alta,Baja,Baja,NA
1684_8,Media,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
1684_9,Muy baja,Baja,Muy Alta,Media,NA,Alta,Muy baja,NA
1684_10,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Media
1684_11,Media,Baja,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
1684_12,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1684_13,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
1684_14,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
1684_15,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1684_16,Media,Baja,Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
1684_17,Media,Baja,Muy baja,Alta,NA,Baja,Muy baja,NA
1684_18,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Alta,Baja
1684_19,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
1684_20,Alta,Muy baja,Alta,Media,NA,Alta,Muy Alta,Baja
1685_1,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy baja,NA
1685_2,Media,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Alta
1685_3,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
1685_4,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Alta
1685_5,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
1685_6,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
1685_7,Muy baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
1685_8,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
1685_9,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
1685_10,Muy baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy baja,NA
1685_11,Alta,Baja,Muy Alta,Baja,Muy Alta,Alta,Muy baja,NA
1685_12,Muy Alta,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1685_13,Muy Alta,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
1685_14,Alta,Baja,Muy Alta,Baja,Muy Alta,Alta,Alta,Muy baja
1685_15,Baja,Baja,Muy Alta,Media,Muy Alta,Baja,Alta,Alta
1685_16,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1685_17,Baja,Baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
1685_18,Media,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
1685_19,Baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
1685_20,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
1686_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
1686_2,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1686_3,Muy baja,Baja,Alta,Baja,NA,Baja,Muy Alta,Muy Alta
1686_4,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
1686_5,Baja,Baja,Media,Alta,Muy Alta,Baja,Muy Alta,Muy Alta
1686_6,Muy Alta,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
1686_7,Alta,Media,Alta,Media,Muy Alta,Alta,Muy Alta,Baja
1686_8,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Baja,NA
1686_9,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
1686_11,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Alta
1686_12,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
1686_13,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Alta,Baja
1686_15,Media,Baja,Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
1686_16,Alta,Baja,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Media
1686_17,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy baja,NA
1686_18,Alta,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
1686_19,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Baja,NA
1686_20,Muy Alta,Media,Muy Alta,Muy baja,NA,Alta,Muy Alta,Baja
1687_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
1687_2,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy baja
1687_3,Baja,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1687_4,Media,Media,Alta,Baja,Muy Alta,Baja,Muy baja,NA
1687_5,Baja,Media,Alta,Baja,Muy Alta,Alta,Muy Alta,Baja
1687_6,Alta,Media,Alta,Muy baja,NA,Baja,Muy baja,NA
1687_7,Baja,Baja,Media,Media,Muy Alta,Alta,Muy baja,NA
1687_8,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Media
1687_9,Media,Media,Muy Alta,Media,NA,Alta,Muy Alta,Baja
1687_10,Baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Media
1687_11,Media,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
1687_12,Media,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1687_13,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1687_14,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1687_16,Media,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
1687_17,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
1687_18,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta
1687_19,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
1687_20,Baja,Media,Muy Alta,Baja,Muy Alta,Alta,Media,Muy baja
1688_1,Muy Alta,Baja,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
1688_2,Media,Baja,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
1688_3,Baja,Media,Muy Alta,Baja,NA,Alta,Muy baja,NA
1688_4,Media,Baja,Muy Alta,Muy baja,Muy Alta,Alta,Muy baja,NA
1688_5,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
1688_6,Baja,Media,Alta,Media,Muy Alta,Baja,Muy baja,NA
1688_7,Muy baja,Baja,Alta,Media,Muy Alta,Alta,Muy baja,NA
1688_8,Muy Alta,Media,Muy Alta,Media,NA,Baja,Muy Alta,Muy baja
1688_9,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1688_10,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1688_11,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
1688_13,Baja,Media,Alta,Baja,Muy Alta,Baja,Baja,NA
1688_14,Alta,Baja,Alta,Muy baja,Muy Alta,Alta,Baja,NA
1688_15,Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
1688_16,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
1688_19,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
1688_20,Alta,Baja,Media,Muy Alta,Muy Alta,Alta,Baja,NA
1689_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
1689_2,Muy baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
1689_3,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
1689_4,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
1689_5,Media,Baja,Alta,Alta,Muy Alta,Baja,Baja,NA
