...1,...2,vid,EST_DIS,UPM_DIS,FACTOR,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,p2distance.3,estratos...stratumID...
33996,33996,7485_3,480,7485,203,4,5,5,4,4,4,3,4,3,3,2,21.007724453941236,Baja
33997,33997,7485_5,480,7485,203,4,4,4,5,5,5,4,4,4,4,2,24.07248301104935,Media
33998,33998,7486_1,480,7486,149,2,3,3,4,4,4,4,4,3,2,2,17.026864171744677,Muy baja
33999,33999,7486_2,480,7486,149,5,5,4,5,5,4,5,3,4,4,2,24.664667133548907,Media
34000,34000,7486_3,480,7486,149,4,4,4,4,4,4,4,5,5,5,2,23.48790793902087,Media
34001,34001,7486_4,480,7486,149,4,3,2,4,4,5,4,4,3,4,5,19.252745189857503,Baja
34002,34002,7486_5,480,7486,149,5,5,5,5,5,5,5,5,4,5,5,27.584065574955993,Alta
34003,34003,7487_2,488,7487,133,4,4,4,4,4,4,4,4,4,2,4,20.56954784831543,Baja
34004,34004,7487_3,488,7487,133,5,5,5,5,5,5,5,5,5,5,5,28.535896380615377,Muy Alta
34005,34005,7487_4,488,7487,133,5,5,4,4,4,4,4,5,4,5,4,23.916606482232456,Media
34006,34006,7487_6,488,7487,133,3,5,4,4,4,4,5,4,3,4,3,21.322444064118024,Baja
34007,34007,7487_7,488,7487,133,4,4,3,5,5,5,5,5,5,5,5,25.954454348191913,Alta
34008,34008,7487_8,488,7487,133,4,5,5,4,4,4,5,5,5,5,5,25.459266044888597,Alta
34009,34009,7487_9,488,7487,133,4,4,2,3,5,5,4,2,2,4,2,18.246465804049485,Baja
34010,34010,7487_10,488,7487,133,4,4,3,5,5,5,3,5,4,3,4,22.94065597582778,Media
34011,34011,7487_11,488,7487,133,5,5,3,5,5,5,5,5,5,3,4,26.500896675293877,Alta
34012,34012,7487_13,488,7487,133,5,5,3,5,4,5,5,5,5,2,5,25.02979093634156,Media
34013,34013,7487_14,488,7487,133,3,4,2,5,5,5,4,2,5,2,2,21.157584750331864,Baja
34014,34014,7487_15,488,7487,133,5,5,5,3,3,3,4,4,4,3,4,20.52821524835094,Baja
34015,34015,7487_16,488,7487,133,3,3,3,4,5,4,5,4,3,2,5,19.181427759695662,Baja
34016,34016,7487_18,488,7487,133,3,3,2,3,3,4,3,4,2,2,3,13.707753369318437,Muy baja
34017,34017,7487_20,488,7487,133,2,3,2,5,5,5,5,5,5,2,5,22.030266882727798,Media
34018,34018,7488_1,480,7488,166,5,5,4,3,5,5,5,5,5,5,5,26.574578661956707,Alta
34019,34019,7488_2,480,7488,166,5,5,5,5,5,5,4,4,4,5,5,26.46194928946656,Alta
34020,34020,7488_5,480,7488,166,4,4,4,5,5,5,5,5,4,5,3,25.604792468931677,Alta
34021,34021,7489_1,480,7489,221,5,5,5,5,5,5,5,5,5,5,5,28.686603827430645,Muy Alta
34022,34022,7489_2,480,7489,221,5,5,5,5,5,5,4,4,5,4,2,27.09092873850099,Alta
34023,34023,7489_5,480,7489,221,5,4,3,3,4,3,4,4,4,4,4,20.151052227992803,Baja
34024,34024,7490_5,480,7490,181,4,4,4,5,5,5,4,3,3,3,5,22.032737142308328,Media
34025,34025,7491_1,480,7491,207,4,5,5,5,5,5,5,5,5,5,5,28.080161816412293,Alta
34026,34026,7491_2,480,7491,207,5,4,4,4,5,5,5,5,5,5,5,26.51431741269187,Alta
34027,34027,7491_3,480,7491,207,4,4,2,4,4,4,5,5,5,2,5,21.68063151849496,Media
34028,34028,7491_5,480,7491,207,5,5,5,4,4,4,5,5,5,5,5,26.168463133281,Alta
34029,34029,7492_2,480,7492,204,5,5,5,5,5,5,5,5,5,5,5,28.657489888841333,Muy Alta
34030,34030,7492_3,480,7492,204,4,4,4,5,5,5,5,4,4,5,5,25.091478702041414,Media
34031,34031,7492_5,480,7492,204,5,5,4,4,5,5,5,5,5,5,5,27.362045889329217,Alta
34032,34032,7493_2,487,7493,203,3,3,4,4,5,4,4,4,4,4,4,21.169647318917924,Baja
34033,34033,7493_5,487,7493,203,4,4,3,5,5,4,3,4,5,2,2,22.27181758801988,Media
34034,34034,7493_6,487,7493,203,5,5,5,5,5,5,5,5,5,5,5,28.655777304218432,Muy Alta
34035,34035,7493_8,487,7493,203,5,5,2,5,5,5,5,5,4,3,5,25.0684904514613,Media
34036,34036,7493_10,487,7493,203,5,5,4,4,4,4,4,5,4,5,2,24.036487405835512,Media
34037,34037,7493_11,487,7493,203,4,5,4,5,5,5,4,4,3,2,3,23.057227352227777,Media
34038,34038,7493_12,487,7493,203,4,4,4,5,5,4,4,4,4,4,3,23.327368387424,Media
34039,34039,7493_13,487,7493,203,4,5,2,5,5,5,5,5,4,2,4,24.041579760312644,Media
34040,34040,7493_14,487,7493,203,3,3,5,5,3,4,3,5,3,3,5,18.99364628679276,Baja
34041,34041,7493_15,487,7493,203,4,3,4,4,4,3,4,4,4,2,4,19.091447917787086,Baja
34042,34042,7493_16,487,7493,203,3,3,2,4,4,5,4,4,4,4,4,19.7419910928222,Baja
34043,34043,7493_17,487,7493,203,3,4,2,3,5,5,4,3,3,2,4,18.45261531383926,Baja
34044,34044,7493_18,487,7493,203,4,4,2,5,5,5,4,4,4,2,3,22.03748330572785,Media
34045,34045,7493_19,487,7493,203,5,5,5,5,5,5,5,5,4,5,5,27.676545144592634,Alta
34046,34046,7494_1,480,7494,204,5,3,4,4,5,4,5,4,4,5,5,23.353574662505476,Media
34047,34047,7494_2,480,7494,204,5,4,4,5,5,5,3,4,2,2,2,21.236469131498318,Baja
34048,34048,7494_3,480,7494,204,3,3,3,3,3,4,5,4,3,3,5,16.971755372867445,Muy baja
34049,34049,7494_4,480,7494,204,4,4,4,5,5,5,4,5,5,5,5,26.07626460270945,Alta
34050,34050,7495_1,480,7495,211,4,3,4,4,3,4,4,4,4,3,3,19.268047209145152,Baja
34051,34051,7495_2,480,7495,211,5,4,4,5,5,5,5,5,5,5,5,27.243556762885753,Alta
34052,34052,7495_3,480,7495,211,5,5,5,5,5,5,5,5,5,5,5,28.669477981201638,Muy Alta
34053,34053,7495_5,480,7495,211,3,4,3,5,5,5,5,5,5,2,5,24.17223552792769,Media
34054,34054,7496_1,487,7496,148,5,5,5,5,5,5,4,3,5,5,5,26.831962943319652,Alta
34055,34055,7496_3,487,7496,148,4,5,2,4,4,5,3,2,3,2,2,18.338253129905638,Baja
34056,34056,7496_4,487,7496,148,3,4,3,3,3,3,3,3,3,4,3,15.703978640119617,Muy baja
34057,34057,7496_5,487,7496,148,5,5,4,3,3,5,4,3,3,2,5,19.469009270098116,Baja
34058,34058,7496_8,487,7496,148,3,3,2,3,4,4,3,4,3,2,4,15.739335172389149,Muy baja
34059,34059,7496_10,487,7496,148,3,5,5,4,5,5,5,4,5,5,5,26.095872503100633,Alta
34060,34060,7496_12,487,7496,148,3,3,3,4,3,5,3,2,2,2,4,14.61721679667843,Muy baja
34061,34061,7496_14,487,7496,148,5,5,4,5,5,5,5,5,5,5,5,27.988530162149054,Alta
34062,34062,7496_15,487,7496,148,5,5,4,5,5,5,5,5,5,5,5,27.988530162149054,Alta
34063,34063,7496_16,487,7496,148,4,5,4,5,5,5,4,4,3,3,4,23.407480062819147,Media
34064,34064,7496_17,487,7496,148,3,4,2,5,4,4,3,4,2,3,4,17.502192131524875,Baja
34065,34065,7496_18,487,7496,148,5,4,3,5,5,5,3,5,3,5,4,23.45846814154507,Media
34066,34066,7496_19,487,7496,148,5,5,5,5,5,5,5,5,5,5,5,28.561585149958887,Muy Alta
34067,34067,7497_2,486,7497,169,4,4,4,4,5,5,3,3,4,4,3,22.1406358980897,Media
34068,34068,7497_4,486,7497,169,5,5,4,5,5,5,5,4,4,4,5,26.022425432192765,Alta
34069,34069,7497_5,486,7497,169,4,5,2,3,3,5,5,5,5,5,5,22.79781886570519,Media
34070,34070,7497_6,486,7497,169,3,5,2,2,2,5,5,3,3,3,2,16.462165139529358,Muy baja
34071,34071,7497_7,486,7497,169,3,4,2,5,5,5,3,3,3,2,4,19.26632721854694,Baja
34072,34072,7497_8,486,7497,169,3,4,4,5,5,5,5,4,4,2,5,23.115737819389405,Media
34073,34073,7497_9,486,7497,169,3,4,3,5,5,5,3,2,2,3,2,18.7262029290214,Baja
34074,34074,7497_11,486,7497,169,3,4,2,5,5,5,3,4,3,3,3,20.289164065958346,Baja
34075,34075,7497_12,486,7497,169,4,3,4,5,5,5,5,4,3,4,5,22.754994985257127,Media
34076,34076,7497_13,486,7497,169,3,3,3,5,5,4,3,4,3,3,4,19.26423819963678,Baja
34077,34077,7497_14,486,7497,169,4,4,5,4,4,5,5,5,5,5,5,25.41316748443233,Alta
34078,34078,7497_15,486,7497,169,4,3,3,5,5,5,4,4,4,4,3,22.588333915554834,Media
34079,34079,7497_16,486,7497,169,3,4,2,5,5,5,4,3,3,2,4,19.839165460065193,Baja
34080,34080,7497_17,486,7497,169,3,3,2,3,3,4,3,4,4,3,5,16.172315599845373,Muy baja
34081,34081,7497_18,486,7497,169,4,5,2,5,5,3,4,4,4,2,5,21.341892411804572,Baja
34082,34082,7497_19,486,7497,169,4,5,4,5,5,5,4,5,4,4,5,25.445513346937265,Alta
34083,34083,7497_20,486,7497,169,3,3,5,4,5,5,5,4,4,4,5,23.002427294692737,Media
34084,34084,7498_1,488,7498,269,3,5,3,4,4,5,5,5,3,5,5,22.750252056059452,Media
34085,34085,7498_2,488,7498,269,5,5,4,4,4,5,5,5,5,5,3,26.446703015716366,Alta
34086,34086,7498_4,488,7498,269,3,3,3,5,5,5,5,4,2,2,3,19.902610744112003,Baja
34087,34087,7498_5,488,7498,269,5,5,5,5,5,5,5,5,5,5,5,28.768807889329885,Muy Alta
34088,34088,7498_7,488,7498,269,4,4,4,5,5,5,5,3,4,2,5,23.291070125416734,Media
34089,34089,7498_8,488,7498,269,5,5,5,5,5,5,5,5,5,5,5,28.768807889329885,Muy Alta
34090,34090,7498_9,488,7498,269,5,4,5,5,5,5,5,5,5,5,5,27.915941658823833,Alta
34091,34091,7498_10,488,7498,269,5,5,5,5,5,5,5,5,5,5,4,28.768807889329885,Muy Alta
34092,34092,7498_11,488,7498,269,2,2,2,5,5,4,3,3,3,3,5,16.848717634752738,Muy baja
34093,34093,7498_12,488,7498,269,5,4,4,5,5,4,4,3,3,4,5,22.465240656646905,Media
34094,34094,7498_14,488,7498,269,5,5,5,5,5,5,5,5,5,5,5,28.768807889329885,Muy Alta
34095,34095,7498_16,488,7498,269,5,5,3,5,5,5,3,3,5,3,5,24.4313477358509,Media
34096,34096,7498_19,488,7498,269,5,5,5,5,5,5,4,5,5,5,5,28.195969647811634,Alta
34097,34097,7498_20,488,7498,269,5,5,5,5,5,5,5,5,5,5,5,28.768807889329885,Muy Alta
34098,34098,7499_1,488,7499,231,5,5,4,5,5,5,4,4,4,3,5,25.111322572443452,Media
34099,34099,7499_2,488,7499,231,4,4,3,5,4,5,4,5,3,2,4,21.2309896118122,Baja
34100,34100,7499_3,488,7499,231,5,5,5,5,5,5,5,5,5,5,5,28.703729673659655,Muy Alta
34101,34101,7499_4,488,7499,231,3,3,3,5,5,5,5,5,5,5,5,24.686955584432397,Media
34102,34102,7499_7,488,7499,231,4,4,5,4,4,4,4,5,4,4,4,22.777717841431866,Media
34103,34103,7499_8,488,7499,231,2,3,4,2,2,3,2,3,3,3,3,12.217513102653578,Muy baja
34104,34104,7499_10,488,7499,231,5,5,4,4,4,5,5,4,4,4,3,24.379555793008933,Media
34105,34105,7499_16,488,7499,231,5,5,4,5,5,5,5,5,5,5,5,28.13067468584982,Alta
34106,34106,7499_19,488,7499,231,3,5,3,5,5,5,5,5,5,5,5,26.392688045444498,Alta
34107,34107,7500_2,487,7500,166,5,5,5,5,5,5,5,5,5,5,5,28.592411673171103,Muy Alta
34108,34108,7500_4,487,7500,166,5,5,5,5,5,5,5,5,5,5,5,28.592411673171103,Muy Alta
34109,34109,7500_5,487,7500,166,5,5,5,5,5,5,5,5,5,5,5,28.592411673171103,Muy Alta
34110,34110,7500_8,487,7500,166,4,4,3,4,5,5,4,4,4,3,4,22.26922851563899,Media
34111,34111,7500_9,487,7500,166,4,4,4,3,4,4,5,5,5,4,4,22.923026242575247,Media
34112,34112,7500_10,487,7500,166,4,3,3,4,4,4,3,5,3,4,3,19.11535323367354,Baja
34113,34113,7500_11,487,7500,166,3,5,5,5,5,5,5,4,5,5,5,26.849088038015125,Alta
34114,34114,7500_12,487,7500,166,3,3,3,4,3,3,4,3,3,3,4,15.732721321195399,Muy baja
34115,34115,7500_13,487,7500,166,5,3,4,2,3,3,5,5,5,4,4,20.158461328937904,Baja
34116,34116,7500_15,487,7500,166,5,5,5,5,5,5,5,5,5,5,5,28.592411673171103,Muy Alta
34117,34117,7500_17,487,7500,166,5,4,3,5,5,5,4,5,4,5,2,25.04136506590133,Media
34118,34118,7500_19,487,7500,166,5,5,3,5,5,5,4,5,3,3,4,24.02610940707976,Media
34119,34119,7500_20,487,7500,166,4,4,4,4,4,3,3,5,3,3,4,19.351714963513164,Baja
34120,34120,7501_1,487,7501,178,5,5,4,5,5,5,5,5,5,5,5,28.039907700836075,Alta
34121,34121,7501_2,487,7501,178,5,5,5,5,5,5,5,4,4,5,5,27.055338546459623,Alta
34122,34122,7501_7,487,7501,178,5,5,4,4,5,4,3,3,3,4,3,21.867034433248453,Media
34123,34123,7501_10,487,7501,178,5,5,5,5,5,5,3,3,3,3,3,23.463148191535,Media
34124,34124,7501_12,487,7501,178,4,4,4,4,4,5,4,4,4,4,3,22.280618509673143,Media
34125,34125,7501_13,487,7501,178,5,4,4,4,4,5,5,4,3,4,4,22.456690417863342,Media
34126,34126,7501_14,487,7501,178,5,5,4,5,5,5,4,4,4,3,2,25.02055558742971,Media
34127,34127,7501_16,487,7501,178,5,5,5,5,5,5,4,5,5,5,5,28.04012444712766,Alta
34128,34128,7501_17,487,7501,178,5,5,5,5,5,5,5,5,5,5,5,28.61296268864591,Muy Alta
34129,34129,7501_19,487,7501,178,3,5,3,4,4,5,5,5,4,3,2,22.684749285299446,Media
34130,34130,7502_3,488,7502,190,5,3,3,4,4,3,3,5,5,4,5,20.952270786547146,Baja
34131,34131,7502_4,488,7502,190,5,5,4,5,5,5,5,5,5,5,5,28.060458716310887,Alta
34132,34132,7502_5,488,7502,190,5,4,4,5,5,5,4,4,4,4,4,24.63268523724938,Media
34133,34133,7502_6,488,7502,190,5,4,2,3,4,4,3,3,3,3,4,17.69511449194294,Baja
34134,34134,7502_7,488,7502,190,5,5,3,3,4,3,3,3,3,3,4,18.375921086633475,Baja
34135,34135,7502_8,488,7502,190,5,5,3,5,5,5,5,5,5,5,5,27.48740372850105,Alta
34136,34136,7502_9,488,7502,190,5,5,5,4,4,3,5,5,4,2,4,23.081667816887798,Media
34137,34137,7502_10,488,7502,190,3,4,3,3,2,3,3,3,3,3,4,14.304801455329134,Muy baja
34138,34138,7502_12,488,7502,190,4,5,5,5,5,5,3,3,5,3,5,24.859697699963665,Media
34139,34139,7502_14,488,7502,190,3,5,4,5,5,5,5,5,5,5,5,26.895527063715402,Alta
34140,34140,7502_15,488,7502,190,4,4,3,5,5,5,5,5,5,5,5,26.052071671697256,Alta
34141,34141,7502_16,488,7502,190,4,4,2,5,5,5,4,4,3,5,5,22.369322140557085,Media
34142,34142,7502_17,488,7502,190,5,4,5,5,5,5,3,3,3,3,3,22.63083297650376,Media
34143,34143,7502_18,488,7502,190,5,5,5,5,5,5,5,5,5,5,5,28.63351370412072,Muy Alta
34144,34144,7502_19,488,7502,190,5,4,5,5,4,4,4,4,4,5,4,23.878409592183374,Media
34145,34145,7503_1,480,7503,170,3,4,2,3,3,4,3,3,3,2,5,15.024825407937122,Muy baja
34146,34146,7503_3,480,7503,170,5,5,5,5,5,3,5,5,5,5,5,27.109032764412003,Alta
34147,34147,7503_4,480,7503,170,3,5,3,5,5,5,3,5,4,2,4,22.82997714623251,Media
34148,34148,7503_5,480,7503,170,5,4,3,5,5,5,5,5,2,2,5,22.329254732106854,Media
34149,34149,7504_1,480,7504,166,4,5,4,4,4,4,5,4,5,5,5,24.364334367073997,Media
34150,34150,7504_2,480,7504,166,4,4,4,5,5,5,5,5,4,3,4,24.71590273922985,Media
34151,34151,7504_5,480,7504,166,3,4,2,5,5,5,5,4,4,3,4,22.408934954751945,Media
34152,34152,7505_1,480,7505,174,5,5,5,5,5,5,5,5,5,5,2,28.60611235015431,Muy Alta
34153,34153,7505_3,480,7505,174,4,5,4,5,5,5,5,5,5,5,5,27.45059153604673,Alta
34154,34154,7505_4,480,7505,174,5,5,5,5,5,5,5,5,5,5,5,28.60611235015431,Muy Alta
34155,34155,7505_5,480,7505,174,3,3,3,5,5,4,4,4,4,5,4,21.71376125359716,Media
34156,34156,7506_1,487,7506,163,4,5,4,4,5,5,5,4,5,5,5,26.13097211093205,Alta
34157,34157,7506_2,487,7506,163,3,3,3,3,4,3,4,5,5,4,3,19.59154857894931,Baja
34158,34158,7506_7,487,7506,163,4,4,4,5,5,5,5,4,4,2,4,23.68792813794974,Media
34159,34159,7506_8,487,7506,163,5,5,4,5,5,5,5,4,5,5,2,27.43582694893207,Alta
34160,34160,7506_9,487,7506,163,5,5,5,5,5,5,3,2,5,2,5,24.37308689403168,Media
34161,34161,7506_12,487,7506,163,5,5,5,5,5,5,5,5,5,3,5,27.69838418960057,Alta
34162,34162,7506_13,487,7506,163,4,3,3,3,3,4,4,4,4,4,4,18.33484401258471,Baja
34163,34163,7506_14,487,7506,163,4,4,4,4,4,5,4,4,3,3,4,20.831252715852923,Baja
34164,34164,7506_15,487,7506,163,3,3,3,4,4,5,4,4,4,4,2,20.246542695716002,Baja
34165,34165,7506_16,487,7506,163,3,3,3,5,5,5,3,3,3,3,3,19.420685332964233,Baja
34166,34166,7507_1,480,7507,187,4,4,3,3,3,4,4,3,3,3,2,17.22674326700318,Muy baja
34167,34167,7507_3,480,7507,187,3,4,2,4,5,4,4,4,4,4,4,20.849002219837892,Baja
34168,34168,7507_4,480,7507,187,4,3,4,5,5,5,5,3,4,2,3,22.29777195583282,Media
34169,34169,7507_5,480,7507,187,3,3,3,3,3,3,4,4,3,2,2,15.180243704283615,Muy baja
34170,34170,7508_2,480,7508,211,4,3,2,4,5,5,5,4,2,2,4,19.090302662769385,Baja
34171,34171,7508_3,480,7508,211,4,3,4,5,3,3,5,3,3,2,3,17.816090831703132,Baja
34172,34172,7508_5,480,7508,211,4,4,3,5,5,5,4,4,3,2,2,21.645006810895094,Media
34173,34173,7509_1,481,7509,238,4,3,2,3,4,5,4,4,4,3,3,19.217563504368275,Baja
34174,34174,7509_2,481,7509,238,5,4,3,4,5,3,5,5,4,4,4,23.080446276464546,Media
34175,34175,7509_3,481,7509,238,4,4,4,5,5,5,5,5,4,4,5,25.283653696929623,Alta
34176,34176,7509_5,481,7509,238,3,5,3,3,3,5,4,5,3,3,3,19.486384075725766,Baja
34177,34177,7510_2,481,7510,232,5,5,5,5,5,5,5,5,5,5,3,28.705442258282556,Muy Alta
34178,34178,7510_3,481,7510,232,4,4,3,5,5,5,5,5,4,3,4,24.255878336531467,Media
34179,34179,7510_5,481,7510,232,3,4,4,4,4,4,4,4,3,3,3,19.621840604909984,Baja
34180,34180,7511_1,481,7511,245,5,5,5,5,5,5,5,5,5,5,5,28.727705858380265,Muy Alta
34181,34181,7511_2,481,7511,245,3,4,3,5,5,5,5,5,5,2,5,24.230463405106317,Media
34182,34182,7511_3,481,7511,245,4,5,3,4,5,4,5,5,5,5,5,25.531626421135222,Alta
34183,34183,7511_4,481,7511,245,5,5,5,5,5,5,5,5,5,5,5,28.727705858380265,Muy Alta
34184,34184,7512_1,486,7512,161,3,4,4,2,3,5,3,4,2,3,2,16.221852421659367,Muy baja
34185,34185,7512_3,486,7512,161,3,3,2,4,4,3,2,3,2,2,4,13.608410776859248,Muy baja
34186,34186,7512_4,486,7512,161,4,4,4,4,5,4,4,5,5,3,4,23.64623009889526,Media
34187,34187,7512_5,486,7512,161,4,4,4,4,4,4,4,4,4,3,4,21.061945082607565,Baja
34188,34188,7512_6,486,7512,161,4,5,2,4,4,3,4,3,2,2,2,17.042285547205598,Muy baja
34189,34189,7512_7,486,7512,161,4,4,4,3,4,4,4,3,3,3,4,18.781931928719,Baja
34190,34190,7512_9,486,7512,161,2,5,2,2,2,2,4,4,4,2,5,14.17099580118948,Muy baja
34191,34191,7512_10,486,7512,161,3,3,2,4,5,3,3,3,2,2,3,15.207909892478906,Muy baja
34192,34192,7512_11,486,7512,161,4,5,3,5,5,4,4,3,3,2,3,21.088737204070263,Baja
34193,34193,7512_12,486,7512,161,4,3,2,5,4,4,5,4,5,5,5,22.22631801903,Media
34194,34194,7512_14,486,7512,161,3,4,3,4,4,4,4,3,3,4,3,18.793244991164613,Baja
34195,34195,7512_15,486,7512,161,3,3,3,5,5,5,3,3,3,2,4,18.972815298867516,Baja
34196,34196,7512_16,486,7512,161,3,3,3,3,3,3,3,2,2,2,3,12.42686213782316,Muy baja
34197,34197,7512_18,486,7512,161,4,5,5,4,5,5,4,3,4,5,4,24.570139545791545,Media
34198,34198,7512_19,486,7512,161,2,4,3,5,3,2,2,2,3,4,5,14.69220958962005,Muy baja
34199,34199,7513_2,480,7513,235,5,5,5,5,5,5,5,5,5,5,5,28.710580012151258,Muy Alta
34200,34200,7514_1,481,7514,254,5,5,4,5,5,5,5,5,5,5,5,28.170064132176538,Alta
34201,34201,7514_4,481,7514,254,5,5,5,5,5,5,5,5,5,5,5,28.74311911998637,Muy Alta
34202,34202,7514_5,481,7514,254,4,5,4,5,5,5,5,5,5,5,5,27.587598305878796,Alta
34203,34203,7515_1,488,7515,124,4,4,2,4,5,4,4,3,3,3,2,19.32150620785568,Baja
34204,34204,7515_2,488,7515,124,4,4,5,5,5,5,5,5,5,4,5,26.64070619735456,Alta
34205,34205,7515_3,488,7515,124,4,4,2,4,4,4,4,5,5,4,4,21.854538482977766,Media
34206,34206,7515_4,488,7515,124,4,4,4,5,4,4,4,4,4,3,3,21.720968463262516,Media
34207,34207,7515_5,488,7515,124,4,4,5,5,5,5,4,4,5,5,5,25.93392083812673,Alta
34208,34208,7515_7,488,7515,124,4,4,3,5,5,5,5,3,3,3,5,21.9349030725114,Media
34209,34209,7515_8,488,7515,124,2,4,2,5,5,5,4,3,4,2,4,20.15886548536271,Baja
34210,34210,7515_9,488,7515,124,3,3,3,5,5,5,4,5,5,3,5,23.04198105856193,Media
34211,34211,7515_11,488,7515,124,4,5,3,5,4,5,4,4,5,5,4,24.614016218911704,Media
34212,34212,7515_14,488,7515,124,4,3,3,5,5,5,5,3,3,3,5,21.082036842005348,Baja
34213,34213,7515_15,488,7515,124,4,4,4,5,5,5,4,4,3,4,4,22.95795666621439,Media
34214,34214,7515_16,488,7515,124,4,4,4,5,5,5,4,3,4,4,4,23.358796843279695,Media
34215,34215,7515_18,488,7515,124,4,4,4,5,5,5,5,5,5,5,2,26.51209607439564,Alta
34216,34216,7515_19,488,7515,124,4,5,5,5,5,5,5,5,5,5,5,27.938017292711525,Alta
34217,34217,7515_20,488,7515,124,3,4,4,4,4,4,3,3,3,3,3,18.285651241557954,Baja
34218,34218,7516_1,480,7516,143,4,4,4,5,5,5,5,5,5,5,5,26.544635182230756,Alta
34219,34219,7516_2,480,7516,143,5,5,5,5,5,5,5,5,5,5,5,28.553022226844384,Muy Alta
34220,34220,7516_3,480,7516,143,4,3,4,4,5,5,4,3,3,3,2,20.39240368442977,Baja
34221,34221,7516_4,480,7516,143,5,5,5,5,5,4,5,5,5,5,5,27.807907603219032,Alta
34222,34222,7516_5,480,7516,143,3,4,4,5,5,4,4,5,4,2,5,22.33164973661087,Media
34223,34223,7517_1,480,7517,194,4,5,4,5,5,5,4,4,4,5,2,25.354380844800207,Alta
34224,34224,7517_4,480,7517,194,3,3,3,5,5,5,3,3,3,3,5,19.473775456274158,Baja
34225,34225,7518_1,480,7518,142,5,4,3,5,5,5,5,5,5,2,5,25.21899884154302,Alta
34226,34226,7518_2,480,7518,142,5,5,2,5,5,5,5,5,5,2,5,25.498810084239235,Alta
34227,34227,7518_4,480,7518,142,4,4,4,5,5,5,5,5,5,2,5,25.209588003055114,Alta
34228,34228,7518_5,480,7518,142,5,5,5,4,4,5,4,4,5,5,2,25.651029532339056,Alta
34229,34229,7519_1,480,7519,186,4,4,4,4,4,5,4,4,4,3,4,21.849874321805437,Media
34230,34230,7519_2,480,7519,186,4,4,4,4,4,4,4,3,3,3,4,19.547135555993798,Baja
34231,34231,7519_5,480,7519,186,4,4,4,5,5,5,4,3,3,4,4,22.485744930273746,Media
34232,34232,7520_1,480,7520,254,3,3,2,4,5,2,3,3,2,3,3,15.066510503634243,Muy baja
34233,34233,7520_2,480,7520,254,4,5,3,5,5,5,4,4,4,4,4,24.439636069513504,Media
34234,34234,7520_3,480,7520,254,5,2,5,5,5,5,5,5,5,5,5,26.18452042846822,Alta
34235,34235,7520_4,480,7520,254,3,4,4,4,3,4,4,4,4,4,4,20.05653361698911,Baja
34236,34236,7521_1,480,7521,158,5,5,4,4,5,4,4,5,5,4,4,25.520869266681263,Alta
34237,34237,7521_3,480,7521,158,5,5,4,4,5,5,5,4,4,5,5,25.725642854489493,Alta
34238,34238,7521_4,480,7521,158,5,5,5,5,4,5,5,5,4,4,4,26.12837309760978,Alta
34239,34239,7521_5,480,7521,158,4,4,4,4,4,4,4,3,4,4,4,20.922860211029285,Baja
34240,34240,7522_1,480,7522,175,5,4,5,5,5,5,5,5,5,5,5,27.754958704271157,Alta
34241,34241,7522_2,480,7522,175,4,4,4,4,4,4,5,5,5,5,5,24.105273380734545,Media
34242,34242,7522_4,480,7522,175,5,4,4,4,5,5,4,4,4,4,5,23.88460745620359,Media
34243,34243,7522_5,480,7522,175,4,4,4,4,4,4,5,4,4,4,4,22.103204373697345,Media
34244,34244,7523_1,488,7523,180,4,4,2,3,4,4,4,3,4,2,5,18.203148355709324,Baja
34245,34245,7523_2,488,7523,180,5,5,4,4,5,5,5,5,5,5,3,27.3209438583796,Alta
34246,34246,7523_3,488,7523,180,2,3,2,5,5,5,4,5,5,3,5,21.982364983336797,Media
34247,34247,7523_4,488,7523,180,3,5,3,4,4,5,5,5,5,4,5,24.11185147902196,Media
34248,34248,7523_7,488,7523,180,3,3,2,5,5,5,4,3,4,4,4,20.873259549738673,Baja
34249,34249,7523_8,488,7523,180,3,3,3,4,4,3,3,3,3,3,3,16.210520138499163,Muy baja
34250,34250,7523_9,488,7523,180,3,3,3,5,5,3,3,3,3,3,3,17.959570024302845,Baja
34251,34251,7523_10,488,7523,180,3,3,3,4,4,4,3,3,3,2,4,16.5111898972736,Muy baja
34252,34252,7523_12,488,7523,180,3,5,4,5,5,5,4,4,4,2,4,23.41460423922911,Media
34253,34253,7523_13,488,7523,180,4,3,2,5,5,5,4,4,4,4,4,22.03411735859691,Media
34254,34254,7523_15,488,7523,180,3,3,3,5,4,4,4,5,4,4,4,20.83132300494274,Baja
34255,34255,7523_16,488,7523,180,5,5,4,5,5,5,5,5,5,5,5,28.04333287008188,Alta
34256,34256,7523_18,488,7523,180,4,4,4,4,4,4,3,3,3,3,4,18.964021806738142,Baja
34257,34257,7523_19,488,7523,180,5,3,3,5,5,5,4,4,3,3,3,21.765961148227774,Media
34258,34258,7523_20,488,7523,180,5,5,4,5,5,5,4,4,4,4,5,25.46842562152642,Alta
34259,34259,7524_1,480,7524,260,3,3,3,3,3,4,3,2,3,2,5,14.320754798741488,Muy baja
34260,34260,7524_4,480,7524,260,4,5,2,5,5,5,5,5,2,2,2,22.180732764566397,Media
34261,34261,7524_5,480,7524,260,5,5,5,5,5,5,5,5,5,5,5,28.75339462772378,Muy Alta
