uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,N_INF,P3A1_1,P3A1_2,P4_1,P4_2_2,P7_1,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
2957_4_1,2957_4,2957,4,1,2,2,NA,NA,2,2,11,1,156,2957,816
2958_1_1,2958_1,2958,1,1,1,2,NA,NA,1,2,11,1,157,2958,742
2958_2_1,2958_2,2958,2,1,1,2,NA,NA,1,2,11,1,157,2958,742
2958_3_1,2958_3,2958,3,1,2,2,NA,NA,2,2,11,1,157,2958,742
2958_4_1,2958_4,2958,4,1,1,2,NA,NA,1,2,11,1,157,2958,742
2958_5_1,2958_5,2958,5,1,1,2,NA,NA,1,2,11,1,157,2958,742
2959_2_1,2959_2,2959,2,1,1,2,NA,NA,1,2,11,1,156,2959,768
2959_5_1,2959_5,2959,5,1,2,2,NA,NA,2,1,11,1,156,2959,768
2960_1_1,2960_1,2960,1,1,3,2,NA,NA,3,2,11,1,156,2960,802
2960_2_1,2960_2,2960,2,1,1,2,NA,NA,2,1,11,1,156,2960,802
2960_3_1,2960_3,2960,3,1,2,2,NA,NA,2,2,11,1,156,2960,802
2960_4_1,2960_4,2960,4,1,2,2,NA,1,2,2,11,1,156,2960,802
2960_4_2,2960_4,2960,4,2,1,2,NA,2,NA,2,11,1,156,2960,802
2961_1_1,2961_1,2961,1,1,1,2,NA,NA,1,2,11,1,157,2961,865
2961_3_1,2961_3,2961,3,1,3,2,NA,NA,3,2,11,1,157,2961,865
2961_4_1,2961_4,2961,4,1,1,2,NA,NA,1,2,11,1,157,2961,865
2962_1_1,2962_1,2962,1,1,2,1,1,NA,2,2,11,1,158,2962,921
2962_2_1,2962_2,2962,2,1,1,2,NA,NA,1,1,11,1,158,2962,921
2962_5_1,2962_5,2962,5,1,2,2,NA,NA,2,2,11,1,158,2962,921
2963_1_1,2963_1,2963,1,1,2,1,1,NA,2,1,11,1,157,2963,791
2963_2_1,2963_2,2963,2,1,2,1,1,NA,2,1,11,1,157,2963,791
2963_3_1,2963_3,2963,3,1,2,2,NA,NA,2,2,11,1,157,2963,791
2963_4_1,2963_4,2963,4,1,1,1,1,NA,1,2,11,1,157,2963,791
2964_1_1,2964_1,2964,1,1,2,2,NA,NA,2,2,11,1,157,2964,865
2964_2_1,2964_2,2964,2,1,1,2,NA,NA,1,2,11,1,157,2964,865
2964_3_1,2964_3,2964,3,1,2,2,NA,NA,1,2,11,1,157,2964,865
2964_4_1,2964_4,2964,4,1,1,1,1,NA,1,2,11,1,157,2964,865
2964_5_1,2964_5,2964,5,1,1,2,NA,NA,1,2,11,1,157,2964,865
2965_2_1,2965_2,2965,2,1,2,2,NA,NA,2,2,11,1,158,2965,841
2965_3_1,2965_3,2965,3,1,2,2,NA,NA,2,2,11,1,158,2965,841
2965_5_1,2965_5,2965,5,1,1,2,NA,NA,1,2,11,1,158,2965,841
2966_1_1,2966_1,2966,1,1,1,1,1,NA,1,2,11,1,158,2966,898
2966_2_1,2966_2,2966,2,1,2,2,NA,NA,2,1,11,1,158,2966,898
2966_3_1,2966_3,2966,3,1,1,2,NA,NA,1,2,11,1,158,2966,898
2966_4_1,2966_4,2966,4,1,2,2,NA,NA,2,2,11,1,158,2966,898
2966_5_1,2966_5,2966,5,1,1,1,1,NA,1,2,11,1,158,2966,898
2967_1_1,2967_1,2967,1,1,1,2,NA,NA,1,2,11,1,157,2967,730
2967_2_1,2967_2,2967,2,1,2,2,NA,NA,2,1,11,1,157,2967,730
2967_3_1,2967_3,2967,3,1,2,1,1,NA,2,2,11,1,157,2967,730
2967_4_1,2967_4,2967,4,1,1,1,1,NA,1,2,11,1,157,2967,730
2967_5_1,2967_5,2967,5,1,1,1,1,NA,1,2,11,1,157,2967,730
2968_1_1,2968_1,2968,1,1,1,2,NA,NA,1,2,11,1,157,2968,850
2968_2_1,2968_2,2968,2,1,1,2,NA,NA,1,2,11,1,157,2968,850
2968_3_1,2968_3,2968,3,1,3,1,1,NA,3,2,11,1,157,2968,850
2968_4_1,2968_4,2968,4,1,2,2,NA,NA,2,2,11,1,157,2968,850
2968_5_1,2968_5,2968,5,1,1,2,NA,NA,1,2,11,1,157,2968,850
2969_1_1,2969_1,2969,1,1,1,2,NA,NA,1,2,11,1,156,2969,663
2969_2_1,2969_2,2969,2,1,1,2,NA,1,1,2,11,1,156,2969,663
2969_2_2,2969_2,2969,2,2,2,2,NA,2,NA,2,11,1,156,2969,663
2969_3_1,2969_3,2969,3,1,3,1,1,NA,3,2,11,1,156,2969,663
2969_4_1,2969_4,2969,4,1,1,2,NA,NA,1,1,11,1,156,2969,663
2969_5_1,2969_5,2969,5,1,1,2,NA,NA,1,2,11,1,156,2969,663
2970_1_1,2970_1,2970,1,1,1,2,NA,NA,1,2,11,1,156,2970,816
2970_2_1,2970_2,2970,2,1,2,2,NA,NA,1,2,11,1,156,2970,816
2970_3_1,2970_3,2970,3,1,2,2,NA,NA,1,2,11,1,156,2970,816
2970_4_1,2970_4,2970,4,1,1,2,NA,NA,1,2,11,1,156,2970,816
2970_5_1,2970_5,2970,5,1,5,2,NA,NA,1,1,11,1,156,2970,816
2971_2_1,2971_2,2971,2,1,1,2,NA,NA,1,2,11,1,156,2971,738
2971_3_1,2971_3,2971,3,1,2,2,NA,NA,2,2,11,1,156,2971,738
2971_4_1,2971_4,2971,4,1,2,2,NA,1,1,2,11,1,156,2971,738
2971_4_2,2971_4,2971,4,2,2,2,NA,2,NA,2,11,1,156,2971,738
2971_5_1,2971_5,2971,5,1,1,2,NA,NA,1,2,11,1,156,2971,738
2972_1_1,2972_1,2972,1,1,2,2,NA,NA,1,2,11,1,157,2972,837
2972_2_1,2972_2,2972,2,1,1,2,NA,NA,1,2,11,1,157,2972,837
2972_3_1,2972_3,2972,3,1,1,2,NA,NA,1,2,11,1,157,2972,837
2972_4_1,2972_4,2972,4,1,4,2,NA,NA,1,1,11,1,157,2972,837
2972_5_1,2972_5,2972,5,1,3,1,1,NA,1,2,11,1,157,2972,837
2973_1_1,2973_1,2973,1,1,1,9,NA,NA,1,1,11,1,157,2973,836
2973_2_1,2973_2,2973,2,1,2,2,NA,NA,2,2,11,1,157,2973,836
2973_3_1,2973_3,2973,3,1,2,2,NA,NA,2,2,11,1,157,2973,836
2973_5_1,2973_5,2973,5,1,2,2,NA,NA,1,2,11,1,157,2973,836
2974_1_1,2974_1,2974,1,1,1,2,NA,NA,1,2,11,1,156,2974,867
2974_2_1,2974_2,2974,2,1,2,2,NA,NA,2,2,11,1,156,2974,867
2974_3_1,2974_3,2974,3,1,2,2,NA,NA,2,2,11,1,156,2974,867
2974_5_1,2974_5,2974,5,1,2,1,3,NA,2,2,11,1,156,2974,867
2975_1_1,2975_1,2975,1,1,2,2,NA,NA,2,2,11,1,156,2975,964
2975_2_1,2975_2,2975,2,1,3,2,NA,NA,1,2,11,1,156,2975,964
2975_3_1,2975_3,2975,3,1,1,2,NA,NA,1,2,11,1,156,2975,964
2975_4_1,2975_4,2975,4,1,3,2,NA,NA,3,2,11,1,156,2975,964
2975_5_1,2975_5,2975,5,1,1,1,1,NA,1,2,11,1,156,2975,964
2976_1_1,2976_1,2976,1,1,1,2,NA,NA,1,2,11,1,157,2976,985
2976_2_1,2976_2,2976,2,1,1,1,1,NA,1,1,11,1,157,2976,985
2976_3_1,2976_3,2976,3,1,1,1,1,NA,1,2,11,1,157,2976,985
2976_4_1,2976_4,2976,4,1,1,1,1,NA,1,2,11,1,157,2976,985
2976_5_1,2976_5,2976,5,1,1,2,NA,NA,1,2,11,1,157,2976,985
2977_1_1,2977_1,2977,1,1,1,1,1,NA,1,2,11,1,157,2977,825
2977_2_1,2977_2,2977,2,1,1,2,NA,NA,1,2,11,1,157,2977,825
2977_3_1,2977_3,2977,3,1,1,2,NA,NA,1,2,11,1,157,2977,825
2977_4_1,2977_4,2977,4,1,1,2,NA,NA,1,2,11,1,157,2977,825
2977_5_1,2977_5,2977,5,1,2,2,NA,NA,2,2,11,1,157,2977,825
2978_1_1,2978_1,2978,1,1,2,2,NA,NA,2,2,11,1,157,2978,837
2978_2_1,2978_2,2978,2,1,2,2,NA,NA,2,2,11,1,157,2978,837
2978_3_1,2978_3,2978,3,1,1,2,NA,NA,1,2,11,1,157,2978,837
2978_4_1,2978_4,2978,4,1,2,2,NA,NA,2,2,11,1,157,2978,837
2978_5_1,2978_5,2978,5,1,2,2,NA,NA,2,2,11,1,157,2978,837
2979_1_1,2979_1,2979,1,1,1,1,1,NA,1,1,11,1,156,2979,875
2979_2_1,2979_2,2979,2,1,2,2,NA,NA,2,1,11,1,156,2979,875
2979_3_1,2979_3,2979,3,1,1,2,NA,NA,1,1,11,1,156,2979,875
2979_4_1,2979_4,2979,4,1,1,1,2,NA,1,2,11,1,156,2979,875
2979_5_1,2979_5,2979,5,1,1,2,NA,NA,1,2,11,1,156,2979,875
2980_1_1,2980_1,2980,1,1,1,2,NA,NA,1,2,11,1,158,2980,827
2980_2_1,2980_2,2980,2,1,1,2,NA,NA,1,2,11,1,158,2980,827
2980_4_1,2980_4,2980,4,1,1,2,NA,NA,1,2,11,1,158,2980,827
2980_5_1,2980_5,2980,5,1,1,2,NA,NA,1,2,11,1,158,2980,827
2981_2_1,2981_2,2981,2,1,2,2,NA,NA,1,2,11,1,156,2981,857
2981_3_1,2981_3,2981,3,1,2,2,NA,NA,2,1,11,1,156,2981,857
2981_4_1,2981_4,2981,4,1,2,2,NA,NA,1,2,11,1,156,2981,857
2982_1_1,2982_1,2982,1,1,1,1,1,NA,1,2,11,1,157,2982,898
2982_2_1,2982_2,2982,2,1,1,2,NA,NA,1,2,11,1,157,2982,898
2982_3_1,2982_3,2982,3,1,1,2,NA,NA,1,2,11,1,157,2982,898
2982_4_1,2982_4,2982,4,1,1,2,NA,NA,1,2,11,1,157,2982,898
2982_5_1,2982_5,2982,5,1,2,2,NA,NA,2,2,11,1,157,2982,898
2983_1_1,2983_1,2983,1,1,1,2,NA,NA,1,2,11,1,157,2983,871
2983_4_1,2983_4,2983,4,1,1,2,NA,NA,1,2,11,1,157,2983,871
2983_5_1,2983_5,2983,5,1,2,2,NA,NA,2,2,11,1,157,2983,871
2984_1_1,2984_1,2984,1,1,2,2,NA,NA,2,2,11,1,156,2984,976
2984_2_1,2984_2,2984,2,1,2,2,NA,NA,1,2,11,1,156,2984,976
2984_3_1,2984_3,2984,3,1,2,2,NA,1,2,2,11,1,156,2984,976
2984_3_2,2984_3,2984,3,2,1,1,1,2,NA,2,11,1,156,2984,976
2984_3_3,2984_3,2984,3,3,2,2,NA,2,NA,2,11,1,156,2984,976
2984_4_1,2984_4,2984,4,1,2,2,NA,NA,2,2,11,1,156,2984,976
2984_5_1,2984_5,2984,5,1,1,2,NA,NA,1,2,11,1,156,2984,976
2985_1_1,2985_1,2985,1,1,1,2,NA,NA,1,2,11,1,157,2985,833
2985_2_1,2985_2,2985,2,1,1,2,NA,NA,1,2,11,1,157,2985,833
2985_3_1,2985_3,2985,3,1,3,2,NA,NA,1,2,11,1,157,2985,833
2985_4_1,2985_4,2985,4,1,1,2,NA,NA,1,2,11,1,157,2985,833
2986_1_1,2986_1,2986,1,1,2,2,NA,NA,2,2,11,1,157,2986,878
2986_3_1,2986_3,2986,3,1,1,2,NA,NA,1,2,11,1,157,2986,878
2986_4_1,2986_4,2986,4,1,1,2,NA,NA,1,1,11,1,157,2986,878
2986_5_1,2986_5,2986,5,1,1,2,NA,NA,1,2,11,1,157,2986,878
2987_1_1,2987_1,2987,1,1,1,2,NA,NA,1,2,11,1,157,2987,855
2987_2_1,2987_2,2987,2,1,1,2,NA,NA,1,2,11,1,157,2987,855
2987_4_1,2987_4,2987,4,1,2,2,NA,NA,2,2,11,1,157,2987,855
2987_5_1,2987_5,2987,5,1,1,2,NA,NA,1,2,11,1,157,2987,855
2988_1_1,2988_1,2988,1,1,1,1,1,NA,1,2,11,1,157,2988,793
2988_2_1,2988_2,2988,2,1,8,2,NA,NA,8,2,11,1,157,2988,793
2988_3_1,2988_3,2988,3,1,2,2,NA,NA,2,2,11,1,157,2988,793
2988_4_1,2988_4,2988,4,1,2,2,NA,NA,2,2,11,1,157,2988,793
2988_5_1,2988_5,2988,5,1,1,2,NA,NA,1,2,11,1,157,2988,793
2989_1_1,2989_1,2989,1,1,1,2,NA,NA,1,2,11,1,158,2989,808
2989_2_1,2989_2,2989,2,1,1,2,NA,NA,1,2,11,1,158,2989,808
2989_3_1,2989_3,2989,3,1,1,2,NA,NA,1,2,11,1,158,2989,808
2989_4_1,2989_4,2989,4,1,1,1,1,NA,1,2,11,1,158,2989,808
2989_5_1,2989_5,2989,5,1,2,2,NA,NA,2,2,11,1,158,2989,808
2990_1_1,2990_1,2990,1,1,1,2,NA,NA,1,2,11,1,156,2990,949
2990_2_1,2990_2,2990,2,1,2,2,NA,NA,2,2,11,1,156,2990,949
2990_3_1,2990_3,2990,3,1,2,2,NA,NA,2,2,11,1,156,2990,949
2990_4_1,2990_4,2990,4,1,3,1,1,NA,3,2,11,1,156,2990,949
2990_5_1,2990_5,2990,5,1,2,1,3,NA,2,2,11,1,156,2990,949
2991_2_1,2991_2,2991,2,1,2,2,NA,NA,2,2,11,1,156,2991,658
2991_3_1,2991_3,2991,3,1,1,2,NA,NA,1,2,11,1,156,2991,658
2991_4_1,2991_4,2991,4,1,1,2,NA,NA,1,2,11,1,156,2991,658
2991_5_1,2991_5,2991,5,1,1,1,1,NA,1,2,11,1,156,2991,658
2992_1_1,2992_1,2992,1,1,1,2,NA,NA,1,2,11,1,156,2992,675
2992_2_1,2992_2,2992,2,1,1,2,NA,NA,1,2,11,1,156,2992,675
2992_3_1,2992_3,2992,3,1,1,2,NA,NA,1,2,11,1,156,2992,675
2992_4_1,2992_4,2992,4,1,1,2,NA,NA,2,2,11,1,156,2992,675
2992_5_1,2992_5,2992,5,1,1,2,NA,NA,1,2,11,1,156,2992,675
2993_1_1,2993_1,2993,1,1,1,1,1,NA,1,2,11,1,156,2993,934
2993_2_1,2993_2,2993,2,1,1,1,1,NA,2,2,11,1,156,2993,934
2993_3_1,2993_3,2993,3,1,1,2,NA,1,1,2,11,1,156,2993,934
2993_3_2,2993_3,2993,3,2,1,2,NA,2,NA,2,11,1,156,2993,934
2993_4_1,2993_4,2993,4,1,1,2,NA,NA,1,2,11,1,156,2993,934
2993_5_1,2993_5,2993,5,1,1,1,1,NA,1,2,11,1,156,2993,934
2994_1_1,2994_1,2994,1,1,1,2,NA,NA,1,2,11,1,157,2994,856
2994_2_1,2994_2,2994,2,1,2,1,1,NA,2,2,11,1,157,2994,856
2994_3_1,2994_3,2994,3,1,1,2,NA,NA,1,2,11,1,157,2994,856
2994_4_1,2994_4,2994,4,1,2,2,NA,NA,2,2,11,1,157,2994,856
2994_5_1,2994_5,2994,5,1,2,2,NA,NA,2,2,11,1,157,2994,856
2995_1_1,2995_1,2995,1,1,1,1,1,NA,1,2,11,1,156,2995,831
2995_3_1,2995_3,2995,3,1,1,2,NA,NA,1,2,11,1,156,2995,831
2995_4_1,2995_4,2995,4,1,1,2,NA,NA,1,2,11,1,156,2995,831
2995_5_1,2995_5,2995,5,1,2,2,NA,NA,1,2,11,1,156,2995,831
2996_1_1,2996_1,2996,1,1,2,1,1,NA,2,2,11,1,158,2996,824
2996_2_1,2996_2,2996,2,1,1,2,NA,NA,1,2,11,1,158,2996,824
2996_3_1,2996_3,2996,3,1,1,2,NA,NA,1,2,11,1,158,2996,824
2996_4_1,2996_4,2996,4,1,2,2,NA,NA,2,2,11,1,158,2996,824
2996_5_1,2996_5,2996,5,1,1,2,NA,NA,1,2,11,1,158,2996,824
2997_1_1,2997_1,2997,1,1,1,2,NA,NA,1,2,11,1,157,2997,815
2997_2_1,2997_2,2997,2,1,2,2,NA,NA,2,2,11,1,157,2997,815
2997_3_1,2997_3,2997,3,1,2,2,NA,NA,2,2,11,1,157,2997,815
2998_1_1,2998_1,2998,1,1,2,2,NA,NA,1,2,11,1,156,2998,970
2998_2_1,2998_2,2998,2,1,4,2,NA,NA,2,1,11,1,156,2998,970
2998_3_1,2998_3,2998,3,1,1,1,1,NA,3,2,11,1,156,2998,970
2998_4_1,2998_4,2998,4,1,2,1,1,NA,2,2,11,1,156,2998,970
2998_5_1,2998_5,2998,5,1,4,2,NA,NA,4,2,11,1,156,2998,970
2999_1_1,2999_1,2999,1,1,2,1,1,NA,2,2,11,1,156,2999,867
2999_2_1,2999_2,2999,2,1,1,2,NA,NA,1,2,11,1,156,2999,867
2999_3_1,2999_3,2999,3,1,2,1,1,NA,2,2,11,1,156,2999,867
2999_4_1,2999_4,2999,4,1,1,2,NA,NA,1,2,11,1,156,2999,867
2999_5_1,2999_5,2999,5,1,2,2,NA,NA,2,2,11,1,156,2999,867
3000_1_1,3000_1,3000,1,1,1,2,NA,NA,1,2,11,1,155,3000,685
3000_2_1,3000_2,3000,2,1,2,1,2,NA,2,2,11,1,155,3000,685
3000_3_1,3000_3,3000,3,1,1,1,1,NA,1,2,11,1,155,3000,685
3000_4_1,3000_4,3000,4,1,1,1,1,NA,1,2,11,1,155,3000,685
3000_5_1,3000_5,3000,5,1,1,2,NA,NA,1,2,11,1,155,3000,685
3001_1_1,3001_1,3001,1,1,1,2,NA,NA,1,2,11,1,158,3001,816
3001_2_1,3001_2,3001,2,1,1,2,NA,NA,1,2,11,1,158,3001,816
3001_3_1,3001_3,3001,3,1,1,2,NA,NA,1,2,11,1,158,3001,816
3001_4_1,3001_4,3001,4,1,1,2,NA,NA,1,2,11,1,158,3001,816
3001_5_1,3001_5,3001,5,1,1,2,NA,NA,1,2,11,1,158,3001,816
3002_1_1,3002_1,3002,1,1,1,2,NA,NA,1,1,11,1,158,3002,858
3002_2_1,3002_2,3002,2,1,1,2,NA,NA,1,2,11,1,158,3002,858
3002_3_1,3002_3,3002,3,1,1,2,NA,NA,1,2,11,1,158,3002,858
3002_4_1,3002_4,3002,4,1,1,2,NA,NA,1,2,11,1,158,3002,858
3002_5_1,3002_5,3002,5,1,1,2,NA,NA,1,2,11,1,158,3002,858
3003_1_1,3003_1,3003,1,1,1,2,NA,NA,1,2,11,1,157,3003,679
3003_3_1,3003_3,3003,3,1,2,2,NA,NA,2,2,11,1,157,3003,679
3003_4_1,3003_4,3003,4,1,1,2,NA,NA,1,2,11,1,157,3003,679
3003_5_1,3003_5,3003,5,1,1,2,NA,NA,1,2,11,1,157,3003,679
3004_1_1,3004_1,3004,1,1,1,2,NA,NA,1,2,11,1,157,3004,900
3004_2_1,3004_2,3004,2,1,1,1,1,NA,1,2,11,1,157,3004,900
3004_3_1,3004_3,3004,3,1,1,2,NA,NA,1,1,11,1,157,3004,900
3004_5_1,3004_5,3004,5,1,1,2,NA,NA,1,2,11,1,157,3004,900
3005_1_1,3005_1,3005,1,1,2,1,3,NA,2,2,11,1,157,3005,886
3005_3_1,3005_3,3005,3,1,1,2,NA,NA,1,2,11,1,157,3005,886
3005_4_1,3005_4,3005,4,1,2,2,NA,NA,2,2,11,1,157,3005,886
3005_5_1,3005_5,3005,5,1,1,2,NA,NA,1,2,11,1,157,3005,886
3006_1_1,3006_1,3006,1,1,2,2,NA,NA,2,2,11,1,157,3006,911
3006_2_1,3006_2,3006,2,1,2,2,NA,NA,2,2,11,1,157,3006,911
3006_3_1,3006_3,3006,3,1,1,2,NA,NA,1,2,11,1,157,3006,911
3006_4_1,3006_4,3006,4,1,1,2,NA,NA,1,2,11,1,157,3006,911
3006_5_1,3006_5,3006,5,1,1,2,NA,NA,1,2,11,1,157,3006,911
3007_1_1,3007_1,3007,1,1,6,1,1,NA,6,2,11,1,156,3007,917
3007_2_1,3007_2,3007,2,1,1,1,1,NA,1,2,11,1,156,3007,917
3007_3_1,3007_3,3007,3,1,1,2,NA,NA,1,2,11,1,156,3007,917
3007_4_1,3007_4,3007,4,1,1,2,NA,NA,1,2,11,1,156,3007,917
3007_5_1,3007_5,3007,5,1,2,2,NA,NA,2,2,11,1,156,3007,917
3008_1_1,3008_1,3008,1,1,2,2,NA,NA,2,2,11,1,156,3008,958
3008_2_1,3008_2,3008,2,1,1,1,1,NA,1,2,11,1,156,3008,958
3008_3_1,3008_3,3008,3,1,1,2,NA,NA,1,2,11,1,156,3008,958
3008_5_1,3008_5,3008,5,1,2,1,1,NA,2,2,11,1,156,3008,958
3009_1_1,3009_1,3009,1,1,2,2,NA,2,NA,2,11,1,157,3009,956
3009_1_2,3009_1,3009,1,2,1,2,NA,1,1,2,11,1,157,3009,956
3009_2_1,3009_2,3009,2,1,1,2,NA,NA,1,1,11,1,157,3009,956
3009_3_1,3009_3,3009,3,1,2,2,NA,NA,2,2,11,1,157,3009,956
3009_4_1,3009_4,3009,4,1,6,1,2,NA,6,2,11,1,157,3009,956
3009_5_1,3009_5,3009,5,1,1,2,NA,2,NA,2,11,1,157,3009,956
3009_5_2,3009_5,3009,5,2,2,2,NA,1,2,2,11,1,157,3009,956
3009_5_3,3009_5,3009,5,3,1,2,NA,2,NA,2,11,1,157,3009,956
3010_1_1,3010_1,3010,1,1,1,1,1,NA,1,2,11,1,157,3010,787
3010_2_1,3010_2,3010,2,1,1,2,NA,NA,1,2,11,1,157,3010,787
3010_3_1,3010_3,3010,3,1,1,1,1,NA,1,2,11,1,157,3010,787
3010_4_1,3010_4,3010,4,1,2,2,NA,NA,2,2,11,1,157,3010,787
3010_5_1,3010_5,3010,5,1,2,1,1,NA,2,2,11,1,157,3010,787
3011_1_1,3011_1,3011,1,1,2,1,1,NA,2,2,11,1,155,3011,1153
3011_2_1,3011_2,3011,2,1,2,2,NA,1,2,2,11,1,155,3011,1153
3011_2_2,3011_2,3011,2,2,2,1,1,2,NA,2,11,1,155,3011,1153
3011_3_1,3011_3,3011,3,1,1,2,NA,NA,1,2,11,1,155,3011,1153
3011_4_1,3011_4,3011,4,1,1,2,NA,NA,1,2,11,1,155,3011,1153
3011_5_1,3011_5,3011,5,1,2,1,1,NA,2,2,11,1,155,3011,1153
3012_1_1,3012_1,3012,1,1,3,2,NA,NA,1,2,11,1,158,3012,1056
3012_2_1,3012_2,3012,2,1,3,2,NA,NA,3,2,11,1,158,3012,1056
3012_3_1,3012_3,3012,3,1,1,2,NA,NA,1,1,11,1,158,3012,1056
3012_4_1,3012_4,3012,4,1,1,1,1,NA,1,1,11,1,158,3012,1056
3012_5_1,3012_5,3012,5,1,1,2,NA,NA,1,2,11,1,158,3012,1056
3013_1_1,3013_1,3013,1,1,2,2,NA,NA,2,2,11,1,158,3013,977
3013_2_1,3013_2,3013,2,1,2,2,NA,NA,2,2,11,1,158,3013,977
3013_4_1,3013_4,3013,4,1,1,2,NA,NA,1,2,11,1,158,3013,977
3013_5_1,3013_5,3013,5,1,1,2,NA,NA,1,1,11,1,158,3013,977
3014_1_1,3014_1,3014,1,1,1,1,2,NA,1,2,11,1,156,3014,829
3014_2_1,3014_2,3014,2,1,1,1,4,NA,1,2,11,1,156,3014,829
3014_3_1,3014_3,3014,3,1,4,1,2,NA,4,2,11,1,156,3014,829
3014_4_1,3014_4,3014,4,1,2,1,1,NA,2,2,11,1,156,3014,829
3014_5_1,3014_5,3014,5,1,2,1,1,NA,2,2,11,1,156,3014,829
3015_1_1,3015_1,3015,1,1,1,1,1,NA,1,2,11,1,156,3015,845
3015_2_1,3015_2,3015,2,1,2,2,NA,NA,1,2,11,1,156,3015,845
3015_3_1,3015_3,3015,3,1,2,2,NA,NA,1,2,11,1,156,3015,845
3015_4_1,3015_4,3015,4,1,2,2,NA,NA,2,2,11,1,156,3015,845
3015_5_1,3015_5,3015,5,1,2,2,NA,NA,2,2,11,1,156,3015,845
3016_1_1,3016_1,3016,1,1,1,2,NA,NA,1,2,11,1,156,3016,782
3016_2_1,3016_2,3016,2,1,1,2,NA,NA,1,2,11,1,156,3016,782
3016_5_1,3016_5,3016,5,1,1,2,NA,NA,1,2,11,1,156,3016,782
3017_1_1,3017_1,3017,1,1,1,1,1,NA,2,2,11,1,156,3017,766
3017_2_1,3017_2,3017,2,1,1,2,NA,1,1,2,11,1,156,3017,766
3017_2_2,3017_2,3017,2,2,1,1,1,2,NA,2,11,1,156,3017,766
3017_3_1,3017_3,3017,3,1,2,2,NA,1,2,2,11,1,156,3017,766
3017_3_2,3017_3,3017,3,2,1,1,1,2,NA,2,11,1,156,3017,766
3017_4_1,3017_4,3017,4,1,2,2,NA,NA,2,2,11,1,156,3017,766
3017_5_1,3017_5,3017,5,1,1,2,NA,NA,1,2,11,1,156,3017,766
3018_1_1,3018_1,3018,1,1,1,2,NA,NA,1,2,11,1,158,3018,857
3018_2_1,3018_2,3018,2,1,1,2,NA,NA,1,2,11,1,158,3018,857
3018_3_1,3018_3,3018,3,1,4,2,NA,NA,1,2,11,1,158,3018,857
3018_4_1,3018_4,3018,4,1,1,2,NA,NA,1,2,11,1,158,3018,857
3018_5_1,3018_5,3018,5,1,1,1,1,NA,1,2,11,1,158,3018,857
3019_1_1,3019_1,3019,1,1,2,2,NA,NA,2,1,11,1,158,3019,839
3019_2_1,3019_2,3019,2,1,1,2,NA,NA,1,2,11,1,158,3019,839
3019_3_1,3019_3,3019,3,1,2,2,NA,NA,2,2,11,1,158,3019,839
3019_5_1,3019_5,3019,5,1,2,2,NA,NA,2,1,11,1,158,3019,839
3020_1_1,3020_1,3020,1,1,2,2,NA,NA,1,2,11,1,158,3020,810
3020_2_1,3020_2,3020,2,1,1,2,NA,NA,1,2,11,1,158,3020,810
3020_3_1,3020_3,3020,3,1,1,2,NA,NA,1,2,11,1,158,3020,810
3020_4_1,3020_4,3020,4,1,1,1,1,NA,1,2,11,1,158,3020,810
3020_5_1,3020_5,3020,5,1,2,2,NA,NA,1,2,11,1,158,3020,810
3021_1_1,3021_1,3021,1,1,1,1,1,NA,1,2,11,1,156,3021,945
3021_2_1,3021_2,3021,2,1,2,2,NA,NA,2,2,11,1,156,3021,945
3021_3_1,3021_3,3021,3,1,1,2,NA,NA,2,2,11,1,156,3021,945
3021_5_1,3021_5,3021,5,1,2,1,1,NA,2,1,11,1,156,3021,945
3022_1_1,3022_1,3022,1,1,2,1,1,NA,2,2,11,1,156,3022,779
3022_2_1,3022_2,3022,2,1,1,2,NA,NA,1,2,11,1,156,3022,779
3022_3_1,3022_3,3022,3,1,2,2,NA,NA,2,2,11,1,156,3022,779
3022_4_1,3022_4,3022,4,1,1,2,NA,NA,1,2,11,1,156,3022,779
3022_5_1,3022_5,3022,5,1,1,2,NA,NA,1,2,11,1,156,3022,779
3023_1_1,3023_1,3023,1,1,1,2,NA,NA,1,2,11,1,156,3023,829
3023_2_1,3023_2,3023,2,1,2,2,NA,NA,2,2,11,1,156,3023,829
3023_3_1,3023_3,3023,3,1,1,1,1,NA,1,2,11,1,156,3023,829
3023_4_1,3023_4,3023,4,1,1,1,1,NA,1,2,11,1,156,3023,829
3024_1_1,3024_1,3024,1,1,1,2,NA,NA,1,2,11,1,156,3024,793
3024_2_1,3024_2,3024,2,1,2,2,NA,NA,2,2,11,1,156,3024,793
3024_3_1,3024_3,3024,3,1,1,2,NA,NA,1,2,11,1,156,3024,793
3024_4_1,3024_4,3024,4,1,2,2,NA,NA,2,2,11,1,156,3024,793
3024_5_1,3024_5,3024,5,1,1,2,NA,NA,2,2,11,1,156,3024,793
3025_1_1,3025_1,3025,1,1,2,2,NA,NA,2,2,11,1,156,3025,678
3025_2_1,3025_2,3025,2,1,2,1,1,NA,2,2,11,1,156,3025,678
3025_3_1,3025_3,3025,3,1,1,2,NA,NA,1,2,11,1,156,3025,678
3025_4_1,3025_4,3025,4,1,2,2,NA,NA,2,2,11,1,156,3025,678
3025_5_1,3025_5,3025,5,1,2,2,NA,NA,2,2,11,1,156,3025,678
