"","vid","EST_DIS","UPM_DIS","FACTOR","P6_3_1","P6_3_2","P6_3_3","P6_3_4","P6_3_5","P6_3_6","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_4_5"
"9797","2377_2",135,2377,1730,4,4,4,4,4,4,1,1,4,1,4
"9798","2377_3",135,2377,1730,1,1,1,1,1,1,3,3,3,2,2
"9799","2379_2",136,2379,1799,2,1,1,1,1,1,1,1,1,1,3
"9800","2379_3",136,2379,1799,2,2,1,2,1,1,1,1,1,1,1
"9801","2379_4",136,2379,1799,1,2,2,2,3,4,2,2,2,1,4
"9802","2380_1",135,2380,1836,1,1,1,1,1,1,1,1,1,1,1
"9803","2380_2",135,2380,1836,1,1,1,1,1,1,1,1,1,1,1
"9804","2380_3",135,2380,1836,1,1,1,1,1,1,1,2,2,1,2
"9805","2381_5",136,2381,1671,1,2,1,1,1,2,3,1,2,2,4
"9806","2382_1",136,2382,1558,2,1,1,1,1,1,2,2,2,2,2
"9807","2382_3",136,2382,1558,1,1,1,1,1,2,1,1,1,1,4
"9808","2382_4",136,2382,1558,1,1,1,3,2,1,3,3,2,2,4
"9809","2382_5",136,2382,1558,1,1,2,3,2,1,1,3,3,1,4
"9810","2384_1",135,2384,1527,1,1,1,1,1,1,1,1,1,1,1
"9811","2384_3",135,2384,1527,3,4,2,3,4,4,3,3,3,3,3
"9812","2384_5",135,2384,1527,1,1,1,1,1,1,2,1,1,1,2
"9813","2385_2",136,2385,1633,1,3,2,1,1,1,2,2,2,1,2
"9814","2385_3",136,2385,1633,2,2,2,2,2,3,3,2,2,2,4
"9815","2387_1",136,2387,1745,1,1,1,1,1,1,2,1,1,1,4
"9816","2387_2",136,2387,1745,1,1,2,1,1,1,1,1,1,1,4
"9817","2387_3",136,2387,1745,1,1,2,1,1,1,2,2,2,1,4
"9818","2389_2",137,2389,1951,2,1,2,1,1,1,1,1,1,1,2
"9819","2389_4",137,2389,1951,2,2,2,1,1,1,1,1,1,1,2
"9820","2389_5",137,2389,1951,2,2,2,2,2,2,2,2,2,2,2
"9821","2390_2",136,2390,1812,1,1,1,1,1,1,1,1,1,1,1
"9822","2390_3",136,2390,1812,2,1,1,1,1,1,1,1,1,1,4
"9823","2390_4",136,2390,1812,1,1,1,1,1,1,1,1,1,1,1
"9824","2390_5",136,2390,1812,1,1,3,3,4,1,1,3,3,3,3
"9825","2391_1",137,2391,1873,2,1,3,4,1,4,2,2,2,1,4
"9826","2391_2",137,2391,1873,3,2,2,1,1,1,2,1,2,1,4
"9827","2391_3",137,2391,1873,3,3,2,3,2,2,1,1,1,1,4
"9828","2391_4",137,2391,1873,2,2,1,1,1,1,1,1,1,1,4
"9829","2392_1",135,2392,2396,2,2,2,1,1,1,1,1,1,1,2
"9830","2392_2",135,2392,2396,3,3,3,2,2,3,3,2,3,2,2
"9831","2392_4",135,2392,2396,4,3,3,2,3,2,1,1,2,4,2
"9832","2392_5",135,2392,2396,1,1,2,1,1,1,1,1,1,1,1
"9833","2393_1",137,2393,2027,1,2,2,2,2,2,2,3,2,2,4
"9834","2393_2",137,2393,2027,1,1,3,1,1,1,1,1,1,1,4
"9835","2393_3",137,2393,2027,2,1,1,1,1,1,2,1,2,2,2
"9836","2393_5",137,2393,2027,2,2,1,1,1,2,2,1,2,2,3
"9837","2394_4",136,2394,1612,2,3,4,4,3,4,4,3,3,3,4
"9838","2397_1",136,2397,1521,3,2,3,3,1,2,3,1,3,3,4
"9839","2397_5",136,2397,1521,1,1,1,2,1,2,1,1,1,1,1
"9840","2398_2",136,2398,1515,1,2,2,2,2,2,1,1,1,1,1
"9841","2398_4",136,2398,1515,2,2,2,3,1,2,1,1,1,1,2
"9842","2399_1",135,2399,1314,3,3,4,2,2,3,2,2,2,2,2
"9843","2399_3",135,2399,1314,1,1,1,1,1,1,1,1,2,1,1
"9844","2400_2",136,2400,1777,1,1,3,1,2,1,1,1,1,1,1
"9845","2400_5",136,2400,1777,1,1,2,1,1,1,1,1,1,1,1
"9846","2401_1",135,2401,2080,2,2,2,2,3,2,2,3,3,2,4
"9847","2401_2",135,2401,2080,2,2,3,1,1,1,3,3,2,2,1
"9848","2401_5",135,2401,2080,2,2,2,2,2,2,1,1,1,1,1
"9849","2402_1",135,2402,1297,1,1,1,1,1,1,2,2,2,1,1
"9850","2402_2",135,2402,1297,3,3,3,1,3,3,3,2,4,3,4
"9851","2402_3",135,2402,1297,1,1,1,1,2,2,1,1,1,1,1
"9852","2402_5",135,2402,1297,2,3,2,3,1,1,1,4,3,4,4
"9853","2403_5",135,2403,1230,3,4,4,3,4,3,3,3,4,4,3
"9854","2404_2",135,2404,1619,2,1,1,1,1,1,1,1,1,1,1
"9855","2408_3",135,2408,1431,4,2,2,1,1,2,3,3,3,1,4
"9856","2408_4",135,2408,1431,2,2,1,2,1,1,1,2,2,1,1
"9857","2408_5",135,2408,1431,3,3,3,2,2,3,3,3,3,3,4
"9858","2409_2",136,2409,2069,2,3,3,3,1,3,3,1,4,4,1
"9859","2411_3",136,2411,1474,2,1,1,1,1,1,1,1,1,1,1
"9860","2412_1",136,2412,1604,2,3,4,3,3,3,2,2,3,3,4
"9861","2412_3",136,2412,1604,2,1,2,2,2,1,2,2,2,2,2
"9862","2413_4",136,2413,2216,2,2,2,3,4,3,4,2,2,3,4
"9863","2414_2",136,2414,1741,3,2,3,1,1,1,2,2,3,1,4
"9864","2414_4",136,2414,1741,1,1,1,1,1,3,3,3,1,2,4
"9865","2415_2",136,2415,1653,2,1,3,1,1,1,2,1,4,1,4
"9866","2415_4",136,2415,1653,1,2,1,2,1,2,2,3,3,1,4
"9867","2416_1",137,2416,2314,2,2,2,2,3,2,3,3,3,3,4
"9868","2417_1",137,2417,2018,1,1,1,1,1,1,1,1,1,1,1
"9869","2417_2",137,2417,2018,1,1,1,1,1,1,1,1,1,1,1
"9870","2418_1",137,2418,1925,1,1,1,1,1,1,1,1,1,1,1
"9871","2418_3",137,2418,1925,1,1,1,2,1,1,2,2,2,2,4
"9872","2419_2",137,2419,2003,1,1,1,1,1,1,1,1,1,1,1
"9873","2419_3",137,2419,2003,1,1,1,1,1,1,1,1,1,1,1
"9874","2420_1",137,2420,2034,1,1,1,1,1,1,1,1,1,1,4
"9875","2420_3",137,2420,2034,2,2,3,3,3,1,2,1,1,1,1
"9876","2420_4",137,2420,2034,1,1,1,1,1,1,1,1,1,1,1
"9877","2421_4",136,2421,1690,1,2,2,1,2,1,1,1,1,1,1
"9878","2422_3",137,2422,2089,1,1,1,1,1,1,1,1,1,1,4
"9879","2422_5",137,2422,2089,1,3,4,3,2,1,2,2,2,3,2
"9880","2423_1",135,2423,1300,1,1,2,2,1,2,2,1,1,3,4
"9881","2423_5",135,2423,1300,3,3,3,1,3,1,3,1,1,2,1
"9882","2424_1",135,2424,1620,2,2,4,1,1,1,3,2,2,4,4
"9883","2424_4",135,2424,1620,1,1,1,1,1,1,1,1,2,2,2
"9884","2425_1",136,2425,1882,2,2,1,2,1,1,1,2,1,2,2
"9885","2425_3",136,2425,1882,1,1,2,1,1,1,1,1,1,1,1
"9886","2425_4",136,2425,1882,1,1,3,1,1,2,1,2,1,2,4
"9887","2425_5",136,2425,1882,2,2,2,1,1,1,2,2,3,3,4
"9888","2426_1",135,2426,1592,3,2,1,1,1,1,1,2,1,2,3
"9889","2426_4",135,2426,1592,1,1,2,2,1,1,2,2,1,1,1
"9890","2427_1",135,2427,1606,2,2,2,2,2,2,2,2,2,2,2
"9891","2427_4",135,2427,1606,1,1,1,1,1,1,1,1,1,1,1
"9892","2427_5",135,2427,1606,2,2,2,2,2,2,1,1,1,2,1
"9893","2428_1",136,2428,1640,1,1,1,2,2,1,1,1,1,1,1
"9894","2428_2",136,2428,1640,2,1,2,1,1,4,1,2,2,1,1
"9895","2428_4",136,2428,1640,3,2,4,3,2,2,2,2,4,2,4
"9896","2429_1",137,2429,2189,1,2,2,1,1,2,1,2,2,2,3
"9897","2429_3",137,2429,2189,3,1,1,1,1,1,1,1,1,1,1
"9898","2429_4",137,2429,2189,1,1,1,1,1,1,1,1,1,1,2
"9899","2429_5",137,2429,2189,2,2,3,1,3,1,2,2,1,2,4
"9900","2430_2",137,2430,2160,1,1,1,1,1,1,1,1,1,1,1
"9901","2430_3",137,2430,2160,1,1,1,1,1,1,1,1,1,1,1
"9902","2430_5",137,2430,2160,1,1,1,1,1,1,1,2,1,1,3
"9903","2432_1",136,2432,1911,2,2,2,1,1,1,1,1,1,4,1
"9904","2432_3",136,2432,1911,1,1,1,1,1,1,1,1,1,1,1
"9905","2433_4",136,2433,1889,2,2,2,1,1,1,2,2,2,2,1
"9906","2433_5",136,2433,1889,2,2,3,1,2,1,2,2,1,2,4
"9907","2434_1",135,2434,1381,1,1,1,1,1,1,1,1,1,1,1
"9908","2434_2",135,2434,1381,1,1,2,2,2,1,2,2,2,2,4
"9909","2434_4",135,2434,1381,2,2,2,3,3,4,3,3,2,3,4
"9910","2435_3",135,2435,1524,3,3,3,3,2,1,2,1,1,1,1
"9911","2435_5",135,2435,1524,1,1,1,1,1,1,1,1,1,1,1
"9912","2436_1",135,2436,1670,1,1,1,3,3,2,2,2,2,2,2
"9913","2436_2",135,2436,1670,1,1,1,1,1,1,1,1,1,1,1
"9914","2436_3",135,2436,1670,3,3,3,3,2,3,3,3,3,3,4
"9915","2436_4",135,2436,1670,1,1,1,1,1,1,1,1,1,1,1
"9916","2437_1",135,2437,1638,2,2,2,2,1,2,2,2,2,4,3
"9917","2437_2",135,2437,1638,1,1,1,1,1,1,1,1,1,1,1
"9918","2437_3",135,2437,1638,3,3,3,3,2,1,1,1,1,1,1
"9919","2437_4",135,2437,1638,1,1,1,1,1,1,1,1,1,1,2
"9920","2437_5",135,2437,1638,1,1,1,1,1,1,1,1,1,1,1
"9921","2438_2",136,2438,1827,2,1,1,1,1,1,1,1,1,1,1
"9922","2438_5",136,2438,1827,1,2,3,2,1,1,1,1,1,1,2
"9923","2439_1",135,2439,1538,1,1,1,1,1,1,1,1,1,1,1
"9924","2439_2",135,2439,1538,1,1,1,1,1,1,1,1,1,1,3
"9925","2439_3",135,2439,1538,1,1,1,1,1,1,1,1,1,1,1
"9926","2439_5",135,2439,1538,2,2,2,2,2,1,1,1,1,1,1
"9927","2441_1",135,2441,1483,1,1,1,1,1,1,2,1,1,1,1
"9928","2441_2",135,2441,1483,1,1,1,1,1,1,1,1,1,1,1
"9929","2441_5",135,2441,1483,1,1,1,1,1,1,2,2,2,2,2
"9930","2442_1",135,2442,1769,1,1,1,1,1,1,1,1,1,1,1
"9931","2442_2",135,2442,1769,3,2,2,3,3,1,2,2,2,2,4
"9932","2442_3",135,2442,1769,1,1,1,1,1,1,1,1,1,1,4
"9933","2442_4",135,2442,1769,1,1,1,1,1,1,1,1,1,1,1
"9934","2443_1",135,2443,1677,2,2,1,1,1,1,1,1,1,1,3
"9935","2443_2",135,2443,1677,4,3,2,1,1,1,1,1,1,1,1
"9936","2443_4",135,2443,1677,2,2,2,1,1,3,3,1,2,2,3
"9937","2443_5",135,2443,1677,1,1,1,1,1,1,1,1,1,1,2
"9938","2444_1",135,2444,1515,2,2,2,1,1,1,2,2,2,2,2
"9939","2444_2",135,2444,1515,2,2,2,2,1,1,1,1,1,1,1
"9940","2444_3",135,2444,1515,2,2,2,2,2,2,1,1,1,1,1
"9941","2444_5",135,2444,1515,1,1,1,1,1,1,1,1,1,1,1
"9942","2445_3",135,2445,1672,1,1,2,1,1,1,1,1,2,2,1
"9943","2445_4",135,2445,1672,1,1,1,1,1,1,1,1,1,1,1
"9944","2446_1",136,2446,2104,1,1,1,1,1,1,1,1,1,1,1
"9945","2446_3",136,2446,2104,2,1,1,1,1,1,1,1,2,1,3
"9946","2446_4",136,2446,2104,1,1,1,1,1,1,1,1,1,1,1
"9947","2446_5",136,2446,2104,1,1,1,1,1,1,1,1,1,1,1
"9948","2447_1",135,2447,1684,2,1,1,4,1,2,3,2,1,2,3
"9949","2447_4",135,2447,1684,2,1,1,1,1,1,2,2,1,3,3
"9950","2447_5",135,2447,1684,1,2,2,1,1,1,1,1,1,1,1
"9951","2448_2",135,2448,1592,2,2,1,1,1,1,2,2,2,2,3
"9952","2448_3",135,2448,1592,1,1,1,1,1,1,1,1,1,1,1
"9953","2448_4",135,2448,1592,2,2,2,1,1,1,1,1,1,1,1
"9954","2449_1",136,2449,2005,3,3,4,2,2,2,4,4,2,4,4
"9955","2449_3",136,2449,2005,1,1,1,1,1,2,1,1,1,1,1
"9956","2449_4",136,2449,2005,1,1,2,1,2,1,2,1,2,2,1
"9957","2449_5",136,2449,2005,2,2,2,2,2,2,2,1,3,2,2
"9958","2450_1",136,2450,1880,3,2,3,1,1,1,4,4,4,4,4
"9959","2450_3",136,2450,1880,2,1,1,1,1,1,1,1,1,1,4
"9960","2450_4",136,2450,1880,1,2,2,2,2,2,3,2,3,3,4
"9961","2451_3",137,2451,1862,1,1,1,1,1,1,1,1,1,1,1
"9962","2451_4",137,2451,1862,3,1,1,1,1,1,1,1,1,1,1
"9963","2452_1",136,2452,1827,1,1,1,1,1,1,1,1,1,1,1
"9964","2452_3",136,2452,1827,1,1,1,1,1,1,2,1,1,1,1
"9965","2453_3",136,2453,2041,1,2,2,1,1,1,1,1,1,1,2
"9966","2453_4",136,2453,2041,2,1,1,1,1,1,1,1,1,1,1
"9967","2453_5",136,2453,2041,1,1,2,1,1,1,1,2,2,1,2
"9968","2455_2",136,2455,1950,3,2,4,2,2,3,3,2,2,3,3
"9969","2455_3",136,2455,1950,1,1,2,1,1,2,1,1,1,1,1
"9970","2456_1",136,2456,1507,1,1,1,1,1,1,1,1,1,1,1
"9971","2456_4",136,2456,1507,1,1,1,1,1,1,1,1,1,1,1
"9972","2457_1",137,2457,2120,1,1,1,1,2,1,1,1,1,1,1
"9973","2457_2",137,2457,2120,1,1,1,1,1,1,1,1,1,1,1
"9974","2457_3",137,2457,2120,1,1,1,1,1,1,1,1,1,1,1
"9975","2458_2",136,2458,1934,2,1,3,2,2,1,1,1,1,2,2
"9976","2458_4",136,2458,1934,2,2,2,3,4,2,1,1,2,2,4
"9977","2459_1",137,2459,1770,1,1,1,1,1,1,1,1,1,1,1
"9978","2459_3",137,2459,1770,2,1,1,1,1,1,1,1,1,1,1
"9979","2459_4",137,2459,1770,1,1,1,1,1,1,1,1,1,1,1
"9980","2460_1",135,2460,2426,3,2,4,1,1,1,1,3,2,1,2
"9981","2460_3",135,2460,2426,1,1,1,1,1,1,1,1,1,1,1
"9982","2460_4",135,2460,2426,1,1,1,1,1,1,1,1,1,1,1
"9983","2460_5",135,2460,2426,2,2,2,1,1,2,1,1,1,1,1
"9984","2461_5",136,2461,2338,3,4,4,3,4,2,4,4,4,4,4
"9985","2462_2",137,2462,2470,1,1,1,1,1,1,2,2,2,2,2
"9986","2463_2",137,2463,2294,1,1,1,1,1,1,1,1,1,1,1
"9987","2463_5",137,2463,2294,1,1,1,1,1,1,1,1,1,1,2
"9988","2464_4",136,2464,1957,1,2,2,2,2,1,1,1,1,1,1
"9989","2464_5",136,2464,1957,2,2,2,2,2,2,1,1,1,1,1
"9990","2465_1",136,2465,1833,1,1,3,1,1,1,2,2,2,2,2
"9991","2465_2",136,2465,1833,1,1,1,1,1,1,1,1,1,1,4
"9992","2465_3",136,2465,1833,2,2,3,1,1,1,1,2,1,2,2
"9993","2466_1",135,2466,1069,1,1,1,1,1,1,1,1,3,2,1
"9994","2466_2",135,2466,1069,3,2,2,1,1,3,1,1,1,1,1
"9995","2466_3",135,2466,1069,1,1,1,1,1,1,1,1,1,1,1
"9996","2467_1",135,2467,1518,2,2,2,2,1,1,2,1,1,2,2
"9997","2467_2",135,2467,1518,1,2,2,2,2,1,1,2,1,1,1
"9998","2467_4",135,2467,1518,1,1,1,1,1,1,1,1,1,1,1
"9999","2467_5",135,2467,1518,1,1,2,2,2,2,1,2,2,2,3
"10000","2468_3",136,2468,2084,1,1,1,1,2,2,1,2,2,2,2
"10001","2468_5",136,2468,2084,1,1,2,2,2,2,1,2,2,2,2
"10002","2469_1",136,2469,2269,2,2,2,2,2,2,2,2,2,2,2
"10003","2469_2",136,2469,2269,2,2,2,3,3,2,1,1,1,1,2
"10004","2469_5",136,2469,2269,1,1,1,2,1,1,1,1,1,1,1
"10005","2470_2",135,2470,1862,2,1,1,2,2,2,1,2,1,2,4
"10006","2470_3",135,2470,1862,2,2,2,2,2,2,2,2,2,1,2
"10007","2470_5",135,2470,1862,3,3,3,3,3,3,3,3,3,2,3
"10008","2472_1",135,2472,2182,2,2,4,1,1,1,4,3,3,4,1
"10009","2472_2",135,2472,2182,1,1,1,1,1,1,1,1,1,1,1
"10010","2472_3",135,2472,2182,2,1,3,1,1,1,2,1,2,2,2
"10011","2472_4",135,2472,2182,2,2,3,1,1,1,1,1,1,3,1
"10012","2473_1",135,2473,1965,2,1,2,1,1,1,1,1,2,1,1
"10013","2473_2",135,2473,1965,2,2,4,2,2,2,1,2,1,1,2
"10014","2473_3",135,2473,1965,1,2,4,1,1,3,1,1,4,4,1
"10015","2473_5",135,2473,1965,3,1,2,1,1,2,1,1,3,3,2
"10016","2474_1",136,2474,1675,2,2,1,1,1,1,3,3,3,3,3
"10017","2474_2",136,2474,1675,1,1,1,1,1,1,1,1,1,1,1
"10018","2474_3",136,2474,1675,2,2,2,1,1,1,1,2,2,1,1
"10019","2474_5",136,2474,1675,1,1,2,2,1,1,2,2,1,2,1
"10020","2475_3",135,2475,1535,1,1,2,1,1,1,1,1,1,1,3
"10021","2475_4",135,2475,1535,2,2,3,2,1,1,1,1,1,1,2
"10022","2475_5",135,2475,1535,1,1,1,1,1,1,1,1,4,1,1
"10023","2476_2",136,2476,1933,1,1,1,1,1,1,1,1,1,1,1
"10024","2476_3",136,2476,1933,2,2,2,2,2,2,2,2,2,2,2
"10025","2477_2",136,2477,2041,3,3,3,1,1,1,1,1,1,1,1
"10026","2477_3",136,2477,2041,3,2,2,1,1,1,1,1,1,1,1
"10027","2477_4",136,2477,2041,2,2,2,1,1,3,3,3,2,3,1
"10028","2478_1",135,2478,1624,1,1,1,1,1,1,1,1,1,1,1
"10029","2478_3",135,2478,1624,1,1,1,1,1,1,1,1,1,1,1
"10030","2478_4",135,2478,1624,4,4,4,1,1,3,2,2,2,1,2
"10031","2478_5",135,2478,1624,2,1,2,1,1,1,1,1,1,1,1
"10032","2479_5",135,2479,1657,1,1,1,1,1,1,1,1,1,1,3
"10033","2480_1",135,2480,1885,1,2,2,1,1,2,1,1,1,1,1
"10034","2480_5",135,2480,1885,2,1,1,1,1,2,1,1,1,1,2
"10035","2481_1",136,2481,1710,2,2,2,2,2,1,2,3,3,4,4
"10036","2481_4",136,2481,1710,2,2,1,1,2,2,1,1,2,1,1
"10037","2482_1",136,2482,1530,2,2,3,3,1,3,2,1,1,1,1
"10038","2482_2",136,2482,1530,3,2,1,2,2,2,2,2,2,1,2
"10039","2482_3",136,2482,1530,1,1,1,1,1,1,1,1,1,1,1
"10040","2482_4",136,2482,1530,3,2,3,1,2,1,1,1,1,1,3
"10041","2483_4",136,2483,1857,3,3,2,1,1,3,3,3,3,3,2
"10042","2483_5",136,2483,1857,1,1,3,1,1,1,1,1,1,1,4
"10043","2484_1",135,2484,1427,1,1,1,1,1,1,2,1,1,3,4
"10044","2484_3",135,2484,1427,1,1,4,2,2,2,3,4,3,4,4
"10045","2485_1",135,2485,2261,1,3,2,1,1,4,3,1,1,4,1
"10046","2485_3",135,2485,2261,2,2,2,3,3,1,3,3,4,2,2
"10047","2486_1",136,2486,1665,2,2,4,3,2,2,2,2,1,1,1
"10048","2486_3",136,2486,1665,3,3,2,1,2,2,1,1,1,4,1
"10049","2486_4",136,2486,1665,2,2,2,1,1,1,1,1,1,3,3
"10050","2487_1",135,2487,1839,1,2,2,2,2,1,2,2,2,1,2
"10051","2487_4",135,2487,1839,1,1,1,2,2,1,1,4,1,1,1
"10052","2488_1",135,2488,1732,2,1,3,2,1,1,1,1,1,1,1
"10053","2488_2",135,2488,1732,1,1,1,1,1,1,1,1,1,1,1
"10054","2488_3",135,2488,1732,1,1,2,2,2,2,2,2,3,3,1
"10055","2488_4",135,2488,1732,1,1,1,1,1,1,1,1,1,1,1
"10056","2488_5",135,2488,1732,1,3,3,3,3,3,1,1,2,1,3
"10057","2489_1",135,2489,1602,1,2,4,1,1,3,1,3,2,2,4
"10058","2489_2",135,2489,1602,1,1,1,1,2,1,1,1,1,1,1
"10059","2489_3",135,2489,1602,3,1,1,1,1,1,1,1,1,3,1
"10060","2489_5",135,2489,1602,2,2,4,1,1,1,3,1,4,4,4
"10061","2490_1",135,2490,1449,1,1,1,2,2,1,1,1,1,1,1
"10062","2490_2",135,2490,1449,3,2,2,1,1,1,2,2,2,1,1
"10063","2490_3",135,2490,1449,2,2,2,2,2,1,2,2,2,1,1
"10064","2490_5",135,2490,1449,1,3,1,1,1,1,1,1,1,1,1
"10065","2491_1",136,2491,1652,2,2,2,2,2,3,1,1,1,3,4
"10066","2491_3",136,2491,1652,1,1,2,1,1,1,2,1,1,1,1
"10067","2491_4",136,2491,1652,2,1,1,1,1,1,1,2,2,3,2
"10068","2491_5",136,2491,1652,1,1,1,2,1,2,1,4,1,1,1
"10069","2492_1",135,2492,1458,2,3,4,2,2,2,2,2,2,4,2
"10070","2492_2",135,2492,1458,2,1,2,1,1,2,2,2,2,2,2
"10071","2492_3",135,2492,1458,2,2,3,3,2,3,1,2,2,2,1
"10072","2492_4",135,2492,1458,2,2,3,1,1,1,1,3,1,2,2
"10073","2492_5",135,2492,1458,2,2,2,3,3,2,2,2,3,2,4
"10074","2493_1",135,2493,1411,2,2,3,2,4,2,2,4,3,3,3
"10075","2493_2",135,2493,1411,3,3,2,1,1,3,1,1,2,1,1
"10076","2493_3",135,2493,1411,1,1,1,1,1,1,1,1,1,1,1
"10077","2493_4",135,2493,1411,2,2,2,2,2,1,1,2,2,2,3
"10078","2493_5",135,2493,1411,2,1,2,2,2,2,1,3,2,2,3
"10079","2494_1",135,2494,1382,1,1,1,1,1,1,1,1,2,4,1
"10080","2494_2",135,2494,1382,1,1,2,2,2,2,2,2,3,2,3
"10081","2494_3",135,2494,1382,1,1,1,1,1,1,1,1,2,1,2
"10082","2494_4",135,2494,1382,2,1,1,1,3,1,1,1,1,1,3
"10083","2494_5",135,2494,1382,2,3,2,3,3,2,2,2,3,4,4
"10084","2495_1",135,2495,1572,3,3,3,1,2,3,1,1,2,2,1
"10085","2495_2",135,2495,1572,2,1,2,1,1,1,1,2,2,3,4
"10086","2495_5",135,2495,1572,2,4,3,3,3,4,2,1,4,3,3
"10087","2496_2",135,2496,1697,1,1,1,1,2,2,1,1,1,1,1
"10088","2496_3",135,2496,1697,4,2,4,2,2,2,4,3,4,3,2
"10089","2496_4",135,2496,1697,2,2,3,2,1,2,2,2,3,3,4
"10090","2497_2",135,2497,2388,2,2,2,2,2,2,2,3,4,4,1
"10091","2497_3",135,2497,2388,1,1,1,1,1,1,1,1,1,1,1
"10092","2497_4",135,2497,2388,3,2,4,1,3,4,1,3,4,4,4
"10093","2497_5",135,2497,2388,2,2,2,2,2,1,1,2,3,3,1
"10094","2498_1",137,2498,2564,1,1,1,1,1,1,1,1,1,1,1
"10095","2498_3",137,2498,2564,1,1,2,1,1,1,1,1,1,1,4
"10096","2498_5",137,2498,2564,1,1,1,1,1,1,2,2,2,2,2
"10097","2500_2",136,2500,1960,1,1,1,1,1,1,1,1,1,1,1
"10098","2500_4",136,2500,1960,1,1,4,1,1,1,2,2,1,1,1
"10099","2501_3",137,2501,1952,3,2,3,1,1,2,3,3,3,2,4
"10100","2503_1",137,2503,1969,1,1,1,1,1,1,1,1,1,1,1
"10101","2503_5",137,2503,1969,1,1,1,1,1,1,1,1,1,1,1
"10102","2504_4",137,2504,2617,1,1,1,2,1,1,1,1,1,1,4
"10103","2508_5",136,2508,1581,1,1,1,2,1,2,1,1,1,1,1
"10104","2509_2",137,2509,2839,2,1,1,1,1,1,2,1,1,2,3
"10105","2512_4",136,2512,2273,1,1,1,1,1,1,3,3,3,3,3
"10106","2512_5",136,2512,2273,1,1,1,1,1,1,1,1,1,1,4
"10107","2513_1",135,2513,912,1,1,2,1,1,1,1,1,1,1,1
"10108","2513_3",135,2513,912,1,1,1,1,1,1,1,1,1,1,4
"10109","2513_4",135,2513,912,1,1,1,1,1,1,1,1,1,1,4
"10110","2516_3",136,2516,1614,1,2,1,1,1,1,2,2,2,1,4
"10111","2516_5",136,2516,1614,1,1,1,1,1,1,1,1,1,1,4
"10112","2517_2",137,2517,1414,1,1,1,1,1,1,1,1,1,1,1
"10113","2518_2",137,2518,1209,1,1,1,1,1,1,1,1,1,1,4
"10114","2518_4",137,2518,1209,1,1,1,1,1,1,1,1,1,1,4
"10115","2519_2",137,2519,2874,1,1,1,1,1,1,1,1,1,1,4
"10116","2519_5",137,2519,2874,1,1,1,1,1,1,1,1,1,1,4
"10117","2521_1",136,2521,1396,3,1,2,2,1,2,2,2,2,2,2
"10118","2521_2",136,2521,1396,2,1,2,1,1,2,2,2,3,2,4
"10119","2522_4",136,2522,1812,2,2,2,2,2,2,2,2,2,2,4
"10120","2523_2",136,2523,2938,3,1,2,2,1,2,2,2,2,2,2
"10121","2523_3",136,2523,2938,1,1,1,1,1,1,1,1,1,1,1
"10122","2523_5",136,2523,2938,1,1,2,1,1,2,1,1,1,1,2
"10123","2524_1",136,2524,1682,2,1,1,2,1,2,1,1,1,1,4
"10124","2524_2",136,2524,1682,1,1,1,1,1,2,3,3,3,3,4
"10125","2525_1",136,2525,1790,1,2,1,1,1,1,2,2,2,2,4
"10126","2525_3",136,2525,1790,2,2,2,1,1,2,1,2,3,2,4
"10127","2525_4",136,2525,1790,3,3,3,2,2,2,3,3,3,3,3
"10128","2525_5",136,2525,1790,3,2,2,3,1,2,3,3,2,2,4
"10129","2527_1",136,2527,1761,2,3,2,1,1,2,1,1,2,1,4
"10130","2528_1",136,2528,1699,2,2,2,2,2,1,3,2,2,3,4
"10131","2528_2",136,2528,1699,1,3,1,1,1,1,1,1,1,1,1
"10132","2530_1",136,2530,2237,2,3,2,4,4,2,2,2,2,2,4
"10133","2532_4",137,2532,2221,1,1,1,1,1,1,1,1,1,1,4
"10134","2534_2",136,2534,2365,2,1,1,1,1,1,2,3,3,3,4
"10135","2535_2",135,2535,1226,1,1,4,1,3,2,3,3,3,1,4
"10136","2535_4",135,2535,1226,3,3,3,1,1,1,4,2,2,2,4
"10137","2536_2",136,2536,1389,2,2,2,2,2,2,1,1,1,1,4
"10138","2537_3",135,2537,1435,2,3,1,2,1,3,2,2,2,2,4
"10139","2538_2",136,2538,1395,4,4,3,1,1,1,1,1,2,1,4
"10140","2538_5",136,2538,1395,1,1,1,1,1,2,2,1,2,1,1
"10141","2539_2",136,2539,1430,2,2,2,2,2,1,1,2,2,1,4
"10142","2539_5",136,2539,1430,1,1,1,1,1,1,1,1,1,1,4
"10143","2541_2",135,2541,1403,4,3,2,1,1,1,1,1,1,1,4
"10144","2541_5",135,2541,1403,2,2,2,1,2,3,3,3,4,2,4
"10145","2542_1",136,2542,1417,1,3,3,1,1,3,2,2,3,3,4
"10146","2542_2",136,2542,1417,2,1,2,3,1,1,2,1,1,1,4
"10147","2542_3",136,2542,1417,2,1,2,1,2,1,2,2,2,2,4
"10148","2542_5",136,2542,1417,1,1,1,1,1,1,1,1,1,1,1
"10149","2544_1",136,2544,1857,1,1,1,1,1,1,1,1,1,1,1
"10150","2545_1",136,2545,1393,4,4,4,1,1,1,1,1,1,1,1
"10151","2545_3",136,2545,1393,2,1,1,1,1,2,1,1,1,1,1
"10152","2545_5",136,2545,1393,1,1,1,1,1,1,1,1,1,1,1
