Estado,credito,acc_bien,acc_mal,aseq_bien,aseq_mal,cul_bien,cul_mal,habit_bien,habit_mal,satis_bien,satis_mal,serv_bien,serv_mal,ten_bien,ten_mal,ubi_bien,ubi_mal
Tabasco,Otro,0.6019862948054437,0.39801370519455626,0.8477693118650566,0.15223068813494345,0.4407346175963197,0.5592653824036803,0.5902218708069772,0.4097781291930228,0.5390430323940962,0.46095696760590377,0.8850273145485912,0.11497268545140885,1,0,0.6534766149127851,0.34652338508721486
Tamaulipas,Infonavit,0.38622123974833555,0.6137787602516644,0.7881693285023522,0.21183067149764773,0.39931895375251253,0.6006810462474875,0.8407694688972893,0.15923053110271065,0.5616538697989562,0.4383461302010438,0.9916896661478158,0.008310333852184187,0.9974406264579055,0.0025593735420945006,0.7277123037413943,0.2722876962586057
Tamaulipas,Ninguno,0.4201223517537496,0.5798776482462504,0.8039917225377087,0.19600827746229132,0.5268544409078879,0.47314555909211214,0.6896363045436905,0.3103636954563095,0.3880917542158695,0.6119082457841305,0.9266931702708002,0.07330682972919972,0.517176831333678,0.482823168666322,0.633974621816242,0.366025378183758
Tamaulipas,Otro,0.45390342480323337,0.5460965751967667,0.7614762816422038,0.2385237183577962,0.7021059349074665,0.2978940650925335,0.842501595405233,0.15749840459476708,0.7804084237396298,0.21959157626037012,0.9863326951712401,0.013667304828759838,0.9950967879174644,0.004903212082535631,0.7767177196341204,0.2232822803658796
Tlaxcala,Infonavit,0.4562027953815435,0.5437972046184565,0.7544925774806841,0.2455074225193159,0.356628179529473,0.643371820470527,0.9191770118933935,0.08082298810660647,0.5669763000260439,0.43302369997395607,1,0,1,0,0.8601441097317475,0.13985589026825246
Tlaxcala,Ninguno,0.5603698820098194,0.43963011799018054,0.8209125073679978,0.17908749263200216,0.44635927209292026,0.5536407279070797,0.7051472066344349,0.29485279336556514,0.44978688172702463,0.5502131182729754,0.9680339626370107,0.031966037362989315,0.6937263840762661,0.306273615923734,0.5649457067996825,0.4350542932003176
Tlaxcala,Otro,0.5996216692214866,0.4003783307785134,0.8989269756368025,0.10107302436319755,0.4643684159029386,0.5356315840970615,0.7733276801148038,0.22667231988519618,0.648021917093376,0.3519780829066241,0.9674505071589315,0.03254949284106846,1,0,0.6687974951893285,0.33120250481067154
Veracruz,Infonavit,0.6396497900893465,0.3603502099106534,0.758491513868456,0.241508486131544,0.48259356273996196,0.517406437260038,0.8434891815278625,0.1565108184721375,0.7375937421507769,0.26240625784922317,1,0,0.9766694176324949,0.023330582367505112,0.6980013635221931,0.3019986364778069
Veracruz,Ninguno,0.5415436409129374,0.45845635908706267,0.8399112794069601,0.16008872059303994,0.5387396683733002,0.46126033162669977,0.434940937491756,0.565059062508244,0.4391633842888249,0.560836615711175,0.8308839793580541,0.16911602064194584,0.63349283558889,0.36650716441111,0.4968977217152377,0.5031022782847623
Veracruz,Otro,0.57424600613354,0.4257539938664599,0.8488154934902745,0.15118450650972545,0.5108559076378996,0.4891440923621004,0.5798830579096315,0.4201169420903685,0.7184376658939272,0.2815623341060728,0.8556937660165216,0.1443062339834784,0.9917506559374272,0.008249344062572803,0.6091605910502255,0.3908394089497745
Yucatan,Infonavit,0.3793134973404255,0.6206865026595745,0.8459441489361702,0.1540558510638298,0.4933095079787234,0.5066904920212766,0.9734873670212766,0.026512632978723406,0.6113613696808511,0.3886386303191489,0.9967918882978724,0.0032081117021276594,1,0,0.7805601728723405,0.21943982712765958
