X,Estado,Indice_Habitabilidad,Indice_Accesibilidad,Indice_Servicios,Indice_Ubicacion,,,,
213,01,66.06848531,28.82311352,77.92664979,49.91206976,,,,
214,01,66.06848531,21.90242582,79.58118437,0.128521557,,,,
215,01,66.06848531,23.51822674,77.92664979,0.143594137,,,,
216,01,61.22498139,21.90242582,77.92664979,31.2173085,,,,
217,02,64.85740605,21.90242582,77.92664979,31.26435685,,,,
218,02,64.85740605,21.90242582,77.92664979,0.150521801,,,,
219,02,62.95285515,21.90242582,77.92664979,31.21979017,,,,
220,02,66.06848531,22.89983362,77.92664979,0.127513007,,,,
221,01,64.85740605,23.51822674,77.92664979,0.151197373,,,,
222,01,56.39049175,23.51822674,78.02293214,31.26906861,,,,
223,01,64.85740605,30.52429587,77.92664979,0.149568339,,,,
224,01,60.26451274,23.51822674,78.02293214,31.27772114,,,,
225,01,64.85740605,21.90242582,77.92664979,0.094596464,,,,
226,03,66.06848531,23.51822674,77.92664979,0.156636476,,,,
227,03,66.06848531,22.89983362,77.92664979,18.53523365,,,,
228,03,66.06848531,23.51822674,77.92664979,0.141098308,,,,
229,03,66.06848531,23.51822674,77.92664979,0.155559145,,,,
230,01,64.85740605,22.98220268,77.92664979,18.50352795,,,,
231,01,60.51028474,22.98220268,77.92664979,18.4696804,,,,
232,01,64.85740605,23.51822674,77.92664979,0.156636476,,,,
233,01,51.52050999,50.89715228,77.92664979,31.20586273,,,,
234,01,66.06848531,22.98220268,77.92664979,31.28146487,,,,
235,02,64.85740605,23.51822674,77.92664979,49.96144697,,,,
236,02,66.06848531,23.51822674,77.92664979,49.87771147,,,,
237,02,62.43606065,23.51822674,77.92664979,0.122453355,,,,
238,02,62.95285515,23.51822674,77.92664979,0.156636476,,,,
239,02,64.1427094,31.34315335,77.92664979,18.46712928,,,,
240,01,53.9434731,23.51822674,78.02293214,0.156636476,,,,
241,01,66.06848531,21.90242582,77.92664979,0.147508537,,,,
242,01,64.85740605,23.51822674,77.92664979,0.133852912,,,,
243,01,56.39049175,22.89983362,77.92664979,0.147815733,,,,
244,01,55.91739144,23.51822674,77.92664979,0.151197373,,,,
245,01,66.06848531,23.51822674,77.92664979,18.46669454,,,,
246,01,49.09996917,23.51822674,78.02293214,49.98981491,,,,
247,01,66.06848531,22.89983362,77.92664979,0.147815733,,,,
248,01,62.43606065,22.89983362,77.92664979,18.47997332,,,,
249,01,66.06848531,22.98220268,77.92664979,0.148990474,,,,
250,01,60.51028474,23.51822674,78.02293214,18.47705863,,,,
251,01,52.75806709,23.51822674,78.02293214,0.147910574,,,,
252,02,64.85740605,44.65151706,77.92664979,0.143414045,,,,
253,02,66.06848531,22.89983362,77.92664979,18.53851087,,,,
254,02,66.06848531,23.51822674,77.92664979,0.156636476,,,,
255,02,66.06848531,22.98220268,77.92664979,49.94869695,,,,
256,02,66.06848531,22.98220268,77.92664979,31.21467825,,,,
257,02,62.43606065,22.98220268,77.92664979,31.26053636,,,,
258,02,64.1427094,21.90242582,77.92664979,18.52315095,,,,
259,02,60.26451274,22.98220268,77.92664979,0.151071346,,,,
260,02,64.85740605,22.89983362,77.92664979,0.151055629,,,,
261,02,59.32043049,22.89983362,77.92664979,31.276515,,,,
262,02,61.47559201,22.98220268,77.92664979,31.21172093,,,,
263,02,62.43606065,22.89983362,77.92664979,0.156636476,,,,
264,02,66.06848531,22.89983362,77.92664979,18.53187819,,,,
265,02,66.06848531,21.90242582,77.92664979,0.149032708,,,,
266,02,66.06848531,22.89983362,77.92664979,0.154323299,,,,
267,02,64.85740605,23.51822674,77.92664979,31.27568411,,,,
268,02,64.1427094,21.90242582,77.92664979,0.156636476,,,,
269,02,62.43606065,22.89983362,77.92664979,0.155501644,,,,
270,02,64.1427094,23.51822674,77.92664979,49.96076443,,,,
271,02,61.47559201,21.90242582,77.92664979,0.154769621,,,,
272,02,66.06848531,21.90242582,77.92664979,0.154077209,,,,
273,02,64.85740605,22.89983362,77.92664979,0.149662967,,,,
274,02,66.06848531,37.76733889,77.92664979,49.99919569,,,,
275,02,64.1427094,22.89983362,77.92664979,0.153137328,,,,
276,02,64.1427094,51.89456008,77.92664979,31.21504531,,,,
277,02,66.06848531,23.51822674,77.92664979,0.150720101,,,,
278,02,66.06848531,36.90895951,77.92664979,0.150926612,,,,
279,03,61.21392075,21.90242582,77.92664979,0.108683199,,,,
280,03,64.1427094,23.51822674,77.92664979,31.20490802,,,,
281,03,64.85740605,22.89983362,77.92664979,18.51083328,,,,
282,03,62.95285515,23.51822674,77.92664979,0.140712809,,,,
283,03,66.06848531,23.51822674,77.92664979,18.52465952,,,,
284,02,64.1427094,44.6880266,77.92664979,18.51276786,,,,
285,02,64.85740605,52.51295321,77.92664979,0.0857295,,,,
286,02,62.43606065,37.76733889,77.92664979,0.145196685,,,,
287,02,64.85740605,52.51295321,77.92664979,31.24502334,,,,
288,02,60.26451274,52.51295321,77.92664979,31.20507793,,,,
289,02,64.1427094,23.51822674,77.92664979,0.131919672,,,,
290,02,66.06848531,22.89983362,77.92664979,18.4941965,,,,
291,02,58.35996185,35.82918265,77.92664979,0.146518086,,,,
292,02,66.06848531,30.52429587,77.92664979,0.152612487,,,,
293,02,64.85740605,23.51822674,77.92664979,0.114178108,,,,
294,02,62.43606065,22.98220268,77.92664979,18.46374463,,,,
295,02,64.1427094,21.90242582,77.92664979,31.22444918,,,,
296,02,66.06848531,22.89983362,77.92664979,18.46689284,,,,
297,02,61.47559201,21.90242582,77.92664979,0.147508537,,,,
298,02,66.06848531,21.90242582,77.92664979,0.145733496,,,,
299,02,66.06848531,22.98220268,77.92664979,0.148892745,,,,
300,02,66.06848531,22.89983362,77.92664979,18.52462493,,,,
301,02,66.06848531,30.2252457,77.92664979,0.154109156,,,,
302,02,66.06848531,22.89983362,77.92664979,0.142069434,,,,
303,02,66.06848531,22.98220268,77.92664979,0.147901831,,,,
304,02,66.06848531,22.89983362,77.92664979,0.128872954,,,,
305,02,66.06848531,22.89983362,77.92664979,0.143593605,,,,
306,02,66.06848531,22.89983362,77.92664979,0.147815733,,,,
307,02,66.06848531,23.51822674,77.92664979,18.47043749,,,,
308,01,64.85740605,23.51822674,77.92664979,18.48123838,,,,
309,01,61.22498139,21.90242582,77.92664979,31.26139652,,,,
310,01,64.85740605,21.90242582,77.92664979,31.17167164,,,,
311,02,66.06848531,23.51822674,77.92664979,0.153935759,,,,
312,02,64.1427094,22.89983362,77.92664979,0.14587866,,,,
313,02,66.06848531,23.51822674,77.92664979,0.148576098,,,,
314,02,62.95285515,22.89983362,77.92664979,0.14355137,,,,
315,02,61.22498139,51.89456008,77.92664979,31.24234335,,,,
316,01,64.1427094,23.51822674,77.92664979,0.148892745,,,,
317,01,66.06848531,22.89983362,77.92664979,0.139748696,,,,
318,01,61.47559201,52.51295321,77.92664979,49.90334386,,,,
319,01,57.35096039,22.89983362,77.92664979,49.99370587,,,,
320,01,59.5498161,22.89983362,77.92664979,18.48471905,,,,
321,02,66.06848531,22.89983362,77.92664979,18.4695425,,,,
322,02,64.1427094,22.98220268,77.92664979,31.17820794,,,,
323,02,60.26451274,22.98220268,77.92664979,18.4641895,,,,
324,02,66.06848531,21.90242582,77.92664979,0.142517516,,,,
325,02,62.95285515,21.90242582,77.92664979,0.139901293,,,,
326,02,66.06848531,51.89456008,77.92664979,49.9815679,,,,
327,02,66.06848531,22.89983362,77.92664979,0.1522423,,,,
328,02,66.06848531,22.89983362,77.92664979,0.142293545,,,,
329,03,66.06848531,21.90242582,77.92664979,18.53427366,,,,
330,03,69.02284836,23.51822674,77.92664979,18.51922592,,,,
331,03,64.3791979,21.90242582,77.92664979,0.154186358,,,,
332,03,66.06848531,23.51822674,77.92664979,50.00027302,,,,
333,03,66.06848531,22.89983362,77.92664979,0.147915746,,,,
334,03,66.06848531,21.90242582,77.92664979,0.15515454,,,,
335,03,66.06848531,23.51822674,77.92664979,0.15557306,,,,
336,03,64.1427094,22.89983362,77.92664979,18.5039027,,,,
337,03,64.85740605,45.5922655,77.92664979,31.27689416,,,,
338,02,59.32043049,23.51822674,77.92664979,0.152533523,,,,
339,02,64.1427094,22.89983362,77.92664979,18.52250993,,,,
340,02,64.1427094,23.51822674,77.92664979,18.52262176,,,,
341,02,64.85740605,51.97692914,77.92664979,49.89782949,,,,
342,02,66.06848531,22.98220268,77.92664979,0.152286266,,,,
343,02,58.35996185,21.90242582,77.92664979,18.51897956,,,,
344,02,66.06848531,23.51822674,77.92664979,0.154309384,,,,
345,02,66.06848531,21.90242582,77.92664979,0.153756296,,,,
346,02,66.06848531,21.90242582,77.92664979,18.51438737,,,,
347,01,61.47559201,21.90242582,77.92664979,18.53184364,,,,
348,01,59.5498161,23.51822674,77.92664979,0.150737662,,,,
349,01,59.5498161,22.98220268,77.92664979,18.52723309,,,,
350,01,66.06848531,23.51822674,77.92664979,0.151854933,,,,
351,01,66.06848531,23.51822674,77.92664979,18.50275336,,,,
352,02,64.85740605,22.98220268,77.92664979,31.25288971,,,,
353,02,62.95285515,22.89983362,78.02293214,49.8956996,,,,
354,02,61.21392075,23.51822674,77.92664979,0.15557306,,,,
355,02,48.38527252,21.90242582,77.92664979,49.91531796,,,,
356,02,61.47559201,23.51822674,77.92664979,0.150476658,,,,
357,02,66.06848531,22.98220268,77.92664979,0.146847158,,,,
358,02,64.85740605,23.51822674,77.92664979,18.45860871,,,,
359,02,64.1427094,22.98220268,77.92664979,0.149134761,,,,
360,02,66.06848531,22.98220268,77.92664979,0.152916895,,,,
361,02,64.85740605,50.89715228,77.92664979,18.51029816,,,,
362,02,66.06848531,23.51822674,77.92664979,0.155559145,,,,
363,02,66.06848531,22.98220268,77.92664979,0.149337255,,,,
364,02,66.06848531,21.90242582,77.92664979,18.46942417,,,,
365,03,66.06848531,22.98220268,77.92664979,0.154424313,,,,
366,03,66.06848531,23.51822674,77.92664979,0.141156062,,,,
367,03,66.06848531,22.98220268,77.92664979,18.44193616,,,,
368,02,60.26451274,23.51822674,77.92664979,31.24102325,,,,
369,02,66.06848531,22.98220268,77.92664979,0.151017777,,,,
370,02,57.58149609,22.89983362,77.92664979,31.21345645,,,,
371,02,60.98338505,22.98220268,77.92664979,18.46821423,,,,
372,02,64.85740605,22.89983362,77.92664979,31.2050248,,,,
373,02,64.85740605,22.98220268,77.92664979,31.19454561,,,,
374,02,64.1427094,23.51822674,77.92664979,18.53475903,,,,
375,02,64.85740605,22.89983362,77.92664979,18.48296498,,,,
376,02,66.06848531,23.51822674,77.92664979,0.156636476,,,,
377,01,58.35996185,22.89983362,77.92664979,31.1795214,,,,
378,01,57.84316735,22.89983362,78.02293214,0.042602111,,,,
379,01,62.43606065,22.89983362,78.02293214,18.44281387,,,,
380,01,61.47559201,23.51822674,77.92664979,18.49304166,,,,
381,01,62.43606065,23.51822674,78.02293214,31.17847157,,,,
382,03,64.85740605,22.89983362,77.92664979,18.53311781,,,,
383,03,66.06848531,22.89983362,77.92664979,18.52971306,,,,
384,03,64.85740605,23.51822674,77.92664979,0.15387768,,,,
385,03,69.69243908,23.51822674,77.92664979,0.14367336,,,,
386,03,62.43606065,23.51822674,77.92664979,0.155386715,,,,
387,03,66.06848531,21.90242582,77.92664979,0.150487112,,,,
388,03,66.06848531,21.90242582,77.92664979,0.11967707,,,,
389,03,64.1427094,21.90242582,77.92664979,0.154559736,,,,
390,03,62.95285515,23.51822674,77.92664979,18.47184681,,,,
391,03,64.85740605,22.98220268,77.92664979,0.153316791,,,,
392,03,66.06848531,22.98220268,77.92664979,18.48518272,,,,
393,03,66.06848531,22.89983362,77.92664979,0.155501644,,,,
394,03,64.1427094,23.51822674,77.92664979,0.150995626,,,,
395,03,62.95285515,21.90242582,77.92664979,18.52841181,,,,
396,03,66.52716193,22.89983362,77.92664979,18.48159067,,,,
397,03,64.1427094,23.51822674,77.92664979,0.156636476,,,,
398,03,64.1427094,23.51822674,77.92664979,0.156636476,,,,
399,03,64.85740605,50.89715228,77.92664979,31.21496472,,,,
400,03,64.1427094,50.89715228,77.92664979,49.91525743,,,,
401,03,66.06848531,23.51822674,77.92664979,0.153928703,,,,
402,03,66.06848531,22.89983362,77.92664979,18.45142151,,,,
403,03,66.06848531,23.51822674,77.92664979,0.15557306,,,,
404,01,66.06848531,22.98220268,77.92664979,18.52389225,,,,
405,01,61.47559201,23.51822674,78.02293214,18.47834649,,,,
406,01,60.26451274,23.51822674,77.92664979,18.52660283,,,,
407,01,57.10875025,23.51822674,77.92664979,18.48788025,,,,
408,01,56.62102745,52.51295321,79.58118437,0.148449945,,,,
409,01,66.06848531,22.98220268,77.92664979,0.12929718,,,,
410,01,64.85740605,22.89983362,77.92664979,0.148990474,,,,
411,01,66.06848531,22.89983362,77.92664979,0.14549682,,,,
412,01,66.06848531,23.51822674,77.92664979,0.153691335,,,,
413,01,66.06848531,21.90242582,77.92664979,18.46561336,,,,
414,02,56.62102745,23.51822674,77.92664979,0.149534123,,,,
415,02,75.12756041,23.51822674,77.92664979,0.155501644,,,,
416,02,66.06848531,23.51822674,77.92664979,18.47167438,,,,
417,02,66.06848531,23.51822674,77.92664979,0.147663768,,,,
418,02,66.06848531,21.90242582,77.92664979,0.155386715,,,,
419,02,66.06848531,23.51822674,77.92664979,0.153691335,,,,
420,02,66.06848531,29.90590275,77.92664979,0.147476275,,,,
421,02,64.85740605,22.89983362,77.92664979,18.47012733,,,,
422,02,66.06848531,22.98220268,77.92664979,0.147915746,,,,
423,02,64.85740605,21.90242582,77.92664979,49.96019146,,,,
424,02,61.47559201,22.98220268,77.92664979,18.48225848,,,,
425,02,66.06848531,21.90242582,77.92664979,0.143842623,,,,
426,02,61.22498139,22.89983362,77.92664979,18.52353947,,,,
427,02,61.47559201,22.89983362,77.92664979,18.52521174,,,,
428,02,66.06848531,21.90242582,77.92664979,18.50467739,,,,
429,02,64.85740605,22.89983362,77.92664979,18.48831895,,,,
430,02,64.85740605,22.89983362,77.92664979,18.49822518,,,,
