vid,EST_DIS,UPM_DIS,FACTOR
271_15,11,271,193
271_16,11,271,193
271_17,11,271,193
271_20,11,271,193
272_1,11,272,234
272_4,11,272,234
272_5,11,272,234
272_6,11,272,234
272_7,11,272,234
272_8,11,272,234
272_9,11,272,234
272_10,11,272,234
272_11,11,272,234
272_12,11,272,234
272_13,11,272,234
272_14,11,272,234
272_15,11,272,234
272_16,11,272,234
272_17,11,272,234
272_18,11,272,234
272_19,11,272,234
272_20,11,272,234
273_1,11,273,245
273_2,11,273,245
273_3,11,273,245
273_4,11,273,245
273_5,11,273,245
273_6,11,273,245
273_7,11,273,245
273_9,11,273,245
273_10,11,273,245
273_11,11,273,245
273_12,11,273,245
273_13,11,273,245
273_14,11,273,245
273_15,11,273,245
273_16,11,273,245
273_17,11,273,245
273_18,11,273,245
273_19,11,273,245
273_20,11,273,245
274_1,11,274,158
274_2,11,274,158
274_3,11,274,158
274_4,11,274,158
274_5,11,274,158
274_6,11,274,158
274_7,11,274,158
274_8,11,274,158
274_9,11,274,158
274_10,11,274,158
274_11,11,274,158
274_12,11,274,158
274_13,11,274,158
274_14,11,274,158
274_15,11,274,158
274_16,11,274,158
274_17,11,274,158
274_18,11,274,158
274_19,11,274,158
274_20,11,274,158
275_1,11,275,161
275_2,11,275,161
275_3,11,275,161
275_4,11,275,161
275_5,11,275,161
275_6,11,275,161
275_7,11,275,161
275_9,11,275,161
275_10,11,275,161
275_11,11,275,161
275_12,11,275,161
275_13,11,275,161
275_14,11,275,161
275_15,11,275,161
275_16,11,275,161
275_17,11,275,161
275_18,11,275,161
275_19,11,275,161
275_20,11,275,161
276_1,11,276,184
276_2,11,276,184
276_3,11,276,184
276_4,11,276,184
276_5,11,276,184
276_6,11,276,184
276_7,11,276,184
276_8,11,276,184
276_9,11,276,184
276_10,11,276,184
276_11,11,276,184
276_12,11,276,184
276_13,11,276,184
276_14,11,276,184
276_15,11,276,184
276_16,11,276,184
276_17,11,276,184
276_18,11,276,184
276_19,11,276,184
276_20,11,276,184
277_1,11,277,244
277_2,11,277,244
277_3,11,277,244
277_4,11,277,244
277_5,11,277,244
277_6,11,277,244
277_7,11,277,244
277_9,11,277,244
277_10,11,277,244
277_11,11,277,244
277_12,11,277,244
277_13,11,277,244
277_14,11,277,244
277_15,11,277,244
277_16,11,277,244
277_17,11,277,244
277_18,11,277,244
277_19,11,277,244
277_20,11,277,244
278_1,11,278,204
278_2,11,278,204
278_3,11,278,204
278_4,11,278,204
278_5,11,278,204
278_7,11,278,204
278_8,11,278,204
278_9,11,278,204
278_10,11,278,204
278_11,11,278,204
278_12,11,278,204
278_13,11,278,204
278_14,11,278,204
278_15,11,278,204
278_16,11,278,204
278_17,11,278,204
278_18,11,278,204
278_19,11,278,204
278_20,11,278,204
278_21,11,278,204
279_1,11,279,197
279_2,11,279,197
279_3,11,279,197
279_4,11,279,197
279_6,11,279,197
279_8,11,279,197
279_9,11,279,197
279_10,11,279,197
279_11,11,279,197
279_12,11,279,197
279_13,11,279,197
279_14,11,279,197
279_15,11,279,197
279_16,11,279,197
279_19,11,279,197
279_20,11,279,197
280_1,11,280,211
280_2,11,280,211
280_3,11,280,211
280_4,11,280,211
280_5,11,280,211
280_6,11,280,211
280_8,11,280,211
280_9,11,280,211
280_10,11,280,211
280_11,11,280,211
280_12,11,280,211
280_13,11,280,211
280_14,11,280,211
280_15,11,280,211
280_16,11,280,211
280_17,11,280,211
280_18,11,280,211
280_19,11,280,211
280_20,11,280,211
281_1,11,281,221
281_2,11,281,221
281_3,11,281,221
281_4,11,281,221
281_6,11,281,221
281_7,11,281,221
281_8,11,281,221
281_9,11,281,221
281_10,11,281,221
281_11,11,281,221
281_12,11,281,221
281_13,11,281,221
281_14,11,281,221
281_15,11,281,221
281_16,11,281,221
281_17,11,281,221
281_18,11,281,221
281_19,11,281,221
281_20,11,281,221
282_1,11,282,114
282_2,11,282,114
282_3,11,282,114
282_4,11,282,114
282_5,11,282,114
282_6,11,282,114
282_7,11,282,114
282_8,11,282,114
282_9,11,282,114
282_10,11,282,114
282_11,11,282,114
282_13,11,282,114
282_14,11,282,114
282_15,11,282,114
282_16,11,282,114
282_17,11,282,114
282_18,11,282,114
282_19,11,282,114
282_20,11,282,114
282_21,11,282,114
283_1,11,283,149
283_2,11,283,149
283_3,11,283,149
283_4,11,283,149
283_5,11,283,149
283_6,11,283,149
283_8,11,283,149
283_9,11,283,149
283_10,11,283,149
283_11,11,283,149
283_12,11,283,149
283_13,11,283,149
283_14,11,283,149
283_15,11,283,149
283_16,11,283,149
283_17,11,283,149
283_18,11,283,149
283_19,11,283,149
283_20,11,283,149
283_21,11,283,149
283_22,11,283,149
284_1,11,284,222
284_2,11,284,222
284_4,11,284,222
284_5,11,284,222
284_6,11,284,222
284_7,11,284,222
284_8,11,284,222
284_9,11,284,222
284_10,11,284,222
284_11,11,284,222
284_12,11,284,222
284_14,11,284,222
284_15,11,284,222
284_16,11,284,222
284_17,11,284,222
284_18,11,284,222
284_19,11,284,222
284_20,11,284,222
285_1,11,285,231
285_2,11,285,231
285_3,11,285,231
285_4,11,285,231
285_5,11,285,231
285_6,11,285,231
285_7,11,285,231
285_8,11,285,231
285_9,11,285,231
285_10,11,285,231
285_11,11,285,231
285_12,11,285,231
285_13,11,285,231
285_14,11,285,231
285_15,11,285,231
285_16,11,285,231
285_17,11,285,231
285_18,11,285,231
285_19,11,285,231
285_20,11,285,231
286_1,11,286,176
286_2,11,286,176
286_3,11,286,176
286_5,11,286,176
286_6,11,286,176
286_7,11,286,176
286_8,11,286,176
286_9,11,286,176
286_10,11,286,176
286_11,11,286,176
286_12,11,286,176
286_13,11,286,176
286_14,11,286,176
286_16,11,286,176
286_17,11,286,176
286_18,11,286,176
286_19,11,286,176
286_20,11,286,176
286_21,11,286,176
286_22,11,286,176
287_1,11,287,253
287_2,11,287,253
287_3,11,287,253
287_4,11,287,253
287_5,11,287,253
287_6,11,287,253
287_7,11,287,253
287_8,11,287,253
287_9,11,287,253
287_10,11,287,253
287_11,11,287,253
287_12,11,287,253
287_13,11,287,253
287_14,11,287,253
287_15,11,287,253
287_17,11,287,253
287_18,11,287,253
287_19,11,287,253
287_20,11,287,253
288_1,2,288,203
288_2,2,288,203
288_3,2,288,203
288_4,2,288,203
288_5,2,288,203
289_1,2,289,196
289_2,2,289,196
289_3,2,289,196
289_4,2,289,196
289_5,2,289,196
291_1,2,291,305
291_2,2,291,305
291_5,2,291,305
292_1,2,292,210
292_2,2,292,210
292_3,2,292,210
292_4,2,292,210
293_2,2,293,192
293_3,2,293,192
293_4,2,293,192
293_5,2,293,192
294_1,2,294,467
294_2,2,294,467
294_3,2,294,467
294_4,2,294,467
294_5,2,294,467
295_1,2,295,244
295_2,2,295,244
295_3,2,295,244
295_5,2,295,244
296_1,2,296,828
296_2,2,296,828
296_3,2,296,828
296_4,2,296,828
296_5,2,296,828
297_1,2,297,454
297_2,2,297,454
297_3,2,297,454
297_4,2,297,454
298_1,2,298,251
298_2,2,298,251
298_3,2,298,251
298_4,2,298,251
298_5,2,298,251
299_1,2,299,654
299_3,2,299,654
299_4,2,299,654
299_5,2,299,654
300_1,2,300,344
300_2,2,300,344
300_3,2,300,344
300_4,2,300,344
300_5,2,300,344
301_2,2,301,245
301_4,2,301,245
301_5,2,301,245
302_1,7,302,64
302_2,7,302,64
302_3,7,302,64
302_4,7,302,64
302_5,7,302,64
303_1,2,303,759
303_2,2,303,759
303_3,2,303,759
303_4,2,303,759
303_5,2,303,759
304_1,2,304,827
304_2,2,304,827
304_3,2,304,827
304_4,2,304,827
304_5,2,304,827
305_1,2,305,276
305_2,2,305,276
305_3,2,305,276
305_4,2,305,276
305_5,2,305,276
306_1,2,306,157
306_2,2,306,157
306_3,2,306,157
306_4,2,306,157
306_5,2,306,157
307_1,10,307,39
307_2,10,307,39
307_3,10,307,39
307_4,10,307,39
307_5,10,307,39
308_1,21,308,644
308_2,21,308,644
308_3,21,308,644
309_1,21,309,653
309_2,21,309,653
309_3,21,309,653
309_4,21,309,653
309_5,21,309,653
310_2,22,310,606
310_4,22,310,606
310_5,22,310,606
311_1,22,311,593
311_4,22,311,593
311_5,22,311,593
312_1,22,312,607
312_2,22,312,607
312_3,22,312,607
312_4,22,312,607
313_1,23,313,802
313_3,23,313,802
313_5,23,313,802
314_1,23,314,646
314_3,23,314,646
314_4,23,314,646
314_5,23,314,646
315_2,23,315,601
315_3,23,315,601
315_4,23,315,601
315_5,23,315,601
316_1,22,316,492
316_2,22,316,492
316_5,22,316,492
317_2,23,317,698
317_3,23,317,698
317_4,23,317,698
317_5,23,317,698
318_1,23,318,629
318_2,23,318,629
318_3,23,318,629
318_4,23,318,629
318_5,23,318,629
319_1,22,319,664
319_2,22,319,664
319_3,22,319,664
319_4,22,319,664
319_5,22,319,664
320_2,21,320,514
320_4,21,320,514
320_5,21,320,514
321_1,21,321,616
321_2,21,321,616
321_3,21,321,616
321_4,21,321,616
322_1,22,322,511
322_2,22,322,511
322_3,22,322,511
323_3,22,323,592
323_4,22,323,592
323_5,22,323,592
324_1,22,324,666
324_2,22,324,666
324_3,22,324,666
324_4,22,324,666
324_5,22,324,666
325_1,22,325,541
325_2,22,325,541
325_3,22,325,541
325_5,22,325,541
326_1,21,326,703
326_2,21,326,703
326_4,21,326,703
327_1,23,327,632
327_2,23,327,632
327_4,23,327,632
327_5,23,327,632
328_2,22,328,588
328_3,22,328,588
328_4,22,328,588
328_5,22,328,588
329_1,22,329,700
329_2,22,329,700
329_3,22,329,700
329_5,22,329,700
330_1,22,330,735
330_2,22,330,735
330_4,22,330,735
330_5,22,330,735
331_1,22,331,672
331_2,22,331,672
331_3,22,331,672
331_4,22,331,672
331_5,22,331,672
332_1,22,332,475
332_2,22,332,475
332_3,22,332,475
332_4,22,332,475
332_5,22,332,475
333_1,22,333,658
333_2,22,333,658
333_3,22,333,658
333_4,22,333,658
333_5,22,333,658
334_1,21,334,630
334_2,21,334,630
334_3,21,334,630
334_4,21,334,630
334_5,21,334,630
335_1,21,335,525
335_2,21,335,525
335_3,21,335,525
335_4,21,335,525
335_5,21,335,525
336_1,21,336,713
336_2,21,336,713
336_3,21,336,713
336_5,21,336,713
337_1,21,337,611
337_2,21,337,611
337_3,21,337,611
337_4,21,337,611
337_5,21,337,611
338_2,22,338,618
338_3,22,338,618
338_4,22,338,618
338_5,22,338,618
339_1,23,339,740
339_3,23,339,740
339_4,23,339,740
339_5,23,339,740
340_1,23,340,488
340_2,23,340,488
340_4,23,340,488
340_5,23,340,488
341_1,22,341,493
341_2,22,341,493
341_3,22,341,493
341_4,22,341,493
341_5,22,341,493
342_2,23,342,432
342_3,23,342,432
342_5,23,342,432
343_1,22,343,471
343_2,22,343,471
343_3,22,343,471
343_4,22,343,471
343_5,22,343,471
344_1,18,344,611
344_2,18,344,611
344_3,18,344,611
344_4,18,344,611
344_5,18,344,611
345_1,18,345,580
345_2,18,345,580
345_3,18,345,580
345_4,18,345,580
345_5,18,345,580
346_1,18,346,842
346_2,18,346,842
346_3,18,346,842
346_4,18,346,842
346_5,18,346,842
347_1,18,347,921
347_2,18,347,921
347_4,18,347,921
347_5,18,347,921
348_1,18,348,770
348_3,18,348,770
348_4,18,348,770
348_5,18,348,770
349_4,18,349,794
349_5,18,349,794
350_1,18,350,649
350_2,18,350,649
350_3,18,350,649
350_5,18,350,649
351_1,19,351,751
351_4,19,351,751
351_5,19,351,751
352_1,18,352,853
352_2,18,352,853
352_3,18,352,853
352_4,18,352,853
352_5,18,352,853
353_2,18,353,878
353_3,18,353,878
353_4,18,353,878
353_5,18,353,878
354_1,18,354,590
354_2,18,354,590
354_3,18,354,590
354_4,18,354,590
354_5,18,354,590
355_1,17,355,531
355_2,17,355,531
355_3,17,355,531
355_4,17,355,531
355_5,17,355,531
356_1,18,356,588
356_2,18,356,588
356_4,18,356,588
356_5,18,356,588
357_1,18,357,874
357_2,18,357,874
357_3,18,357,874
357_4,18,357,874
357_5,18,357,874
358_1,18,358,668
358_2,18,358,668
358_4,18,358,668
358_5,18,358,668
359_1,18,359,586
359_2,18,359,586
359_3,18,359,586
359_4,18,359,586
360_2,19,360,781
360_3,19,360,781
360_4,19,360,781
360_5,19,360,781
361_1,18,361,816
361_2,18,361,816
361_3,18,361,816
361_4,18,361,816
361_5,18,361,816
362_1,19,362,747
362_2,19,362,747
362_4,19,362,747
363_2,19,363,707
363_3,19,363,707
363_4,19,363,707
363_5,19,363,707
364_1,18,364,694
364_2,18,364,694
364_3,18,364,694
364_4,18,364,694
364_5,18,364,694
365_1,18,365,770
365_2,18,365,770
365_3,18,365,770
365_4,18,365,770
365_5,18,365,770
366_1,17,366,857
366_2,17,366,857
366_3,17,366,857
366_4,17,366,857
366_5,17,366,857
367_1,17,367,857
367_2,17,367,857
367_3,17,367,857
367_4,17,367,857
367_5,17,367,857
368_2,19,368,657
368_3,19,368,657
368_4,19,368,657
368_5,19,368,657
369_1,18,369,641
369_2,18,369,641
369_3,18,369,641
369_5,18,369,641
370_1,18,370,690
370_2,18,370,690
370_3,18,370,690
370_4,18,370,690
370_5,18,370,690
371_1,17,371,904
371_2,17,371,904
371_3,17,371,904
371_4,17,371,904
371_5,17,371,904
372_1,19,372,733
372_2,19,372,733
372_3,19,372,733
372_5,19,372,733
373_1,18,373,598
373_4,18,373,598
374_1,17,374,625
374_2,17,374,625
374_3,17,374,625
374_4,17,374,625
374_5,17,374,625
375_1,18,375,699
375_2,18,375,699
375_3,18,375,699
375_4,18,375,699
375_5,18,375,699
376_1,18,376,768
376_2,18,376,768
376_3,18,376,768
376_4,18,376,768
376_5,18,376,768
377_1,18,377,572
377_3,18,377,572
377_5,18,377,572
378_1,18,378,716
378_2,18,378,716
378_3,18,378,716
378_4,18,378,716
378_5,18,378,716
379_1,18,379,914
379_3,18,379,914
379_4,18,379,914
379_5,18,379,914
380_1,19,380,880
380_2,19,380,880
380_3,19,380,880
380_4,19,380,880
380_5,19,380,880
381_1,18,381,647
381_2,18,381,647
381_3,18,381,647
381_4,18,381,647
381_5,18,381,647
382_1,17,382,900
382_2,17,382,900
382_3,17,382,900
382_4,17,382,900
382_5,17,382,900
383_1,18,383,743
383_3,18,383,743
383_4,18,383,743
383_5,18,383,743
384_2,17,384,616
384_3,17,384,616
384_4,17,384,616
385_1,18,385,752
385_2,18,385,752
385_3,18,385,752
385_4,18,385,752
385_5,18,385,752
386_1,18,386,563
386_2,18,386,563
386_3,18,386,563
386_4,18,386,563
387_1,18,387,817
387_2,18,387,817
387_3,18,387,817
387_4,18,387,817
387_5,18,387,817
388_1,18,388,494
388_2,18,388,494
388_4,18,388,494
389_1,18,389,951
389_2,18,389,951
389_3,18,389,951
389_4,18,389,951
389_5,18,389,951
390_1,18,390,664
390_2,18,390,664
390_3,18,390,664
390_4,18,390,664
391_1,19,391,713
391_2,19,391,713
391_3,19,391,713
391_4,19,391,713
391_5,19,391,713
392_1,17,392,754
392_2,17,392,754
392_3,17,392,754
392_4,17,392,754
393_1,19,393,646
393_2,19,393,646
393_3,19,393,646
393_4,19,393,646
393_5,19,393,646
394_1,17,394,678
394_2,17,394,678
394_3,17,394,678
394_4,17,394,678
394_5,17,394,678
395_1,18,395,713
395_2,18,395,713
395_3,18,395,713
395_4,18,395,713
396_1,17,396,740
396_2,17,396,740
396_3,17,396,740
396_4,17,396,740
396_5,17,396,740
397_1,17,397,662
397_2,17,397,662
397_3,17,397,662
397_4,17,397,662
397_5,17,397,662
398_2,17,398,529
398_3,17,398,529
398_4,17,398,529
398_5,17,398,529
399_1,18,399,565
399_2,18,399,565
399_3,18,399,565
399_4,18,399,565
400_1,18,400,594
400_2,18,400,594
400_3,18,400,594
400_4,18,400,594
401_1,18,401,697
401_2,18,401,697
401_3,18,401,697
401_4,18,401,697
401_5,18,401,697
402_2,17,402,480
402_5,17,402,480
403_1,19,403,618
403_2,19,403,618
403_5,19,403,618
404_2,19,404,657
404_4,19,404,657
404_5,19,404,657
405_3,19,405,601
405_4,19,405,601
405_5,19,405,601
406_1,19,406,707
406_2,19,406,707
406_3,19,406,707
406_4,19,406,707
407_1,19,407,730
407_2,19,407,730
407_3,19,407,730
407_4,19,407,730
408_1,19,408,586
408_2,19,408,586
408_3,19,408,586
408_4,19,408,586
408_5,19,408,586
409_1,19,409,552
409_2,19,409,552
409_3,19,409,552
409_4,19,409,552
409_5,19,409,552
410_1,19,410,687
410_3,19,410,687
410_5,19,410,687
411_1,19,411,591
411_2,19,411,591
411_3,19,411,591
411_5,19,411,591
412_1,19,412,793
412_2,19,412,793
412_3,19,412,793
412_4,19,412,793
412_5,19,412,793
413_1,19,413,633
413_2,19,413,633
413_3,19,413,633
413_4,19,413,633
413_5,19,413,633
414_1,19,414,548
414_2,19,414,548
414_3,19,414,548
414_4,19,414,548
414_5,19,414,548
415_1,17,415,571
415_2,17,415,571
415_3,17,415,571
415_5,17,415,571
416_2,17,416,557
416_4,17,416,557
416_5,17,416,557
417_1,17,417,592
417_2,17,417,592
417_3,17,417,592
417_5,17,417,592
418_1,17,418,665
418_2,17,418,665
418_3,17,418,665
418_4,17,418,665
418_5,17,418,665
419_1,18,419,669
419_3,18,419,669
419_5,18,419,669
420_1,19,420,774
420_2,19,420,774
420_4,19,420,774
420_5,19,420,774
421_1,18,421,785
421_2,18,421,785
421_3,18,421,785
421_4,18,421,785
421_5,18,421,785
422_1,18,422,781
422_2,18,422,781
422_3,18,422,781
422_4,18,422,781
422_5,18,422,781
423_1,19,423,673
423_2,19,423,673
423_3,19,423,673
423_4,19,423,673
423_5,19,423,673
424_1,19,424,486
424_2,19,424,486
424_3,19,424,486
424_4,19,424,486
424_5,19,424,486
425_1,17,425,760
425_2,17,425,760
425_3,17,425,760
425_4,17,425,760
425_5,17,425,760
426_1,17,426,653
426_3,17,426,653
426_5,17,426,653
427_1,17,427,656
427_2,17,427,656
427_3,17,427,656
427_4,17,427,656
428_1,19,428,596
428_2,19,428,596
428_3,19,428,596
428_4,19,428,596
429_1,17,429,539
429_2,17,429,539
429_3,17,429,539
429_4,17,429,539
429_5,17,429,539
430_1,13,430,450
430_2,13,430,450
430_3,13,430,450
430_4,13,430,450
430_5,13,430,450
431_1,13,431,570
431_2,13,431,570
431_3,13,431,570
431_4,13,431,570
431_5,13,431,570
432_1,13,432,400
432_2,13,432,400
432_3,13,432,400
432_4,13,432,400
432_5,13,432,400
433_1,13,433,473
433_2,13,433,473
433_3,13,433,473
433_4,13,433,473
433_5,13,433,473
434_1,12,434,552
434_2,12,434,552
434_3,12,434,552
434_4,12,434,552
434_5,12,434,552
435_2,13,435,672
435_3,13,435,672
435_4,13,435,672
435_5,13,435,672
436_1,13,436,615
436_2,13,436,615
436_3,13,436,615
436_4,13,436,615
436_5,13,436,615
437_2,12,437,524
437_3,12,437,524
437_4,12,437,524
438_1,12,438,778
438_2,12,438,778
438_4,12,438,778
438_5,12,438,778
439_1,14,439,547
439_2,14,439,547
439_3,14,439,547
439_4,14,439,547
439_5,14,439,547
440_1,13,440,486
440_2,13,440,486
440_3,13,440,486
440_4,13,440,486
440_5,13,440,486
441_1,14,441,404
441_2,14,441,404
441_3,14,441,404
441_4,14,441,404
441_5,14,441,404
442_1,14,442,506
442_2,14,442,506
442_5,14,442,506
443_1,12,443,852
443_2,12,443,852
443_3,12,443,852
443_4,12,443,852
443_5,12,443,852
444_1,13,444,617
444_2,13,444,617
444_3,13,444,617
444_4,13,444,617
444_5,13,444,617
445_1,12,445,490
445_2,12,445,490
445_3,12,445,490
445_4,12,445,490
445_5,12,445,490
446_1,13,446,545
446_2,13,446,545
446_3,13,446,545
446_4,13,446,545
446_5,13,446,545
447_1,12,447,510
447_2,12,447,510
447_3,12,447,510
447_4,12,447,510
447_5,12,447,510
448_1,13,448,543
448_2,13,448,543
448_3,13,448,543
448_4,13,448,543
448_5,13,448,543
449_1,14,449,623
449_2,14,449,623
449_3,14,449,623
449_4,14,449,623
450_1,14,450,663
450_2,14,450,663
450_3,14,450,663
450_4,14,450,663
450_5,14,450,663
451_1,14,451,526
451_2,14,451,526
451_3,14,451,526
451_4,14,451,526
451_5,14,451,526
452_1,14,452,688
452_2,14,452,688
452_3,14,452,688
452_4,14,452,688
452_5,14,452,688
453_1,12,453,463
453_2,12,453,463
453_3,12,453,463
453_4,12,453,463
453_5,12,453,463
454_1,13,454,660
454_3,13,454,660
454_4,13,454,660
454_5,13,454,660
455_2,13,455,663
455_3,13,455,663
455_4,13,455,663
456_1,12,456,580
456_2,12,456,580
456_3,12,456,580
456_4,12,456,580
456_5,12,456,580
457_1,13,457,470
457_2,13,457,470
457_3,13,457,470
457_4,13,457,470
457_5,13,457,470
458_1,12,458,529
458_2,12,458,529
458_3,12,458,529
458_4,12,458,529
459_1,14,459,479
459_2,14,459,479
459_3,14,459,479
459_4,14,459,479
460_1,13,460,509
460_2,13,460,509
460_3,13,460,509
460_4,13,460,509
461_1,14,461,570
461_3,14,461,570
461_4,14,461,570
461_5,14,461,570
462_1,12,462,438
462_2,12,462,438
462_3,12,462,438
462_4,12,462,438
462_5,12,462,438
463_1,12,463,585
463_2,12,463,585
463_3,12,463,585
463_4,12,463,585
463_5,12,463,585
464_1,12,464,623
464_2,12,464,623
464_3,12,464,623
464_4,12,464,623
464_5,12,464,623
465_1,12,465,495
465_2,12,465,495
465_3,12,465,495
465_4,12,465,495
465_5,12,465,495
466_1,12,466,806
466_2,12,466,806
466_3,12,466,806
466_4,12,466,806
466_5,12,466,806
467_1,14,467,701
467_4,14,467,701
467_5,14,467,701
468_1,12,468,652
468_2,12,468,652
468_3,12,468,652
468_4,12,468,652
468_5,12,468,652
469_1,12,469,717
469_2,12,469,717
469_3,12,469,717
469_4,12,469,717
469_5,12,469,717
470_1,12,470,517
470_2,12,470,517
470_3,12,470,517
470_4,12,470,517
471_1,12,471,569
471_2,12,471,569
471_3,12,471,569
471_4,12,471,569
471_5,12,471,569
472_1,12,472,618
472_2,12,472,618
472_3,12,472,618
472_4,12,472,618
472_5,12,472,618
473_1,13,473,594
473_2,13,473,594
473_3,13,473,594
473_4,13,473,594
473_5,13,473,594
474_1,13,474,634
474_2,13,474,634
474_3,13,474,634
474_4,13,474,634
474_5,13,474,634
475_1,13,475,407
475_2,13,475,407
475_3,13,475,407
475_4,13,475,407
475_5,13,475,407
476_1,12,476,412
476_2,12,476,412
476_3,12,476,412
476_5,12,476,412
477_1,13,477,638
477_2,13,477,638
477_3,13,477,638
477_5,13,477,638
478_1,13,478,759
478_2,13,478,759
478_3,13,478,759
478_4,13,478,759
478_5,13,478,759
479_1,13,479,502
479_2,13,479,502
479_3,13,479,502
479_4,13,479,502
479_5,13,479,502
480_1,13,480,658
480_2,13,480,658
480_3,13,480,658
480_4,13,480,658
480_5,13,480,658
481_1,13,481,660
481_2,13,481,660
481_3,13,481,660
482_1,12,482,734
482_2,12,482,734
482_3,12,482,734
482_4,12,482,734
482_5,12,482,734
483_1,12,483,486
483_2,12,483,486
483_4,12,483,486
483_5,12,483,486
484_1,13,484,515
484_2,13,484,515
484_3,13,484,515
484_4,13,484,515
484_5,13,484,515
485_1,13,485,659
485_2,13,485,659
485_3,13,485,659
485_4,13,485,659
485_5,13,485,659
486_1,13,486,500
486_2,13,486,500
486_3,13,486,500
486_4,13,486,500
486_5,13,486,500
487_1,13,487,641
487_2,13,487,641
487_3,13,487,641
487_4,13,487,641
487_5,13,487,641
488_1,12,488,467
488_2,12,488,467
488_3,12,488,467
488_4,12,488,467
488_5,12,488,467
489_1,13,489,672
489_2,13,489,672
489_3,13,489,672
489_5,13,489,672
490_1,14,490,731
490_2,14,490,731
490_3,14,490,731
490_4,14,490,731
490_5,14,490,731
491_1,13,491,749
491_2,13,491,749
491_3,13,491,749
491_4,13,491,749
491_5,13,491,749
492_1,13,492,725
492_2,13,492,725
492_3,13,492,725
492_4,13,492,725
492_5,13,492,725
493_1,13,493,420
493_2,13,493,420
493_3,13,493,420
493_4,13,493,420
493_5,13,493,420
494_1,12,494,461
494_2,12,494,461
494_3,12,494,461
494_4,12,494,461
494_5,12,494,461
495_1,12,495,574
495_2,12,495,574
495_4,12,495,574
495_5,12,495,574
496_3,12,496,637
496_4,12,496,637
496_5,12,496,637
497_1,13,497,469
497_2,13,497,469
497_3,13,497,469
497_4,13,497,469
497_5,13,497,469
498_1,12,498,692
498_2,12,498,692
498_3,12,498,692
498_4,12,498,692
498_5,12,498,692
499_1,12,499,632
499_2,12,499,632
499_3,12,499,632
499_4,12,499,632
499_5,12,499,632
500_1,13,500,443
500_2,13,500,443
500_4,13,500,443
500_5,13,500,443
501_2,13,501,653
501_3,13,501,653
501_4,13,501,653
501_5,13,501,653
502_1,12,502,554
502_2,12,502,554
502_3,12,502,554
502_4,12,502,554
502_5,12,502,554
503_1,12,503,474
503_2,12,503,474
503_3,12,503,474
503_4,12,503,474
503_5,12,503,474
504_1,13,504,718
504_2,13,504,718
504_3,13,504,718
505_1,13,505,597
505_2,13,505,597
505_3,13,505,597
505_4,13,505,597
505_5,13,505,597
506_1,12,506,714
506_2,12,506,714
506_3,12,506,714
506_4,12,506,714
506_5,12,506,714
507_2,12,507,489
507_3,12,507,489
507_4,12,507,489
507_5,12,507,489
508_1,12,508,567
508_3,12,508,567
508_4,12,508,567
508_5,12,508,567
509_2,13,509,529
509_3,13,509,529
509_4,13,509,529
509_5,13,509,529
510_2,12,510,616
510_3,12,510,616
510_4,12,510,616
510_5,12,510,616
511_1,13,511,600
511_2,13,511,600
511_3,13,511,600
511_4,13,511,600
512_2,13,512,603
512_3,13,512,603
512_4,13,512,603
512_5,13,512,603
513_1,12,513,700
513_2,12,513,700
513_3,12,513,700
513_4,12,513,700
513_5,12,513,700
514_1,13,514,684
514_2,13,514,684
514_4,13,514,684
514_5,13,514,684
515_1,13,515,502
515_2,13,515,502
515_3,13,515,502
515_4,13,515,502
515_5,13,515,502
516_1,12,516,617
516_2,12,516,617
516_3,12,516,617
516_4,12,516,617
516_5,12,516,617
517_1,12,517,595
517_3,12,517,595
517_4,12,517,595
517_5,12,517,595
518_1,12,518,548
518_2,12,518,548
518_3,12,518,548
518_4,12,518,548
519_1,12,519,444
519_2,12,519,444
519_4,12,519,444
519_5,12,519,444
520_1,13,520,638
520_3,13,520,638
520_4,13,520,638
520_5,13,520,638
521_1,13,521,599
521_2,13,521,599
521_3,13,521,599
521_4,13,521,599
522_2,12,522,662
522_3,12,522,662
522_4,12,522,662
522_5,12,522,662
523_1,12,523,820
523_2,12,523,820
523_4,12,523,820
523_5,12,523,820
524_1,12,524,517
524_2,12,524,517
524_3,12,524,517
524_4,12,524,517
525_2,12,525,531
525_3,12,525,531
525_4,12,525,531
525_5,12,525,531
526_1,12,526,599
526_2,12,526,599
526_3,12,526,599
526_4,12,526,599
526_5,12,526,599
527_1,12,527,559
527_2,12,527,559
527_3,12,527,559
527_4,12,527,559
527_5,12,527,559
528_1,12,528,507
528_2,12,528,507
528_3,12,528,507
528_5,12,528,507
529_1,12,529,616
529_2,12,529,616
529_3,12,529,616
529_4,12,529,616
530_2,12,530,599
530_4,12,530,599
530_5,12,530,599
531_1,12,531,612
531_2,12,531,612
531_3,12,531,612
531_4,12,531,612
531_5,12,531,612
532_1,13,532,614
532_2,13,532,614
532_3,13,532,614
532_4,13,532,614
532_5,13,532,614
533_1,12,533,571
533_2,12,533,571
533_3,12,533,571
